,Unnamed: 0,video_id,author,comment,vectores_tfidf,comment_stem,sentiment,c_hateful,targeted,aggresive
906,1665,qvVutu7-u74,UCq4kCC7ow-mKssZ3-goJQSA,tienes menos sangre que un muñeco de serrin.,[0. 0. 0. ... 0. 0. 0.],meno sangr serrin,-1.0,0.044874127954244614,0.03042333386838436,0.040866587311029434
907,1666,qvVutu7-u74,UC66LcWRSpcirVJSj3o275Nw,"Que rollo, este tio es aburrido como el solo.",[0. 0. 0. ... 0. 0. 0.],rollo aburrido solo,-1.0,0.028641492128372192,0.013824776746332645,0.019709046930074692
908,1667,qvVutu7-u74,UCf_kB9GTxvyfDb-UMmrrU3g,Si  feijoo pero  no vamos aceptar  tampoco  tu pasividad  tienes que defendernos mas  ante la UNE   lo que si esta haciendo vox,[0. 0. 0. ... 0. 0. 0.],feijoo vamo aceptar tampoco pasividad defenderno haciendo,-1.0,0.024332387372851372,0.00866215955466032,0.01269715279340744
909,1668,qvVutu7-u74,UCf_kB9GTxvyfDb-UMmrrU3g,"Hay feijoo siempre con el mismo discurso?ya te esta diciendo arnaz   ,que  actues  que te dejes de tantas palabras ?reconocelo  no vales para presidir de jate de partidismos unete a vox en las manifestaciones  no le des la mano al psoe",[0. 0. 0. ... 0. 0. 0.],feijoo siempr mismo discurso diciendo arnaz actu deje tanta palabra reconocelo vale presidir jate partidismo unet manifestacion mano psoe,-1.0,0.01130455732345581,0.01052586268633604,0.01159388106316328
910,1669,qvVutu7-u74,UCl9Yd5E3HI9i5eB29Ai0WJg,Sánchez está haciendo con España lo mismo que hizo con el PSOE cuando llegó.,[0. 0. 0. ... 0. 0. 0.],nchez haciendo espa mismo hizo psoe lleg,-1.0,0.015901779755949974,0.011088441126048565,0.012059777043759823
911,1670,qvVutu7-u74,UCyH9vOJ0OoGvK_XDU_WtBdQ,"FIEEJOO  es ,o peor k a ocurrido en España",[0. 0. 0. ... 0. 0. 0.],fieejoo peor ocurrido espa,-1.0,0.030784601345658302,0.013522082008421421,0.019914863631129265
912,1671,qvVutu7-u74,UCyH9vOJ0OoGvK_XDU_WtBdQ,"FIEEJOO  flojito podía haber hecho algo pero es muy flojo ,es otro que va hacer  nada Tu si sabes donde está,pues no eres la oposición.? Flojo flojo ymsñas si no hubieras votado con Pedro siempre",[0. 0. 0. ... 0. 0. 0.],fieejoo flojito haber hecho flojo hacer sabe pue oposici flojo flojo votado pedro siempr,-1.0,0.022343475371599197,0.016335468739271164,0.019565926864743233
913,1675,qvVutu7-u74,UCgwnjzBMzSSKEmjvRETgNQQ,"estoy de acuerdo con este hombre pero tampoco el es una alternativa .ya sabemos lo que representa este señor y con quien se alía,NECESITAMOS TAL VEZ OTRA SOLUCION DE GOBIERNO",[0. 0. 0. ... 0. 0. 0.],acuerdo hombr tampoco alternativa sabemo representa necesitamo solucion gobierno,-1.0,0.055065784603357315,0.007065203506499529,0.020006807520985603
914,1680,qvVutu7-u74,UCCZxfAWuj6WqN_xhEoGlnUQ,Viva la libertad y cuidense de la amnistía eso es comunismo,[0. 0. 0. ... 0. 0. 0.],viva libertad cuidens amnist comunismo,-1.0,0.03352706506848335,0.012283418327569962,0.027211589738726616
915,1681,qvVutu7-u74,UClp8DbL8aZCynDGkR-HgrfA,"El PSOE ha perdido el rumbo y está secuestrado por Sanchez, que nadie sabe como acabará todo esto.",[0. 0. 0. ... 0. 0. 0.],psoe perdido rumbo secuestrado sanchez nadi sabe acabar,-1.0,0.014820554293692112,0.006419474724680185,0.011737843975424767
916,1682,qvVutu7-u74,UCw3mCTGUSswIEm0Yf2fsRMQ,"Señor Feijoo
Si no fuese por la capacidad de crispacion que tienen sus palabras, la manera de hacer el ridiculo que tiene usted, haria hasta gracia.
Los españoles han decidido, las urnas han hablado y usted NO PUEDE gobernar.
Haga un favor a este país y deje trabajar y hacer politica a quienes si pueden hacerlo. Flaco favor hacen sus palabras a su tan amado pais",[0. 0. 0. ... 0. 0. 0.],feijoo capacidad crispacion palabra manera hacer ridiculo ust haria gracia espa ole decidido urna hablado ust pued gobernar haga favor deje trabajar hacer politica pueden hacerlo flaco favor hacen palabra amado pai,-1.0,0.01006645243614912,0.007696746848523617,0.009563382714986801
917,1685,GnUpOpBUmBU,UCij3zP1K5nf9usznzxiQW8A,"Joderos , joderos todos.",[0. 0. 0. ... 0. 0. 0.],jodero jodero,-1.0,0.12361495941877365,0.040083643049001694,0.06139221042394638
918,1690,GnUpOpBUmBU,UCCFMsfcYp8EIZQYRoqwFm7Q,Yo creo que sanchez quiere engañarle para meterle en la carcel,[0. 0. 0. ... 0. 0. 0.],creo sanchez quier enga arl meterl carcel,-1.0,0.017961885780096054,0.010600462555885315,0.021279018372297287
919,1692,GnUpOpBUmBU,UCtGD2OOEELvgPi3zfR0Ag8A,"Libertad para la elección de Sánchez, todos los fascistas asesinos que opinan tienen sangre en sus manos",[0. 0. 0. ... 0. 0. 0.],libertad elecci nchez fascista asesino opinan sangr mano,-1.0,0.017136603593826294,0.013911101967096329,0.025035375729203224
920,1693,GnUpOpBUmBU,UCmHcXyjoh64zQMO35t9JKkg,"Me da pena que algunos les de igual porque no viven aquí
Pero a los que por desgracia si estamos, nos gustaría que no se nos condenara por una panda de locos",[0. 0. 0. ... 0. 0. 0.],pena igual viven desgracia gustar condenara panda loco,-1.0,0.06052710860967636,0.012539616785943508,0.048210058361291885
921,1695,GnUpOpBUmBU,UC-4Yko43oX95ZzmFpQP3W-g,Yo no soy espanola pero es una verguenza que un criminal este en la calle  y pidiendo cosas. Aqui en USA haces eso y vas a la carcel hasta que te mueras.,[0. 0. 0. ... 0. 0. 0.],espanola verguenza crimin call pidiendo cosa aqui hace carcel muera,-1.0,0.04886740818619728,0.009568853303790092,0.043506644666194916
922,1697,GnUpOpBUmBU,UCsT6WqfotLWtEKDWGZz7YOA,"La culpa la tiene pinocho,Dios quiera que un día compartan celda con grilletes,",[0. 0. 0. ... 0. 0. 0.],culpa pinocho dio quiera compartan celda grillet,-1.0,0.0186669509857893,0.015500854700803757,0.015648193657398224
923,1698,GnUpOpBUmBU,UCDFDjRNvRC3yadjqnF9N_eA,"Que incultura sigue existiendo en España, que lastima, solo hay involucionistas y fascistas.",[0. 0. 0. ... 0. 0. 0.],incultura sigu existiendo espa lastima solo involucionista fascista,-1.0,0.46891018748283386,0.15851175785064697,0.29133543372154236
924,1699,GnUpOpBUmBU,UCDTSkFpPIf9GkTsCvFQkuSQ,"Los problemas y las cucarachas se eliminan de raíz o se reproducen y luego es peor... Que decida el pueblo... En la puerta del sol,... La rata puigdemont en un atril y la gente con piedras y flores...Y hacemos referéndum como dios manda,..lapidacion o flores? Tu eliges... Referéndum en toda regla. En la época medieval había mucha más democracia y justicia que en el 2023",[0. 0. 0. ... 0. 0. 0.],problema cucaracha eliminan reproducen luego peor decida pueblo puerta rata puigdemont atril gent piedra flore hacemo refer ndum dio manda lapidacion flore elig refer ndum toda regla poca mediev mucha democracia justicia,-1.0,0.0983733981847763,0.00881839171051979,0.05054095759987831
925,1700,GnUpOpBUmBU,UCvPAYVSZoTFQV0YdLRRZu9A,"Pero, Puignemont ha matado a alguien, ha tirado alguna bomba, simplemente, puso las urnas que le pedian los catalanes, y hacer un referendum, esta en la constitucion, sñrs.hacen caso a periodistas fascistas, que les interesan, enfrantar Catalunya y España, y asi estan vendiendo noticias cuatro años. Y lo que queda.",[0. 0. 0. ... 0. 0. 0.],puignemont matado alguien tirado alguna bomba simplement puso urna pedian catalan hacer referendum constitucion hacen caso periodista fascista interesan enfrantar catalunya espa estan vendiendo noticia cuatro queda,-1.0,0.029969818890094757,0.010558092966675758,0.02473057247698307
926,1701,GnUpOpBUmBU,UCl-okpei7dXvQNCmfcMX6Ag,Los madrileños son en su mayoria putos fachas,[0. 0. 0. ... 0. 0. 0.],madril mayoria puto facha,-1.0,0.08618243783712387,0.0482688844203949,0.07665247470140457
927,1703,GnUpOpBUmBU,UCm4Wl-dEML5BObi-aAb3l3g,Hay que repetir elecciones. Es la unica forma de pararle los pies a estos traidores .,[0. 0. 0. ... 0. 0. 0.],repetir eleccion unica forma pararl pie traidor,-1.0,0.03139220178127289,0.016583796590566635,0.02503700740635395
928,1707,nYJtzaGf9vk,UCGCSc6K7NOg2u4mmZps_UQQ,"Y la responsabilidad del pp,de no hacer nada y después de mandar a la policia a apalear a ciudadanos por ir a votar,judicializa un problema político, por incapaz!",[0. 0. 0. ... 0. 0. 0.],responsabilidad hacer despu mandar policia apalear ciudadano votar judicializa problema tico incapaz,-1.0,0.08333703130483627,0.0071577210910618305,0.032221775501966476
929,1708,nYJtzaGf9vk,UCQXw21HjYbwMKyTyrWsH-hg,"Pedro Sanchez, mentiroso e traidor do povo espanhol, só para defender o seu poder. O povo espanhol tem de reagir contra esta traição, contra esta vergonha.",[0. 0. 0. ... 0. 0. 0.],pedro sanchez mentiroso traidor povo espanhol defend poder povo espanhol reagir trai vergonha,-1.0,0.025526167824864388,0.013449414633214474,0.030811414122581482
930,1711,nYJtzaGf9vk,UCeIAYThblcIIa3uH1HcXcfA,"De la batalla política entre nacionalistas, junts y PP, a la batalla administrativa entre el gobierno de PSOE, etc. con Junts y la justicia caducada hace 5 años del PP...  No pinta bien la cosa",[0. 0. 0. ... 0. 0. 0.],batalla tica nacionalista junt batalla administrativa gobierno psoe junt justicia caducada hace pinta bien cosa,-1.0,0.0328032560646534,0.010635056532919407,0.02292313240468502
931,1712,nYJtzaGf9vk,UCMqBcg8KkUxEfD_xZaaB-1A,"totalmente de acuerdo con el Sr. escolar en que lo preocupante de verdad,es hasta donde está dispuesto a llegar el poder judicial.",[0. 0. 0. ... 0. 0. 0.],totalment acuerdo escolar preocupant verdad dispuesto llegar poder judici,-1.0,0.017458926886320114,0.014697825536131859,0.020206375047564507
932,1714,nYJtzaGf9vk,UCAneYLl8gj3XfZpxMQu-Ngg,Feijoo también podía haber ofrecido a los independentistas un cheque en blanco no rebasó líneas rojas la amnistia acaba con el Estado de Derecho no hay justicia no es justo vendida España y rota,[0. 0. 0. ... 0. 0. 0.],feijoo tambi haber ofrecido independentista chequ blanco reba nea roja amnistia acaba derecho justicia justo vendida espa rota,-1.0,0.08322140574455261,0.0237902719527483,0.06190430745482445
933,1715,nYJtzaGf9vk,UCRXM9m4F7ePKjIv0KbQpDyg,"ES MUY SIMPLE, Si Feijoo no tiene el apoyo para ser presidente y tampoco quiere que PSOE pacte con independentistas en una amnistía SOLO TIENE QUE APROBAR en la investidura de Sanchez y que no necesite otros votos de apoyo. ASI DE FÁCIL",[0. 0. 0. ... 0. 0. 0.],simpl feijoo apoyo president tampoco quier psoe pact independentista amnist solo aprobar investidura sanchez necesit voto apoyo,-1.0,0.015552347525954247,0.011589832603931427,0.016927644610404968
934,1716,nYJtzaGf9vk,UCfME4IDuLS6yW25iNrn817w,Demasiado miedo a la democracia,[0. 0. 0. ... 0. 0. 0.],demasiado miedo democracia,-1.0,0.0322004109621048,0.009328498505055904,0.021017620339989662
935,1717,nYJtzaGf9vk,UCE2lyjeNzWv-kerFUQNOFJQ,"O sea diarioes, que el que estos 2 se den amor justifica que hayan mentido de manera descarada a su electorado? 
Puigdemont debería seguir huido (y también digo, se ha mantenido más firme 
que Sánchez (y sus cambios de opinión (Embustes!))). Recomendación al oyente de esto, hay mejores fuentes que esta si lo que buscas es información y no desinformación. 

De nada!",[0. 0. 0. ... 0. 0. 0.],diario amor justifica mentido manera descarada electorado puigdemont deber seguir huido tambi digo mantenido firm nchez cambio opini embust recomendaci oyent mejor fuent busca informaci desinformaci,-1.0,0.016689404845237732,0.010176495648920536,0.015997447073459625
936,1722,nYJtzaGf9vk,UC4RU7ok-u5WJd0ziIlG7gSQ,"Sí, si, pero ésto quién lo paga, los dé siempre, políticas a medida dé los políticos, con políticas económicas dé lo peor dé Hispanoamérica, en mi opinión es lo peor, por cierto estáis bien pagados.",[0. 0. 0. ... 0. 0. 0.],paga siempr tica medida tico tica econ mica peor hispanoam rica opini peor cierto bien pagado,-1.0,0.7376558780670166,0.061185117810964584,0.3749168813228607
937,1723,nYJtzaGf9vk,UCFJz8wIJyMOrAYvkcSvmv6Q,"Los peperos vs vox  entan rabiosos cuatro años mas a joderse tocan,",[0. 0. 0. ... 0. 0. 0.],pepero entan rabioso cuatro joders tocan,-1.0,0.07585961371660233,0.010302333161234856,0.0318417102098465
938,1724,nYJtzaGf9vk,UCq8MziokxYT9EoAjDklvgig,Pedro Sanchez ha vuelto a engañar a puigdemon tu me das la investidura y yo ya tengo lo que quiero y tu te vas a qyedar sin amnistia y sin referendum😂😂😂😂😂😂😂,[0. 0. 0. ... 0. 0. 0.],pedro sanchez vuelto enga puigdemon investidura quiero qyedar amnistia referendum,-1.0,0.012677977792918682,0.008033069781959057,0.012583260424435139
939,1727,U4HHH2YpU8E,UCCMlXKZYw_JV2fNyGRHSW3g,Como no hay suficientes guerras en el mundo,[0. 0. 0. ... 0. 0. 0.],suficient guerra mundo,-1.0,0.032748330384492874,0.01242288388311863,0.01915242150425911
940,1728,U4HHH2YpU8E,UCDMi9YGhdZLNNslY8LtLxcA,"¡Y dale ! pretenden que Cataluña son ellos y que les pertenece. Estos separatistas supremacistas, fantasiosos e iluminados, han venido al Senado para hacernos saber que lo volverán a hacer y está vez con la complicidad de la Moncloa y de un partido tan traidor y antiespañol como lo son ellos. Han venido asegurarnos a todos los españoles que nos van a robar una parte muy querida e importantísima de nuestra Nación. Han venido a reafirmar que tienen derecho, no se sabe muy bien basados en qué, a arrebatar a todos y cada uno de los españoles nuestro derecho a decidir sobre nuestra Nación, y Cataluña es parte irrenunciable. Esta vez el golpe contra la Constitución y el Estado se va a dar desde la Moncloa si los españoles lo permitimos.",[0. 0. 0. ... 0. 0. 0.],dale pretenden catalu pertenec separatista supremacista fantasioso iluminado venido senado hacerno saber volver hacer complicidad moncloa partido traidor antiespa venido asegurarno espa ole robar part querida import sima naci venido reafirmar derecho sabe bien basado arrebatar cada espa ole derecho decidir naci catalu part irrenunci golp constituci moncloa espa ole permitimo,-1.0,0.22060765326023102,0.022773567587137222,0.14614535868167877
941,1732,U4HHH2YpU8E,UC9iip_CWnDcCwwvZM3cpTtQ,"500,000 votos dos escaños,este ni llega y le regala seis escaños,el gobierno opresor",[0. 0. 0. ... 0. 0. 0.],voto esca llega regala sei esca gobierno opresor,-1.0,0.07598003000020981,0.01591971330344677,0.04972602054476738
942,1736,U4HHH2YpU8E,UCD3g37kX6s2yIqW4qQq2z3Q,"Vaya tela … anda.., date una vuelta por ahí., que te dé el fresco un poco y dejamos en paz., que tanto catalanes como el resto de españoles., ya tenemos bastante con nuestros problemas. Que no son pocos.
Hasta los … de tanta amnistía y referéndum..
Preocupaos de los verdaderos problemas que tenemos los ciudadanos “ de a pie “
Gañán..!!",[0. 0. 0. ... 0. 0. 0.],vaya tela anda date vuelta fresco dejamo catalan resto espa ole bastant problema poco tanta amnist refer ndum preocupao verdadero problema ciudadano,-1.0,0.03569457307457924,0.005388248711824417,0.02247527427971363
943,1739,U4HHH2YpU8E,UCmeoDXEEBB-jRLs4eGZhxSg,Cataluña piensa que sobran políticos que dividen la ciudadanía y solo les interesa a ellos  llenarse bien los bolsillos,[0. 0. 0. ... 0. 0. 0.],catalu piensa sobran tico dividen ciudadan solo interesa llenars bien bolsillo,-1.0,0.08750786632299423,0.008234579116106033,0.038949672132730484
944,1740,O6hLxuaWbjs,UC8ONI8Xgc2Zr5MGkXquNGpA,"AGENDA 2030. Nuevo orden mundial!
Eso es lo que está pasando en el mundo!

Te detienen si estás en contra y TE CENSURAN en redes sociales como You Tube, Facebook, Tick tock...
¿Quienes están detrás de estas redes sociales?
Sionistas-masones-satánicos que gobiernan el mundo y crearon estas plataformas con monetización para CONTROLAR MENTALMENTE a la humanidad!
Asi entras en un ""contrato"" con ellos y vendes tu alma al diablo por unas monedas.

Si queremos SALVAR LA HUMANIDAD, NO debemos alimentarles.
Se alimentan de nuestro miedo.....

La gente quiere vivir en una burbuja y mirar a otro lado....eso es lo más fácil, huir de la realidad....y NO querer ver lo que está pasando...
Cada nación es una corporación registrada en la SEC en Washington DC.
TODO ES UN TEATRO-MENTIRA.

SALVAR LA HUMANIDAD es responsabilidad de todos....
NO dar nuestro poder a estas entidades energeticas satánicas que gobiernan el mundo.
La solución, VIBRAR EN AMOR.
y dejar de ""apoyar,-alimentar"" estas plataformas ""monetizadas"" y NO darles energia.
Nuestras acciones tienen un efecto a nivel social. Si les damos ""energia"" somos COMPLICES de ello y NO hay excusas para seguir haciendolo.
El dinero es solo energia y ellos se están haciendo más ricos a costa de nosotros tratandonos como esclavos, a su servicio.

""El mayor control mental es hacer creer que uno es libre"".",[0. 0. 0. ... 0. 0. 0.],agenda nuevo orden mundial pasando mundo detienen censuran rede social tube facebook tick tock detr rede social sionista mason nico gobiernan mundo crearon plataforma monetizaci controlar mentalment humanidad entra contrato vend alma diablo una moneda queremo salvar humanidad debemo alimentarl alimentan miedo gent quier vivir burbuja mirar lado huir realidad querer pasando cada naci corporaci registrada washington teatro mentira salvar humanidad responsabilidad poder entidad energetica nica gobiernan mundo soluci vibrar amor dejar apoyar alimentar plataforma monetizada darl energia accion efecto nivel social damo energia complic ello excusa seguir haciendolo dinero solo energia haciendo rico costa tratandono esclavo servicio mayor control mental hacer creer libr,-1.0,0.4900529086589813,0.011197083629667759,0.21475441753864288
945,1741,O6hLxuaWbjs,UCbKMmLRSeCuETvs-EWk3ing,"estas manifestaciones en MADRID ,donde la MAYORIA  son SEÑORITOS CORRUPTOS , que solo salen a la calle a tratar de mantener su status SOCIAL y querer colocar su gobierno de beneplacito, para repartir las MILONGAS del poder sobre los PIJOS  o niños BIEN , a estos SEÑORITOS les importa un carajo los pueblos de ESPAÑA,  les interesa estar en el PODER para SEGUIR  repartiendose sus CORRUPTELAS , los enchufes , la MANIPULACION y mantener una CASTA  de plebeyos y palmeros, que dicen, anden mis bolsillos calientes de Euros, y la AYUSO que siga con sus DISPARATES y MENTIRAS para despistar al pueblo LLANO... como se puede tener un SUELDAZO  de todos los ciudadanos si solo beneficia a unos pocos , que son sus PALMEROS..... VIVA LA DEMOCRACIA  parlamentaria de las minorias.....",[0. 0. 0. ... 0. 0. 0.],manifestacion madrid mayoria orito corrupto solo salen call tratar manten statu social querer colocar gobierno beneplacito repartir milonga poder pijo bien orito importa carajo pueblo espa interesa poder seguir repartiendos corruptela enchuf manipulacion manten casta plebeyo palmero dicen anden bolsillo calient euro ayuso siga dispar mentira despistar pueblo llano pued tener sueldazo ciudadano solo beneficia poco palmero viva democracia parlamentaria minoria,-1.0,0.20150922238826752,0.013702438212931156,0.12331084907054901
946,1742,O6hLxuaWbjs,UCQaLBjKgk3M2HN-byf5aAHw,LOOOOSSSEEERRRRS 🥳🥳🥳🥳🤣😂😅😆😁.. TENEIS 1.460 DIAS PARA BERREAR E IR SOLTANDO BILIS 🤮🤮🤮🤮 POR LAS 4 ESQUINAS.. 🤯💨🧠🐏🐏🐏🐏🇪🇦🗣️ ..AUN ASI GOBERNAREMOS PARA TODOS EN IGUALDAD.. INCLUIDOS A TODOS LOS NECIOS E HIPOCRITAS QUE MANEJAN COMO A TITERES SIN CABEZA QUE CON SU FE CIEGA VOTAN A LA DERECHOTA Y SU ENGENDRO FASNAZI CON SU INMENSA IGNORANCIA.. ALA S SEGUIR LADRANDO EN VUESTRA LINEA.. 🤣🤣🤣🤣🤣🤣😂😂😂😅😅😅😆😆😁,[0. 0. 0. ... 0. 0. 0.],loooossseeerrrr tenei dia berrear soltando bili esquina gobernaremo igualdad incluido necio hipocrita manejan titer cabeza ciega votan derechota engendro fasnazi inmensa ignorancia seguir ladrando linea,-1.0,0.023702075704932213,0.01120736263692379,0.03282969444990158
947,1743,O6hLxuaWbjs,UC06V13szdolpgCXAh7AvlvQ,Aun estais cayetanoflautas que paletos.Aunque el paleto se vista de seda paleto queda😂,[0. 0. 0. ... 0. 0. 0.],estai cayetanoflauta paleto aunqu paleto vista seda paleto queda,-1.0,0.036471202969551086,0.015742717310786247,0.02327328361570835
948,1747,O6hLxuaWbjs,UC8SYphMbrfSQMPsewdPTNjw,A los españoles no se les quita lo colonialistas,[0. 0. 0. ... 0. 0. 0.],espa ole quita colonialista,-1.0,0.8558779358863831,0.5354921221733093,0.746066689491272
949,1748,O6hLxuaWbjs,UCUr1jOC084XXVTaFQ_KhW6w,"Mentirosos   habia un millon , no cabia un alfiler en todo el centro ...mentirosos al servicio del satrapa",[0. 0. 0. ... 0. 0. 0.],mentiroso habia millon cabia alfil centro mentiroso servicio satrapa,-1.0,0.034041084349155426,0.0411236509680748,0.045151982456445694
950,1749,O6hLxuaWbjs,UCZiXLEdYOb_dGbtC3V0p-Zw,"La Unión Europea comunista se ha apoderado de España y ha robado todas sus finanzas, tal como lo hicieron los soviéticos en 1937. 🇪🇦",[0. 0. 0. ... 0. 0. 0.],europea comunista apoderado espa robado toda finanza hicieron sovi tico,-1.0,0.86020827293396,0.4409498870372772,0.7540431618690491
951,1758,O6hLxuaWbjs,UCkDOEssLDRsOwLBeTrU6plg,Cuando pe rico apruebe las CBDC  ya veré a los Pedroflautas protestando porque No tendrán nada y serán infelices... 2030,[0. 0. 0. ... 0. 0. 0.],rico aprueb cbdc pedroflauta protestando tendr infelic,-1.0,0.4460409879684448,0.014050389640033245,0.21696820855140686
952,1761,Fd-LeXuUT2g,UCjmoXFQ7fmrfqYv-azqaAWg,4 gatos no hos engañeis son 4 gatos ahi bi 2000 personas que quereis comparar con 3 ho 4 millones que huvo el 11 de setiembre,[0. 0. 0. ... 0. 0. 0.],gato enga gato persona querei comparar millon huvo setiembr,-1.0,0.02543005160987377,0.020307384431362152,0.018571762368083
953,1762,Fd-LeXuUT2g,UCheertma47THT33qqixnwzQ,"Lo importante en este país es la amnistía... Si no puedes comer, si estás viviendo en la calle y pasando frío no pasa nada, lo importante es la amnistía..... MENUDOS PALETOS!!!  😘🌹😘🌹😘🌹😘🌹😘",[0. 0. 0. ... 0. 0. 0.],important amnist pued comer viviendo call pasando pasa important amnist menudo paleto,-1.0,0.020516740158200264,0.016133584082126617,0.023016098886728287
954,1763,Fd-LeXuUT2g,UC_A38ne2IEHwtkF1QETKvnQ,"DEBERÍAMOS DE VOLVER A VOTAR TOD@S L@S ESPAÑOL@S, MOVILIZACIÓN YA.
Porque tenemos qué aguantar todos los españoles el abuso de poder de Sánchez? NO QUEREMOS LA AMNISTÍAS ni el perdón de los 15.000 millones de € que deben los CATALANES, a ESPAÑA😡🤬 abuso de autoridad del presidente de gobierno en funciones Pedro Sánchez.",[0. 0. 0. ... 0. 0. 0.],deber amo volver votar espa movilizaci aguantar espa ole abuso poder nchez queremo amnist perd millon deben catalan espa abuso autoridad president gobierno funcion pedro nchez,-1.0,0.0241767056286335,0.007124628871679306,0.023087194189429283
955,1764,Fd-LeXuUT2g,UCE7gJD_CYs_Uxd0i1dOTLAw,La manifestación siempre haciendo varullo .y confuniendo a la gente con sus mentiras Hipócritas y los peperos juntandose con Junts,[0. 0. 0. ... 0. 0. 0.],manifestaci siempr haciendo varullo confuniendo gent mentira crita pepero juntandos junt,-1.0,0.0513983853161335,0.011771583929657936,0.03552013263106346
956,1767,Fd-LeXuUT2g,UCxfZUJAkE7kwFVPUpZq1HyA,"Entre el virrey de Galiza y el criminal SNCHZ me quedo con D. Santiago ABASCAL. jajajaja Y entre RTVEste País y la miserable Telemadrid, me quedo, ( con todos sus defectos PEPEROS ) con El ToroTV.  Reitero que el fracaso de la manifestación es MANIFIESTO y el discurso jajajajaja de que lleguen a un acuerdo PEPEROS y SOCIOLISTOS, es de estar ciegos en Sociedad Civil "" catalina "" y melindrosos.",[0. 0. 0. ... 0. 0. 0.],virrey galiza crimin snchz quedo santiago abasc jajajaja rtvest miser telemadrid quedo defecto pepero torotv reitero fracaso manifestaci manifiesto discurso jajajajaja lleguen acuerdo pepero sociolisto ciego sociedad civil catalina melindroso,-1.0,0.02141469158232212,0.012419596314430237,0.01612022891640663
957,1768,Fd-LeXuUT2g,UCq9lglGqE9E5dq2grz_d3jg,"Bueno al menos se ha conseguido que Abascal trabaje un día...😂😂😂por lo demás, a marear la perdiz y votar en contra de la subida de pensiones, salarios....a poder ser trabajar en precario mientras ello se duplican los sueldos o tienen tres buenas pagas....",[0. 0. 0. ... 0. 0. 0.],bueno meno conseguido abasc trabaj marear perdiz votar subida pension salario poder trabajar precario mientra ello duplican sueldo tre buena paga,-1.0,0.09077245742082596,0.008776308968663216,0.04131842777132988
958,1770,Fd-LeXuUT2g,UCBcRuEW2XZ4ndIEyNSutTZQ,"No simpatizo por ninguno, pero la única solución posible ahora mismo es que el PP y Feijóo apoyen a Sánchez y así evitar la fragmentacion de España. Quedarían moralmente por encima de Sánchez y tendrían en su haber el haber salvado España.",[0. 0. 0. ... 0. 0. 0.],simpatizo ninguno nica soluci posibl ahora mismo feij apoyen nchez evitar fragmentacion espa quedar moralment encima nchez tendr haber haber salvado espa,-1.0,0.012891982682049274,0.007926002144813538,0.012868924997746944
959,1771,Fd-LeXuUT2g,UChkG4eXY2meeuADPvzAfBbg,"pero en este pais los politicos ""algunos mienten tanto...mejor dicho no le sale una verdad ni esquivocandose......el otro dia ..""el pedrito""..en la cumbre de granada...junto a la presidenta de la UE...y el consejo de europa...dice en españa hubo un conflito politico y yyy..eso no debio llegar a los tribunales....te quedas???? pedrito si aparte de pinocho convulsivo nos llamas tontos.....pues ""picha estabas mirando un espejo"".....a vez un conflicto politico es.....lo que esta liando tu y tus pajilleros.....ahora si seguis y se viola el estado de derecho...la constitucion.....puesssssss ya no es un conflito politico...ya se cometen delitos....en cataluña hubo un conflito politico...unos ""sujetos"" amenazando con violar las leyes....pero ...acabaron haciendolo..violando las leyes y cometiendo delito....de eso se les juzgo....por DELINQUIR......SI...pues eso...ahora lo estais haciendo la ""banda o socios""....si saltais de ese conflicto yyyy se saltais la ley....entonces ya no es un conflicto politico....violar el estado de derecho...la constitucion= cargarse la democracia ....pues eso con beorreas y mentiras ..no sirve para nada",[0. 0. 0. ... 0. 0. 0.],pai politico mienten mejor dicho sale verdad esquivocandos pedrito cumbr granada junto presidenta consejo europa dice espa conflito politico debio llegar tribunal queda pedrito apart pinocho convulsivo llama tonto pue picha mirando espejo conflicto politico liando pajillero ahora segui viola derecho constitucion puesssssss conflito politico cometen delito catalu conflito politico sujeto amenazando violar ley acabaron haciendolo violando ley cometiendo delito juzgo delinquir pue ahora estai haciendo banda socio saltai conflicto yyyi saltai entonc conflicto politico violar derecho constitucion cargars democracia pue beorrea mentira sirv,-1.0,0.1242218166589737,0.013249927200376987,0.08094839751720428
