,video_id,author,comment,vectores_tfidf,comment_stem,sentiment,hateful,targeted,aggressive
2865,6ZMRH6LFEpg,UCCzZbBK56kAVf8JMVhSGKdA,"Dejar de llenarles la cabeza de DERECHOS y explicarles los DEBERES porque no podrán ser siempre jóvenes, mantenidos ni irresponsables!!!!",[0. 0. 0. ... 0. 0. 0.],dejar llenarl cabeza derecho explicarl deber podr siempr vene mantenido irrespons,-1,0.032181866466999054,0.00607976084575057,0.03426273167133331
2869,BCrCOFBOM1M,UCx-JhRcwOyZ3bp19FLamMJQ,"Que grande fue Franco, aplastando a las cucarachas izquierdistas que solo quieren arruinar sus países.

Y llevando a España a una altísima calidad de vida.",[0. 0. 0. ... 0. 0. 0.],grand franco aplastando cucaracha izquierdista solo quieren arruinar llevando espa sima calidad vida,-1,0.6724820137023926,0.040047772228717804,0.3738173544406891
2870,BCrCOFBOM1M,UC6gc_HjdESmSyETawB8pNhg,"Entro al canal y solo digo que Francisco Franco fue un héroe para el pueblo español y con las mismas me voy, a quien le fastidie que coma mierda😉",[0. 0. 0. ... 0. 0. 0.],entro canal solo digo francisco franco pueblo espa misma fastidi coma mierda,-1,0.09087293595075607,0.018189718946814537,0.042856715619564056
2872,BCrCOFBOM1M,UCyx0qtnQPEBh6yMAgdoZXfg,"No considero a Franco el denomio qué se le imputa los de izquierdas... Qué seria de España si no hubiese sido dirigida con rigor?... En 1936 no habia acuerdo entre la gente anarquista, comunista y, conservadores... Era un caos politico y social... Hoy vemos a unos sociopatas luchando para acabar con la imagen de Franco, NO CABE REPARACION DE LA HISTORIA, exaltada por las izquierdas, no cabe remoción del cadaver de Franco de su tumba... Lo que vemos hoy es una izquierda que no respeta el pasado, ni su gente, una izquierda qué tiene la democracia solo en sus discursos pero que les encanta una dictadura de izquierdas... Dictadura de derechas ni hablar!!!",[0. 0. 0. ... 0. 0. 0.],considero franco denomio imputa izquierda seria espa sido dirigida rigor habia acuerdo gent anarquista comunista conservador cao politico social vemo sociopata luchando acabar imagen franco cabe reparacion historia exaltada izquierda cabe remoci cadav franco tumba vemo izquierda respeta pasado gent izquierda democracia solo discurso encanta dictadura izquierda dictadura derecha hablar,-1,0.1796179711818695,0.016465310007333755,0.10128763318061829
2873,BCrCOFBOM1M,UCh3OAiu-wXG6YtlypnzdlVQ,me encanta el franquismo. una lastima que acabase!🦅,[0. 0. 0. ... 0. 0. 0.],encanta franquismo lastima acabas,-1,0.06251160800457001,0.012878275476396084,0.04148317128419876
2876,BCrCOFBOM1M,UCmpMRRv0qKRzylwe9U77PdQ,La verdad es que Franco y su ejército salvaron a España de la tiranía comunista,[0. 0. 0. ... 0. 0. 0.],verdad franco rcito salvaron espa tiran comunista,-1,0.15677222609519958,0.020303158089518547,0.10732430964708328
2878,BCrCOFBOM1M,UCoA3XLmGpTiHyZuk1PFjyZQ,Por su culpa difamaron al Barça,[0. 0. 0. ... 0. 0. 0.],culpa difamaron,-1,0.06081177666783333,0.02329365536570549,0.047850873321294785
2881,BCrCOFBOM1M,UCijnYAOR7ymbsa4o1IfWREQ,"Si Franco estuviera aún no existirían las estupideces de lgbt, feministas y tantos movimientos zurdos sin sentido",[0.         0.         0.         ... 0.         0.36723279 0.        ],franco existir estupidec lgbt feminista tanto movimiento zurdo,-1,0.19224756956100464,0.03950842469930649,0.0695006400346756
2882,BCrCOFBOM1M,UCztCgD6z57epFk-xZuvEkKQ,Francisco Franco dictador de España responsable de la muerte de 500.000 personas.,[0. 0. 0. ... 0. 0. 0.],francisco franco dictador espa respons muert persona,-1,0.018661880865693092,0.025357360020279884,0.03526598587632179
2883,BCrCOFBOM1M,UC_ufBIlrNb8uInyIvzAPerw,"Franco, fue un asesino, que esclavizó a su Pueblo, durante 40años, debio de ser juzgado, en el Tribunal de Núremberg, por el daño causado en el golpe de estado, y lo que le esperaba, durante 40 años",[0. 0. 0. ... 0. 0. 0.],franco asesino esclaviz pueblo debio juzgado tribun remberg causado golp esperaba,-1,0.011406933888792992,0.009436829015612602,0.018721438944339752
2885,BCrCOFBOM1M,UCYocizz_D10uT9jm1bTIlxg,"Entonces, ¿La guerra civil española eran comunistas disfrazados de republicanos vs Fascistas disfrazados de conservadores?

(España debe ser muy atípico de la época, la union sovietica apoyando una democracia, y Hitler apoyando un bando de ""derecha"")
¿a quien apoyaban entonces los aliados de occidente? (Usa, UK, Francia)",[0. 0. 0. ... 0. 0. 0.],entonc guerra civil espa comunista disfrazado republicano fascista disfrazado conservador espa debe pico poca union sovietica apoyando democracia hitler apoyando bando derecha apoyaban entonc aliado occident francia,-1,0.40043413639068604,0.029313066974282265,0.20102030038833618
2896,TjqrualxgkI,UC2KCEqusSAjZCWiITZq9M9w,"46:00 habla del transformo del eterno insatisfecho, saben cómo lidiar con esto?",[0. 0. 0. ... 0. 0. 0.],habla transformo eterno insatisfecho saben lidiar,-1,0.028416965156793594,0.006897387094795704,0.018256474286317825
2907,UyPusDb60ec,UCAREOrFfryyOiBMoSQK2yIg,Exacto porque hay más corruptos que nos hacen la inmoral que afecta a otros .,[0. 0. 0. ... 0. 0. 0.],exacto corrupto hacen inmor afecta,-1,0.06684719026088715,0.008657287806272507,0.03800361230969429
2928,-dFYgwBQMd0,UC2Q7clMzZM1y8rLF1EhGLrQ,Cómo voy a cagar como cuervo,[0. 0. 0. ... 0. 0. 0.],cagar cuervo,-1,0.3028774559497833,0.17996549606323242,0.2225768268108368
2939,-dFYgwBQMd0,UCWv9Tw3X86Utgqw3pqtb49w,Que falso lo estás explicando mal 👎😡,[0. 0. 0. ... 0. 0. 0.],falso explicando,-1,0.10506483912467957,0.04198790341615677,0.07174163311719894
2940,-dFYgwBQMd0,UCAK58KO0Fcf_CfBiUm9XiTg,todo es tiempo lo hisimos malllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllll,[0. 0. 0. ... 0. 0. 0.],tiempo hisimo malllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllll,-1,0.03728101775050163,0.012983817607164383,0.029313532635569572
2950,MqtQUbCT7So,UC3AHYoiBWMY_7fbi_p4ka4g,"No solo el Rey se comporta así con ña Infanta ,también la Reina Emerita tiene preferepor Leonor no debería ser así ,esas preferencias que ocurre entre nosotros los plebeyos también, a la larga daña bastante la autoestima del hijo que es rechazado o ignorado",[0. 0. 0. ... 0. 0. 0.],solo comporta infanta tambi reina emerita preferepor leonor deber preferencia ocurr plebeyo tambi larga bastant autoestima hijo rechazado ignorado,-1,0.05942881852388382,0.03460635617375374,0.032638758420944214
2952,MqtQUbCT7So,UCBAkA8A2POIE3CduuBF0jMQ,PRIMERO SÉ ES PADRE Y DESPUES REY. ASÍ QUE NO SE VALE HACER DIFERENCIAS ENTRE HERMANAS..ES UN MAL PADRE.. Y TAMBIEN UN MAL HIJO POR ESTAR DEL LADO DE SU MUJER. GROSERA. PEDANTE. ENGREIDA. Y ALTANERA CON SU MADRE LA REINA SOFÍA..WUE FEO ERES FELIPE...,[0. 0. 0. ... 0. 0. 0.],primero padr despu vale hacer diferencia hermana padr tambien hijo lado mujer grosera pedant engreida altanera madr reina felip,-1,0.9302730560302734,0.6757513284683228,0.6537799835205078
2953,MqtQUbCT7So,UCn_CrlwuDAwLHM_GxV8lRAg,"Esos desprecios del padre no se los olvidará jamas, que triste",[0. 0. 0. ... 0. 0. 0.],desprecio padr olvidar jama trist,-1,0.025290297344326973,0.03638184815645218,0.048814140260219574
2954,MqtQUbCT7So,UCvFgdZVGzPOcIQzNBUw0VlQ,Muchas veces es protocolo...pero otras casas reales no lo hacen. 😮,[0. 0. 0. ... 0. 0. 0.],mucha vece protocolo casa real hacen,-1,0.022235751152038574,0.012950426898896694,0.01456339843571186
2958,MqtQUbCT7So,UCRDDlBbMb6rja5wUqxt44WA,"Que feo que el rey trate tan mal a su hija. Horriblela diferencia que hace con sus hijas😮 para que quiso ser padre por segunda vez. Por que no disfruta se Sofia, parece una niña gentil, inteligente, desenvuelta, alegre. Señor se nota mucho la diferencia de cariño que hace, pobre Sofia el trato que debe tener cuando no hay público, 😢😢",[0. 0. 0. ... 0. 0. 0.],trate hija horriblela diferencia hace hija quiso padr segunda disfruta sofia parec gentil inteligent desenvuelta alegr nota diferencia cari hace pobr sofia trato debe tener blico,-1,0.1528090089559555,0.06977429240942001,0.058532558381557465
2960,MqtQUbCT7So,UC6K4q0GSJIwYBNtkBPuaMIA,Abajo la monarquia,[0. 0. 0. ... 0. 0. 0.],abajo monarquia,-1,0.2992686629295349,0.01924312114715576,0.126765638589859
2963,MqtQUbCT7So,UCO5iz84r1J-lJzfZ4JeKNQw,Ella será protagonista de muchos escándalos y seré muy feliz que se enoje Letizia,[0. 0. 0. ... 0. 0. 0.],protagonista ndalo feliz enoj letizia,-1,0.022353658452630043,0.01928596757352352,0.018405726179480553
2964,MqtQUbCT7So,UCaGC1_J7r86_dddOqdPNcqQ,Video manipulador.,[0. 0. 0. ... 0. 0. 0.],video manipulador,-1,0.02174043282866478,0.016614869236946106,0.02234722673892975
2966,MqtQUbCT7So,UCLQx0zF1HZu48LmGsicStxg,Que pena que en su vida siendo una niña ha tenido que sufrir por el trato de sus padres. Pobre niña y sus padres parece no importarles el daño que le hacen y la marquen de por vida!,[0. 0. 0. ... 0. 0. 0.],pena vida siendo sufrir trato padr pobr padr parec importarl hacen marquen vida,-1,0.0382084995508194,0.007789277005940676,0.024206314235925674
2968,KH4dpNmtC08,UC3bRVqfLpexxvzmoIyYc-KQ,🔥 EL ENEMIGO más TEMIBLE del IMPERIO ESPAÑOL | ¿Por qué el ORO acabó con el IMPERIO ESPAÑOL? https://youtu.be/AN07TRI1XLs,[0. 0. 0. ... 0. 0. 0.],enemigo temibl imperio espa acab imperio espa http youtu,-1,0.0600791871547699,0.008361133746802807,0.0438835471868515
2973,KH4dpNmtC08,UCikgGCQvgGNHxRg2sTGZZow,Los europeos le hicimos un gran favor a África al colonizarla. Si no hubiesemos ido aún seguirían viviendo en la Edad de Piedra y no habrían descubierto ni la rueda.,[0. 0. 0. ... 0. 0. 0.],europeo hicimo gran favor frica colonizarla hubiesemo seguir viviendo edad piedra habr descubierto rueda,-1,0.6914772987365723,0.026260366663336754,0.2083035260438919
2974,KH4dpNmtC08,UCVlkDvgaH6OHZwVxwmaFxwA,"mucha guerra, hasta pagan los inocentes",[0. 0. 0. ... 0. 0. 0.],mucha guerra pagan inocent,-1,0.06797086447477341,0.012338459491729736,0.032181836664676666
2975,KH4dpNmtC08,UCd7UXIGxHqq0FB8TRQa3nmQ,"Para la gente dice ""colonialismo? Pero eso fue ya hace cientos de años, ya esta bien de echarle la culpa!"" no se da cuenta que el impacto de eso dura justamente cientos de años con bien explica Borja.",[0. 0. 0. ... 0. 0. 0.],gent dice colonialismo hace ciento bien echarl culpa cuenta impacto dura justament ciento bien explica borja,-1,0.01731341890990734,0.00910262856632471,0.013044784776866436
2976,KH4dpNmtC08,UC25IfY2kmgO7RJgSgB_9c9Q,"X favor cuántas falacias! Europa promovió golpes de Estado por toda África cuando los gobiernos no respondian a sus intereses, los más de 20 millones de esclavos la vaciaron, no se puede mentir tanto",[0. 0. 0. ... 0. 0. 0.],favor nta falacia europa promovi golp toda frica gobierno respondian interes millon esclavo vaciaron pued mentir,-1,0.09747699648141861,0.009888208471238613,0.048555776476860046
2981,KH4dpNmtC08,UC423IIKt4jLUwMQj5ap65fg,AFRICA ES POBRE PORQUE USA Y EUROPA LOS ROBA TODO,[0. 0. 0. ... 0. 0. 0.],africa pobr europa roba,-1,0.5990761518478394,0.0370047502219677,0.2610583007335663
2986,KH4dpNmtC08,UCUV2wm7tpABohq5sg-r97WA,"😂😂😂 Los nativos americanos ""no eran muy fuertes"" y sin embargo lo que construyeron, lo hicieron sin ayuda de animales de carga en mesoamerica, ya me diras tu que ""no eran fuertes""... 😂😂😂",[0. 0. 0. ... 0. 0. 0.],nativo americano fuert embargo construyeron hicieron ayuda animal carga mesoamerica dira fuert,-1,0.6616409420967102,0.017913024872541428,0.24758583307266235
2987,KH4dpNmtC08,UCZFSKBpkN6QI4g6Q999fsxA,"Africa tiene recursos inmensos de recursos naturales , de materia prima , pero le falta transformar estas materias primas baratas en productos que puedan vender a precios altos, le falta industrializarse, asi saldran de la pobreza.",[0. 0. 0. ... 0. 0. 0.],africa recurso inmenso recurso natural materia prima falta transformar materia prima barata producto puedan vender precio alto falta industrializars saldran pobreza,-1,0.581264317035675,0.009539686143398285,0.13829801976680756
2990,7WBHZaL_oUQ,UC2KRwtnwqwImGYbhghjPWhA,"No hay un control emocional en el manejo de la informática en los adolescentes. Ya que el Internet te proporciona toda clase de informacion buenas y malas he aquí donde debemos discernir una acción que aun no hemos desarrollado. La informática ha quitado el desarrollo motriz en el ser humano, no digo que el Internet sea malo, sino en aprender una cultura del buen uso del internet, que aún estamos lejos. APAGA TU CELULAR Y ENCIENDE TU CEREBRO.",[0. 0. 0. ... 0. 0. 0.],control emocion manejo inform tica adolescent internet proporciona toda clase informacion buena mala debemo discernir acci desarrollado inform tica quitado desarrollo motriz humano digo internet malo sino aprend cultura buen internet lejo apaga celular enciend cerebro,-1,0.047521427273750305,0.008644324727356434,0.020845258608460426
2992,7WBHZaL_oUQ,UCzGDpObPCcroYBHKC5hljtA,"Educados para ser un buen empleado,privada Educación para administrar pobreza,",[0. 0. 0. ... 0. 0. 0.],educado buen empleado privada educaci administrar pobreza,-1,0.07010646164417267,0.013528265990316868,0.02764156647026539
2994,7WBHZaL_oUQ,UC0g6xgwBBTXCkopGD2YCBkQ,La tecnológica echó a perder la generación futura.,[0. 0. 0. ... 0. 0. 0.],tecnol gica perder generaci futura,-1,0.05507955700159073,0.02077883668243885,0.0301566980779171
2995,7WBHZaL_oUQ,UCTq3VxLrflhVZS-LTxAv4ew,"La educación del futuro sera light , que no critiquen el sistema , conseguir jóvenes sumisos esclavos afines a las élites dominantes",[0. 0. 0. ... 0. 0. 0.],educaci futuro sera light critiquen sistema conseguir vene sumiso esclavo afin lite dominant,-1,0.23498359322547913,0.02188771776854992,0.13133057951927185
2996,7WBHZaL_oUQ,UCTDl_Gyo8FUVOO2bxOj3twQ,"Es cierto hay que cambiar el sistema educativo y eso se viene hablando hace décadas. Seguimos en las mismas pero además, hay otro problema. Un alumno que no tiene resueltas sus necesidades básicas y sobre todo carece de contención y apoyo familiar. Es poco probable que estén motivados y tengan el  autoestima suficiente para evolucionar y estudiar.",[0. 0. 0. ... 0. 0. 0.],cierto cambiar sistema educativo vien hablando hace cada seguimo misma adem problema alumno resuelta necesidad sica carec contenc apoyo familiar probabl motivado autoestima suficient evolucionar estudiar,-1,0.040529314428567886,0.006625220645219088,0.017408594489097595
2997,7WBHZaL_oUQ,UCrGLea4GyScG6-BnCPAmIgw,"Aquí en México,el CACAS dejo fuera la educación especial.",[0. 0. 0. ... 0. 0. 0.],xico caca dejo educaci especi,-1,0.026000909507274628,0.015316189266741276,0.017845118418335915
2999,7WBHZaL_oUQ,UCXxD6f3_tReNxtlgnOivDoQ,"Seguimos en un sistema educativo basado en la eevolución industrial. Y más que educación es capacitación para el trabajo. Es absurdo, nunca hemos sido bien educados.",[0. 0. 0. ... 0. 0. 0.],seguimo sistema educativo basado eevoluci industri educaci capacitaci trabajo absurdo nunca sido bien educado,-1,0.03904157504439354,0.00657291803508997,0.02179584838449955
3001,7WBHZaL_oUQ,UCnlyIYo017irF8UPXMxGvig,"La degradación educativa que viene habiendo, siempre fue ejercida gracias al progresismo liberal, y sus escusas de ""modernizar la pedagogía"", para bajar el nivel. Justifican malos resultados en evaluaciones de alumnos diciendo que son ""exámenes estandarizados"". Defienden abandonar contenidos porque ""son arcaicos"", como la regla de tres simple o el Teorema de Pitágoras. Pretenden bajar las cargas horarias. Etc. En definitiva el trasfondo del video es el ajuste en educación.",[0. 0. 0. ... 0. 0. 0.],degradaci educativa vien siempr ejercida gracia progresismo liber escusa modernizar pedagog bajar nivel justifican malo resultado evaluacion alumno diciendo mene estandarizado defienden abandonar contenido arcaico regla tre simpl teorema gora pretenden bajar carga horaria definitiva trasfondo video ajust educaci,-1,0.03043176792562008,0.010349570773541927,0.02766476199030876
3003,7WBHZaL_oUQ,UCmj2ys_TanIn7ZQkVib6JNQ,Que horror insertar un chip en la cabeza! Cada vez están más locos.,[0. 0. 0. ... 0. 0. 0.],horror insertar chip cabeza cada loco,-1,0.02765672653913498,0.010875524021685123,0.01633848063647747
3004,7WBHZaL_oUQ,UCu5F0vN7hbigTnB9W4cKyUw,Me re sirve para mi tarea pero hablo tan rápido que no me deja copiar bien,[0. 0. 0. ... 0. 0. 0.],sirv tarea hablo pido deja copiar bien,-1,0.024464786052703857,0.021445000544190407,0.022292960435152054
3006,7WBHZaL_oUQ,UCVMr-aA0CietEfRoFAOEoRg,"también debe actualizarse a nivel universitario! Por otro lado, la cancelación de conectar igualdad fue una de las peores decisiones que se pudo haber tomado... el acceso a una pc es fundamental hoy por hoy.",[0. 0. 0. ... 0. 0. 0.],tambi debe actualizars nivel universitario lado cancelaci conectar igualdad peor decision pudo haber tomado acceso fundament,-1,0.019735781475901604,0.008905540220439434,0.011107967235147953
3007,7WBHZaL_oUQ,UCrBPW1ryWhV2dF2Ivr3Kp1Q,Cómo se puede empujar al gobierno a que cambie el sistema educativo?,[0. 0. 0. ... 0. 0. 0.],pued empujar gobierno cambi sistema educativo,-1,0.04131527245044708,0.007477059494704008,0.014490499161183834
3008,rQ6ROq77Wa8,UCqzhi214yQBZNrIHa_8RJPQ,"Para todo en este pais piden estudios, menos para ser ministro o presidente del gobierno, que solo tienes que ser afiliado a un partido político. Y este nivel tenemos. Puedes ser hasta deficiente pero afiliado y llegas hay",[0. 0. 0. ... 0. 0. 0.],pai piden estudio meno ministro president gobierno solo afiliado partido tico nivel pued deficient afiliado llega,-1,0.052953336387872696,0.008435506373643875,0.02172163315117359
3014,rQ6ROq77Wa8,UCO5AFyb6eWgOunOnZSxuagw,País donde sólo reina el cachondeo.,[0. 0. 0. ... 0. 0. 0.],reina cachondeo,-1,0.042650435119867325,0.015246502123773098,0.02774345874786377
3016,rQ6ROq77Wa8,UCJVYJjKCS_NYLbyaQ87OxBQ,"En Ga-za todas las panederias fueron atacadas y destruidas, la gente se quedaron si Panederias ni Turnos, ni alegria y con mucha hambre y muchos muertos!!
Enhorabuena Ministra.",[0. 0. 0. ... 0. 0. 0.],toda panederia atacada destruida gent quedaron panederia turno alegria mucha hambr muerto enhorabuena ministra,-1,0.1716175228357315,0.01151458453387022,0.06141051650047302
3018,rQ6ROq77Wa8,UCGvWPtBIX9_HdJsFeSaSb9w,"Q bonitoooo! Ahora los chistes son fundamentales para ser ministro. Realidad q la rodea y ancla sus pies a la tierra. En cero coma....anclada a su poltrona y privilegios,a su sueldazo vergonzoso en un país con sueldos y pensiones de miseria..... Y ya lista para decir "" si  bwana"" a su amado lider,diga este lo q diga,por indecente,injusto y bárbaro q sea. Dictadura de izda......",[0. 0. 0. ... 0. 0. 0.],bonitoooo ahora chist fundamental ministro realidad rodea ancla pie tierra cero coma anclada poltrona privilegio sueldazo vergonzoso sueldo pension miseria lista decir bwana amado lider diga diga indecent injusto rbaro dictadura izda,-1,0.1550339162349701,0.015524630434811115,0.08669120818376541
3021,rQ6ROq77Wa8,UCPHhAe7_4RHjLWfYLGRBYLQ,"Madre mía ,otra a llevárselo",[0. 0. 0. ... 0. 0. 0.],madr llev rselo,-1,0.03557901084423065,0.018422899767756462,0.029140939936041832
3026,rQ6ROq77Wa8,UCPITsIA4ulcOxBg4HUI0HtQ,"Vaya tela,,,,que  bien  te ha tocado  la lotería",[0. 0. 0. ... 0. 0. 0.],vaya tela bien tocado loter,-1,0.013440451584756374,0.011510482057929039,0.013136543333530426
3031,TXK7v49QwcI,UCdw6EN_yePReXSYDD8d-WXA,¿Quién anda aquí por la tarea de la maestra Consuelo?✌🏻,[0. 0. 0. ... 0. 0. 0.],anda tarea maestra consuelo,-1,0.23169507086277008,0.11381228268146515,0.14607207477092743
3040,nscnYtol9-I,UC75olq8PIxA6-XY85kqzBqA,"¿Pero para que estamos los padres?  Yo vigilo lo que se da a mi hija, y solo tiene seis años. Han destrozado la pública, por eso la llevo a la concertada. Si acaban con la concertada, la llevaré a la privada, aun que me cueste un dineral. Y porque no puedo darle las clases yo.",[0. 0. 0. ... 0. 0. 0.],padr vigilo hija solo sei destrozado blica llevo concertada acaban concertada llevar privada cuest diner puedo darl clase,-1,0.04694428667426109,0.017884651198983192,0.030656423419713974
3043,nscnYtol9-I,UCKOv3PzhLO6mDA6Z1BWNZFg,"A casi ningún político le interesa que mejore la educación, ya que cuando peor sea la educación beneficia a ""éllos"", para que asi pasen desapercibidas todas sus ""fechorias"".",[0. 0. 0. ... 0. 0. 0.],casi ning tico interesa mejor educaci peor educaci beneficia llo pasen desapercibida toda fechoria,-1,0.04908354952931404,0.00600137934088707,0.021925071254372597
3045,nscnYtol9-I,UCmtzSj49It6dBiev3sVgJ1g,Lamentable. De los peores de Europa. Muy por encima Bulgaria y Polonia,[0. 0. 0. ... 0. 0. 0.],lament peor europa encima bulgaria polonia,-1,0.20144450664520264,0.013582258485257626,0.07601621001958847
3048,nscnYtol9-I,UCtvt8PGUm-zD3W5ivkMlC4w,"Yo soy de EGB, la última generación que jugó en la calle, y bebiamos agua a morro en las fuentes públicas  y no pillamos na, ni coronavirus ni leches,..., pero hay qiue hacer autocrítica, somos la generación más falsa y egoísta. 
Off topic: ""oye no veis que han bajado el nivel de contenidos en general, parece que estemos noqueados... no sé...percepción mía tras el tragazón de contenidos en la cuarentena o que los emisores están también cansados????""",[0. 0. 0. ... 0. 0. 0.],ltima generaci call bebiamo agua morro fuent blica pillamo coronaviru lech qiue hacer autocr tica generaci falsa topic vei bajado nivel contenido gener parec noqueado percepci tra tragaz contenido cuarentena emisor tambi cansado,-1,0.11127085983753204,0.01498071663081646,0.04872523993253708
3049,nscnYtol9-I,UCr34JabN2waWuYHl4mPl7NA,"Señor Antonio, me pregunto porque siendo usted tan reaccionario, hace uso de ese abominable lenguaje inclusivo ( niños y niñas dice) que esta casta de miserables políticos de "" izquierdas"" , nos han metido con calzador.  Ojo, no soy de derechas, sino apolítico",[0. 0. 0. ... 0. 0. 0.],antonio pregunto siendo ust reaccionario hace abomin lenguaj inclusivo dice casta miser tico izquierda metido calzador derecha sino apol tico,-1,0.15792839229106903,0.014338593930006027,0.04759552329778671
3053,nscnYtol9-I,UC9Ur9zfptmdlyUdaJUClBXw,Es un sistema educativo hecho para burros,[0. 0. 0. ... 0. 0. 0.],sistema educativo hecho burro,-1,0.03683934733271599,0.00612905528396368,0.01928611285984516
3068,SW9yNpGYXoM,UCXMkpd_5U_ipCxN8YMwwRuw,Toda tu conferencia me había encantado incluso tus sugerencias las anoté para mi plantación de la semana y del resto del año escolar pero cuando dijiste el último comentario caíste de mi gracia porque ese pensamiento no es tuyo es un pensamiento hecho y te volviste una titiritera del nuevo sistema educativo que quieren los gobiernos imponer para bajar el gasto público que les genera la educación que lastima Yam inteligente y te llevas por los malos gobiernos,[0. 0. 0. ... 0. 0. 0.],toda conferencia encantado incluso sugerencia anot plantaci semana resto escolar dijist ltimo comentario gracia pensamiento pensamiento hecho volvist titiritera nuevo sistema educativo quieren gobierno impon bajar gasto blico genera educaci lastima inteligent lleva malo gobierno,-1,0.048727959394454956,0.007029972970485687,0.02851743996143341
3077,KsULP25FmLQ,UCvpuJs6RIvYK6gn9WpabnFA,Messirve,[0. 0. 0. ... 0. 0. 0.],messirv,-1,0.03504721820354462,0.015818197280168533,0.027104562148451805
3105,8urGTdEioOQ,UCY1nr59xZ9nrJuQgUs_FDeQ,"Hasta ahorita nadie sabe nada en un libro de Albert eisten decía un cusntum
Equivale a una millonésima parte de la unidad entonces pence todo don mentiras dicen ssber de algo que no pueden mostrar porque nadie lo mira",[0. 0. 0. ... 0. 0. 0.],ahorita nadi sabe libro albert eisten cusntum equival millon sima part unidad entonc penc mentira dicen ssber pueden mostrar nadi mira,-1,0.04337558150291443,0.009173405356705189,0.02514694072306156
3112,8urGTdEioOQ,UC3LyFySuISyq2VKqKt6pPSA,"😴 🙁...ahh ok! Hay una incongruencia entre la distribucion de Materia y Antimateria en el Universo, pero en Estocolmo se niegan a premiar a un criminal...",[0. 0. 0. ... 0. 0. 0.],incongruencia distribucion materia antimateria universo estocolmo niegan premiar crimin,-1,0.02573692798614502,0.006489418912678957,0.01303788647055626
3114,8urGTdEioOQ,UCRKL6C-Z7jubn0u9WPJpoZQ,"La modulación de la presentadora es horrible, no se le entiende  mucho lo que narra.",[0. 0. 0. ... 0. 0. 0.],modulaci presentadora horribl entiend narra,-1,0.8216999173164368,0.8255394101142883,0.752170205116272
3115,66EgVz1com4,UCaT60P1Pk7XZ-NkgL9xIgLw,Que nunca cambie su tan humilde pensar pues siendo un adolescente con tan buen mensaje a todos los lejislafores politicos corruptos 😢,[0. 0. 0. ... 0. 0. 0.],nunca cambi humild pensar pue siendo adolescent buen mensaj lejislafor politico corrupto,-1,0.017744483426213264,0.012030134908854961,0.01875624805688858
3123,66EgVz1com4,UCx-tmM04kTevgf6FuDtwOzQ,Gobierno corrupto les debe dar vergüenza que un niño tiene que salir en defensa de su país México lindo y querido gobernante corruptos no vivan de los pobres Dios les pedirá cuenta que no cumplieron lo que le prometieron al pueblo ustedes se sentaron en esas sillas para robar y destruir su país México,[0. 0. 0. ... 0. 0. 0.],gobierno corrupto debe verg enza salir defensa xico lindo querido gobernant corrupto vivan pobr dio pedir cuenta cumplieron prometieron pueblo usted sentaron silla robar destruir xico,-1,0.03235822170972824,0.011840208433568478,0.032370682805776596
3131,66EgVz1com4,UC-7Vb-2JNJan0uyxmk-kC1g,Cuanta razon tiene este pequeño pero desafortunadamente mi hermoso país que es México jamás va a cambiar y eso por la corrupción,[0. 0. 0. ... 0. 0. 0.],cuanta razon pequ desafortunadament hermoso xico cambiar corrupci,-1,0.018199585378170013,0.007975451648235321,0.014057704247534275
3133,66EgVz1com4,UCBtPRA72Jt3qcp4hc5yZqeQ,Lacorrupcion. Esfamiliade delprian ypedorristas. Badepatrias.  Ydemuchos. Países.,[0. 0. 0. ... 0. 0. 0.],lacorrupcion esfamiliad delprian ypedorrista badepatria ydemucho,-1,0.2831329107284546,0.05660848319530487,0.24019090831279755
3134,66EgVz1com4,UCrMJHP-oVYOFof1as720y2g,Muy..Bueno Para Todos Esos Corruptos. politicos  De. Dos..Pesos..,[0. 0. 0. ... 0. 0. 0.],bueno corrupto politico peso,-1,0.20245133340358734,0.1276213675737381,0.19733567535877228
3138,Ryn4F9954AY,UCgU2D1I2q6D24ed8NKrY6yg,"carsel para calderon, pena nieto, fox, carlos salinas, zedillo y todos los precidente hanteriores",[0. 0. 0. ... 0. 0. 0.],carsel calderon pena nieto carlo salina zedillo precident hanterior,-1,0.011234301142394543,0.011823277920484543,0.010306471027433872
3141,Ryn4F9954AY,UCTJy8H9lajwpgfvMB7rFueQ,"Las tarugadas de la 4T. Queriendo un México mas ""igualitario"" con esos cambios estupidos como que calidad y competencia son palabras neoliberales , pues los egresados de escuelas privadas saldran mas competentes para enfrentae la vida profesional que demanda Les guste o no calidad",[0. 0. 0. ... 0. 0. 0.],tarugada queriendo xico igualitario cambio estupido calidad competencia palabra neoliberal pue egresado escuela privada saldran competent enfrenta vida profesion demanda gust calidad,-1,0.15473827719688416,0.013912154361605644,0.07075708359479904
