,video_id,author,comment,vectores_tfidf,comment_stem,sentiment
1843,w507EWnIWYE,UCthzyj2Yv3fZTkLz2Dso97A,"La amnistía es la percha que necesitan los delincuentes (Sánchez/Puigdemont) para seguir cometiendo delitos. Lo sorprendente es que  las instituciones del estado No impidan este atraco a cara descubierta a la Constitución y a la sociedad. PUMPIDO   pte TC tendría que estar ya en la cárcel  porque él tiene lo obligación de defender la Constitución, que es la norma de convivencia de los españoles. Él se ha puesto al lado de los delincuentes, asesora a éstos para hacer el proyecto que El, como pte del TC, aprobará después de votada en el Congreso y sea recurrida por instituciones que representan a la sociedad.",[0. 0. 0. ... 0. 0. 0.],amnist percha necesitan delincuent nchez puigdemont seguir cometiendo delito sorprendent institucion impidan atraco cara descubierta constituci sociedad pumpido tendr rcel obligaci defend constituci norma convivencia espa ole puesto lado delincuent asesora sto hacer proyecto aprobar despu votada congreso recurrida institucion representan sociedad,-1.0
1846,w507EWnIWYE,UCpzdAqHlXct75sm0BC_LSOg,"Uuuuufffffff conclusión se pudo amnistiar todos los desmanes franquistas y aún peperas de no hace mucho pero otras no.
Y no sigo de todas las corrupciones no castigadas del bipartidismo, que si no hay castigo están amnistiados. Andá yaaaa!!!!",[0. 0. 0. ... 0. 0. 0.],uuuuufffffff conclusi pudo amnistiar desman franquista pepera hace sigo toda corrupcion castigada bipartidismo castigo amnistiado yaaaa,-1.0
1848,w507EWnIWYE,UCiBFtFaOXvv0IOOlUJ-49zw,"Es evidente que los que están ahí, cómodamente sentados, dando su opinión parcial y sesgada, toda vez que no lo hace ni desde postulados judiciales ni políticos, sino muy ideológicos, pues todos están del lado diestro del debate sin ningún oponente. El yo me lo guiso y yo me lo como, que es la reflexión que suele proyectar los cerebros de las muy rancias, arcaicas y desfasadas derechas de este país que con ellos y ellas no puede avanzar ni ser de todos los españoles...",[0. 0. 0. ... 0. 0. 0.],evident modament sentado dando opini parcial sesgada toda hace postulado judicial tico sino ideol gico pue lado diestro debat ning oponent guiso reflexi suel proyectar cerebro rancia arcaica desfasada derecha pued avanzar espa ole,-1.0
1853,w507EWnIWYE,UCzWfMSw9hpBtbNiMvHcW9vg,Brillante exposición y análisis del problema del separatismo catalán,[0. 0. 0. ... 0. 0. 0.],brillant exposici lisi problema separatismo catal,-1.0
1857,w507EWnIWYE,UCT7xOdY8DieGkxbMXg11jsg,"Es curioso porque los mismos que hablan de promover la convivencia, han revuelto el franquismo para agitar a los españoles",[0. 0. 0. ... 0. 0. 0.],curioso mismo hablan promov convivencia revuelto franquismo agitar espa ole,-1.0
1858,w507EWnIWYE,UC7Js5EK7LEaJB-jWJIl8s1Q,Esta señora hablando de amnistía está señora le ha pagado su amigo desertor y corrupto Puigdemont esta señora debería dar vergüenzas olomenor esta señora es corrupta por eso habla así a favor de los criminales y de separatistas,[0. 0. 0. ... 0. 0. 0.],hablando amnist pagado amigo desertor corrupto puigdemont deber verg enza olomenor corrupta habla favor criminal separatista,-1.0
1860,JbKFJ1vof6Y,UCyglUELcP1IfqI_B_73HZjw,CONTRATO TRAVIS SALVADOR ILLA Y TRES IMPUTADOS DEL MINISTERIO DE SANIDAD POR HABER HECHO NEGOCIO CON LA COMPRA DE MASCARILLAS,[0. 0. 0. ... 0. 0. 0.],contrato travi salvador illa tre imputado ministerio sanidad haber hecho negocio compra mascarilla,-1.0
1861,JbKFJ1vof6Y,UCqmcW76jFsWhv0ZBSVpy30w,Salir de Europa lo primero nunca más con toda esa mafia de vividores que van de progresismo y solo son esclavos de USA,[0. 0. 0. ... 0. 0. 0.],salir europa primero nunca toda mafia vividor progresismo solo esclavo,-1.0
1863,JbKFJ1vof6Y,UCa5Q0_H617hOK170oNjI5cg,"Viva la amnistía, somos mayoria..... García Castellón juez corrupto a prisión....que pataleta tienen los del PP VOX jajaja",[0. 0. 0. ... 0. 0. 0.],viva amnist mayoria garc castel juez corrupto prisi pataleta jajaja,-1.0
1866,JbKFJ1vof6Y,UC5pgFd2XjEwqnqgOGqvRjEg,Casi todos las sillas ... vacios.  No hay interes para nada.  Saben q no  tienen caso.  👎,[0. 0. 0. ... 0. 0. 0.],casi silla vacio inter saben caso,-1.0
1867,JbKFJ1vof6Y,UCvHyCYGKjXQIYuNihXZBR7A,Europa a arruinado a los paises pequeños,[0. 0. 0. ... 0. 0. 0.],europa arruinado pais pequ,-1.0
1870,JbKFJ1vof6Y,UCOe9dllv_0diVBLMjpZYgsA,"Parece, que cualquier acto corrupto o  deluncuencial  se puede arreglar con anmistias.",[0. 0. 0. ... 0. 0. 0.],parec cualquier acto corrupto deluncuenci pued arreglar anmistia,-1.0
1871,JbKFJ1vof6Y,UCSdsVQo26azEiPCGAwUMMtg,"Fueron a quejarse a las sillas vacías,  a hacer el ridículo",[0. 0. 0. ... 0. 0. 0.],quejars silla hacer culo,-1.0
1876,JbKFJ1vof6Y,UClSBX0FuoGV1wMMmpDkMZKA,Que vergüenza de espectáculo!,[0. 0. 0. ... 0. 0. 0.],verg enza espect culo,-1.0
1877,JbKFJ1vof6Y,UCTcYixLZSfS0yG9I_l5T3NA,"Yo no entiendo como la EU le han dado cargo a este fugado !!!!
Esto no puede ser.
Hay corruptos ally.",[0. 0. 0. ... 0. 0. 0.],entiendo dado cargo fugado pued corrupto alli,-1.0
1878,JbKFJ1vof6Y,UCCDZHJFFsD2mGRgPPQIbumg,"No agencia efe no... El gobierno y l aposición no chocan... El gobierno esta planteando una ley LEGITIMA, puesto que es un recurso existente en nuestra monarquía parlamentaria, y los fascistas peperros que no aceptan haber ""ganado"" las elecciones sin tener los apoyos para gobernar ( manda huevos que haya gente tan tan cortita que aún no entienda esto. O que no lo quiera entender) y. Como decía los fascistas peperros que no lo aceptan, por España ( es su manera de decir que no van a poder saquear a manos llenas los fondos que llegarán de la UE) están a lo suyo.. a hacer el máximo ridículo día tras dia",[0. 0. 0. ... 0. 0. 0.],agencia gobierno aposici chocan gobierno planteando legitima puesto recurso existent monarqu parlamentaria fascista peperro aceptan haber ganado eleccion tener apoyo gobernar manda huevo gent cortita entienda quiera entend fascista peperro aceptan espa manera decir poder saquear mano llena fondo llegar hacer ximo culo tra,-1.0
1881,KBNAm2uIMhw,UCxtDr_FaGxCZlERsqBfnDNQ,Por la igualdad y contra los privilegios de separatistas y terroristas,[0. 0. 0. ... 0. 0. 0.],igualdad privilegio separatista terrorista,-1.0
1888,KBNAm2uIMhw,UCr_5g3euAj8ZqKKfAjb1f5g,Cuanto te han pagado por manipular la historia falso,[0. 0. 0. ... 0. 0. 0.],cuanto pagado manipular historia falso,-1.0
1890,KBNAm2uIMhw,UC7fWAgzAyBmM2tJJLoEHnbg,"Hay que ser ignorante para obviar el 1714..., fecha importantísima y simbólica para los catalanes. Les duele la verdad.",[0. 0. 0. ... 0. 0. 0.],ignorant obviar fecha import sima simb lica catalan duel verdad,-1.0
1892,KBNAm2uIMhw,UC6OGMlYOaZmjJMlcqDOIq8w,"Pues eso, ultimo tercio del s.xix, y surgió de la pura frustración de la burguesía catalana por no conseguir construir una nacion española",[0. 0. 0. ... 0. 0. 0.],pue ultimo tercio surgi pura frustraci burgu catalana conseguir construir nacion espa,-1.0
1900,22XyDnJUFpA,UChhm6lyJtvgrWhDhXqUATnA,PSOE y MEDIOS DE COMUNICACIÓN FINANCIADOS POR EL GOBIERNO CON MILLONES DE EUROS SON LOS RESPONSABLES DEL GOLPE DE ESTADO. Oprimen aquellos que ejercen la libertad de expresión con cargas policiales desmedidas y los criminalizan para poder vender el relato de que son violentas dando información totalmente sesgada y partidista,[0. 0. 0. ... 0. 0. 0.],psoe medio comunicaci financiado gobierno millon euro respons golp oprimen aquello ejercen libertad expresi carga policial desmedida criminalizan poder vender relato violenta dando informaci totalment sesgada partidista,-1.0
1902,22XyDnJUFpA,UCi10i9YbHmmhmrnzCz1_vfA,"Buena pieza periodistica e informativa.
La mayoria de los medios de comunicación esta del lado psoe golpista.",[0. 0. 0. ... 0. 0. 0.],buena pieza periodistica informativa mayoria medio comunicaci lado psoe golpista,-1.0
1903,22XyDnJUFpA,UC-v1G-QxRs0tSG3YutAEU2g,"Lo que hace un estúpido como Sanches, no hace ni un terremoto.",[0. 0. 0. ... 0. 0. 0.],hace pido sanch hace terremoto,-1.0
1906,22XyDnJUFpA,UCrBHuY_6OO6z_8NgvBg1ylA,Gracias por informar .Hoy han tiroteado a un político de la oposición en Madrid .El fundador de VOX .Esto es muy duro .Esto va camino de una dictadura.Que todo el mundo se entere fuera de España .Pedimos a los medios extranjeros que vengan e informen al mundo .Todos días a las 8 de la tarde manifestaciones pacíficas por la libertad y la ley.,[0. 0. 0. ... 0. 0. 0.],gracia informar tiroteado tico oposici madrid fundador duro camino dictadura mundo enter espa pedimo medio extranjero vengan informen mundo tard manifestacion fica libertad,-1.0
1907,22XyDnJUFpA,UCjgy7iddykkpTwCjxbqThxQ,"NO ES SÓLO UNA AMNISTÍA ANTICONSTITUCIONAL, el PSICÓPATA acaba de dar un GOLPE DE ESTADO EN ESPAÑA...y los españoles tenemos que levantarnos para defender la democracia que este PSICÓPATA NARCISISTA PRETENDE DESTROZAR para SEGUIR EN EL PODER.  Este perro TRAIDOR, FELÓN...que dijo que nunca indultaría a ningún preso del golpe de estado, y que luego los indultó..., que dijo que NUNCA LLEVARÍA A CABO UNA AMNISTÍA Y, MUCHO MENOS, UN REFERÉNDUM, ya lo ha PACTADO...  Antes decía que era inconstitucional, ahora ha pactado, entre otras cosa, lo siguientes GOLPES a la DEMOCRACIA o, mejor dicho, CONTRA LA DEMOCRACIA en España, de los que ya JUECES Y FISCALES HAN DADO LA VOZ DE ALARMA POR LA VIOLACIÓN DE LA SEPARACIÓN DE PODERES!!!!

-  Creación de COMISIONES DE INVESTIGACIÓN, para investigar a los JUECES que JUZGARON A LOS GOLPISTAS..., como si los jueces españoles fueran los delincuentes, y no los golpistas, por lo que a partir de la entrada en vigor de la ley del golpe de estado, los diputados pudieran perseguir a los jueces Y A LA POLICÍA...
- CESIÓN DEL 100% de los TRIBUTOS a CATALUÑA.
- Ya le ha perdonado la ENORME DEUDA que tenía CATALUÑA por la CORRUPCIÓN GALOPANTE y para promover el golpe de Estado y la REPRESIÓN CONTRA LOS CATALANES NO SEPARATISTAS, entregándoles 15.000 MILLONES DE EUROS de la CAJA COMÚN DE TODAS LAS COMUNIDADES AUTÓNOMAS.  Es decir, PEDRO I EL TRAIDOR, el PSICÓPATA, ha ROBADO 15.000 MILLONES del resto de comunidades para comprar 7 votos para poder seguir en el poder.  Ha robado a otras comunidades autónomas para entregárselos a la comunidad corrupta.
- EL ABANDONO DE CUALQUIER PERSECUCIÓN A LOS GOLPISTAS Y CORRUPTOS, incluso aunque se trate de casos de CORRUPCIÓN NO DIRECTAMENTE RELACIONADOS AL PROCÉS, como el caso de LAURA BORRÁS, procesada por CORRUPCIÓN,  y cierto abogado, PROCESADO POR BLANQUEO DE CAPITALES, de dinero PROCEDENTE DEL NARCOTRÁFICO.

Es más, ahora El juez que investiga 'Tsunami' imputa a Puigdemont y Marta Rovira por ""terrorismo"" y la Fiscalía recurrirá porque sólo ve ""desórdenes"".  Ya EL FELÓN SÁNCHEZ dijo una vez eso de que LA FISCALÍA LA CONTROLABA EL GOBIERNO, con su famosa frase ""Y DE QUIÉN DEPENDE LA FISCALÍA? PUES ESO...""...  Pero, por si no fuera poco, ya nombró a Dolores Delgado FISCAL GENERAL DELE STADO, justo después de dejar el cargo de Ministra de Justicia, tras hacer campaña por el PSOE, el partido más corrupto de Europa.  Luego nombró a otro ministro de Justicia, a Conde Pumpido y a una asesora de Moncloa, MIEMBROS DEL TRIBUNAL CONSTITUCIONAL,...y FISCAL GENERAL DEL ESTADO a otro MIEMBRO DEL GOBIERNO...  Cosas que deberían ser ILEGALES y que NADIE SE HABÍA ATREVIDO A HACER NUNCA.  Así ahora aunque se presente recurso de inconstitucionalidad por la ley de amnistía y GOLPE DE ESTADO, el nuevo Tribunal POLÍTICO ANTICONSTITUCIONAL lo declarará constitucional, aunque sea ABIERTAMENTE INCONSTITUCIONAL, como ya ocurrió con la ruptura del principio de igualdad ante la ley por la modificación de la LEY ORGÁNICA DEL CÓDIGO PENAL, para los delitos de violencia de género, que sólo se pueden aplicar al hombre por actos que pueden cometer ambos géneros.  

Ya Zapatero les aprobó a los Separatistas un ESTATUTO DE AUTONOMÍA INCONSTITUCIONAL, con artículos que violaban flagrantemente el artículo 149 de la constitución española, y que fueron declarados inconstitucionales, como era de esperar, lo que hizo estallar la ""cuestión catalana"" que, hasta entonces, NUNCA HABÍA SIDO UN PROBLEMA.  

ZAPATERO y PEDRO SÁNCHEZ han sido los mayores CÁNCERES que ha sufrido España en toda su Historia.  Ni siquiera el franquismo fue tan dañino desde el punto de vista de la unidad de España y su supervivencia como país, como estado y como nación. Y NO, NO ESTOY DEFENDIENDO EL FRANQUISMO.

En ESPAÑA ya se ha dado el golpe definitivo a la democracia...  O LUCHAMOS O NOS CONVERTIMOS YA TOTALMENTE EN LA VENEZUELA DE EUROPA, como vengo ya advirtiendo desde que este PSICÓPATA apareció en el panorama político.",[0. 0. 0. ... 0. 0. 0.],amnist anticonstitucion psic pata acaba golp espa espa ole levantarno defend democracia psic pata narcisista pretend destrozar seguir poder perro traidor dijo nunca indultar ning preso golp luego indult dijo nunca llevar cabo amnist meno refer ndum pactado inconstitucion ahora pactado cosa siguient golp democracia mejor dicho democracia espa juec fiscal dado alarma violaci separaci poder creaci comision investigaci investigar juec juzgaron golpista juec espa ole delincuent golpista partir entrada vigor golp diputado pudieran perseguir juec polic cesi tributo catalu perdonado enorm deuda catalu corrupci galopant promov golp represi catalan separatista entreg ndole millon euro caja toda comunidad noma decir pedro traidor psic pata robado millon resto comunidad comprar voto poder seguir poder robado comunidad noma entreg rselo comunidad corrupta abandono cualquier persecuci golpista corrupto incluso aunqu trate caso corrupci directament relacionado proc caso laura borr procesada corrupci cierto abogado procesado blanqueo capital dinero procedent narcotr fico ahora juez investiga tsunami imputa puigdemont marta rovira terrorismo fiscal recurrir rdene nchez dijo fiscal controlaba gobierno famosa frase depend fiscal pue nombr dolor delgado fiscal gener dele stado justo despu dejar cargo ministra justicia tra hacer campa psoe partido corrupto europa luego nombr ministro justicia cond pumpido asesora moncloa miembro tribun constitucion fiscal gener miembro gobierno cosa deber ilegal nadi atrevido hacer nunca ahora aunqu present recurso inconstitucionalidad amnist golp nuevo tribun tico anticonstitucion declarar constitucion aunqu abiertament inconstitucion ocurri ruptura principio igualdad modificaci nica digo penal delito violencia nero pueden aplicar hombr acto pueden comet ambo nero zapatero aprob separatista estatuto autonom inconstitucion culo violaban flagrantement culo constituci espa declarado inconstitucional esperar hizo estallar cuesti catalana entonc nunca sido problema zapatero pedro nchez sido mayor ncere sufrido espa toda historia siquiera franquismo punto vista unidad espa supervivencia naci defendiendo franquismo espa dado golp definitivo democracia luchamo convertimo totalment venezuela europa vengo advirtiendo psic pata apareci panorama tico,-1.0
1909,gN3uyFXTeEg,UCAFzgxugFchFHVNFZN23AuQ,Yo soy español y no me indigna para nada. Lo que me parece indignante es como os queréis pasar vosotros la democracia por el culo...,[0. 0. 0. ... 0. 0. 0.],espa indigna parec indignant quer pasar democracia culo,-1.0
1910,gN3uyFXTeEg,UCCNmnETWuFAmAKQfOlJOTtQ,Sánchez tiene unas muy malas cartas como para ganar  la partida,[0. 0. 0. ... 0. 0. 0.],nchez una mala carta ganar partida,-1.0
1911,gN3uyFXTeEg,UCALYJEpdRopm-ESF7nfDuWQ,"Eres un resentido, ibas para presidente de la C de Madrid pero te desinflaste como un suflé,vete del partido yaaa",[0. 0. 0. ... 0. 0. 0.],resentido iba president madrid desinflast sufl vete partido yaaa,-1.0
1912,gN3uyFXTeEg,UCc8CN9pPDd-NIL521onx1UQ,"El partido socialista lo apoya ( Marlaska, Bolaños etc ) , él solo no podría. El partido socialista  traiciona también a la nación española.",[0. 0. 0. ... 0. 0. 0.],partido socialista apoya marlaska bola solo podr partido socialista traiciona tambi naci espa,-1.0
1913,gN3uyFXTeEg,UCDvECtp1MJIMPXTrw6bJKBA,De qué forma se habrá blindado Sanchez que ni los del psoe pueden echarlo.,[0. 0. 0. ... 0. 0. 0.],forma habr blindado sanchez psoe pueden echarlo,-1.0
1915,gN3uyFXTeEg,UCrp108rmOifG7rOoDkMLwdw,Soy un cualquier español y a mi no me indigna,[0. 0. 0. ... 0. 0. 0.],cualquier espa indigna,-1.0
1918,gN3uyFXTeEg,UCxgzWipNZiSMZIfEcUgaF_A,"Disfruten lo votado, por lo menos no nos gobierna la derecha 😂😂😂",[0. 0. 0. ... 0. 0. 0.],disfruten votado meno gobierna derecha,-1.0
1921,gN3uyFXTeEg,UCxvo467j-T_25TjdIJIGrRA,"Joder, pero luego le votais.... hostias lo echasteis una vez del partido, uniros otra vez y sacarlo de ahi",[0. 0. 0. ... 0. 0. 0.],joder luego votai hostia echastei partido uniro sacarlo,-1.0
1923,gN3uyFXTeEg,UCp1ZAdjudDQ9yKUWppG8UzA,"Quién le ha visto a Tomás Gómez (sentado en un coche de la Policía Municipal de Parla y dando un mitin con el altavoz del vehículo) y quién le vé ahora. 
En cualquier caso, ha sido una epifanía positiva... y me alegro por ello.",[0. 0. 0. ... 0. 0. 0.],visto sentado coch polic municip parla dando mitin altavoz culo ahora cualquier caso sido epifan positiva alegro ello,-1.0
1924,gN3uyFXTeEg,UCRF1v9n_F9IOfAtyA5Tz02g,Estas tu para dar lecciones de moral.....vaya geta tiene el colega.,[0. 0. 0. ... 0. 0. 0.],leccion moral vaya geta colega,-1.0
1925,gN3uyFXTeEg,UCC7dKBa9CjKCVNvyCEq5sqA,"Hay q ver cuánto defenestrao hay en PSOE, por algo será.",[0. 0. 0. ... 0. 0. 0.],defenestrao psoe,-1.0
1926,gN3uyFXTeEg,UCu-InYIn978tSGSkMp5DehQ,Tomasin.  Rencoroso te fue mal y vienes a dar pol saco. pues ajo y agua 😂,[0. 0. 0. ... 0. 0. 0.],tomasin rencoroso vien saco pue agua,-1.0
1930,FzmG-zCQjIU,UCS7qp9w-IEXyVR-wtfUDGcQ,tAMBIEN SALDRAN LOS HIJOPUTAS DEL 11M. O ES QUE YA ESTAN FUERA.,[0. 0. 0. ... 0. 0. 0.],tambien saldran hijoputa estan,-1.0
1934,FzmG-zCQjIU,UCsxfLqIcdybccSxQpR60Okw,No pueden dejar que salgan los presos lo único que va ha pasar es que España maten a las personas por un celular ellos tienen que pagar los votos qué les dieron los presos por favor El Rey es el que tiene que investigar y destituirlos porque uds se van ha llenar de delincuencia. Esta comprando votos dando favores eso se llama compra de votos y eso es delito cuando pasa esto van para la cárcel.,[0. 0. 0. ... 0. 0. 0.],pueden dejar salgan preso nico pasar espa maten persona celular pagar voto dieron preso favor investigar destituirlo llenar delincuencia comprando voto dando favor llama compra voto delito pasa rcel,-1.0
1936,FzmG-zCQjIU,UClar9aRONNg3ySGEPq0OyNQ,"Pero que reportaje mas pitero y mediocre. Perro Sanchez fue vuelto a investir, de manera golpista, presidente DEL GOBIERNO, no de España, y la ""ley de amnistía"" es Anti Constitucional e ilegal.
Vox no es extrema derecha, pero los partidos con los que pactó Perro Sanchez si son de extrema derecha y extrema izquierda.",[0. 0. 0. ... 0. 0. 0.],reportaj pitero mediocr perro sanchez vuelto investir manera golpista president gobierno espa amnist anti constitucion ileg extrema derecha partido pact perro sanchez extrema derecha extrema izquierda,-1.0
1937,FzmG-zCQjIU,UCnUQ95FyI0OwGPPyph59jOg,Consiste en que el traidor de Pedro Sánchez pactó con etarras y separatistas para poder mantenerse en el poder. Aún con todos los votos de las urnas en contra que ganó el PP. Están peor que en Venezuela ya que la voz del pueblo no cuenta.,[0. 0. 0. ... 0. 0. 0.],consist traidor pedro nchez pact etarra separatista poder manteners poder voto urna peor venezuela pueblo cuenta,-1.0
1938,FzmG-zCQjIU,UCVyEdyyqh55NnXXPK7zv44Q,Ese supuesto periodista q pasa q le paga el perro Sánchez o q,[0. 0. 0. ... 0. 0. 0.],supuesto periodista pasa paga perro nchez,-1.0
1940,FzmG-zCQjIU,UCrFe3v19HHKR4TIqg7Kj-vA,Pp y vox no son extremo de nada pero en la coalición que ampara a Sánchez si hay partidos de todo pelaje hay comunistas secesionistas de izquierda y racistas como junts estos son supremacists se puede decir nazis aquí ha habido una compra con el dinero del resto de los españoles es el que va a regar esos territorios y dividir España,[0. 0. 0. ... 0. 0. 0.],extremo coalici ampara nchez partido pelaj comunista secesionista izquierda racista junt supremacist pued decir nazi compra dinero resto espa ole regar territorio dividir espa,-1.0
1941,FzmG-zCQjIU,UC4QpHa1Zp0sW_DL-lNyAyyQ,"Los únicos extremistas en la política española, son el PSOE y todos sus complices. Ni el PP ni VOX son de extrema derecha, ambos, descontando los dirigentes del PP y contando a sus votantes son democratas que luchan por la unidad de España y su desarrollo económico y social.",[0. 0. 0. ... 0. 0. 0.],nico extremista tica espa psoe complic extrema derecha ambo descontando dirigent contando votant democrata luchan unidad espa desarrollo econ mico social,-1.0
1942,FzmG-zCQjIU,UC4QpHa1Zp0sW_DL-lNyAyyQ,"Odian tanto a los españoles de verdad, que se gozan jodiendolos.",[0. 0. 0. ... 0. 0. 0.],odian espa ole verdad gozan jodiendolo,-1.0
1944,FzmG-zCQjIU,UChdsPUfRvm5vgJl4OZGRnlA,Pp y vox no son extrema derecha enterese bien señor son unos delicuentes,[0. 0. 0. ... 0. 0. 0.],extrema derecha enteres bien delicuent,-1.0
1946,FzmG-zCQjIU,UCURxgxJBpHxPZwGLry7ZczA,Extrema derecha No,[0. 0. 0. ... 0. 0. 0.],extrema derecha,-1.0
1948,wR90trJNC2E,UCmoFmuLZgg6jxc7zpCzymQA,LA MENTIRA DE PEDRO SANCHEZ....CATASTROFE  TOTAL....ESPAÑA  EN RUINAS...NO A LA ANMISTIA ...LA LEY ES IGUAL PARA TODOS.,[0. 0. 0. ... 0. 0. 0.],mentira pedro sanchez catastrof total espa ruina anmistia igual,-1.0
1949,wR90trJNC2E,UCTVgB3DY5nTNClRrmH-Xv8g,"UN GOBIERNO QUE PARA MANTENER EL PODER NIEGA EL ESTADO DE DERECHO con la amnistía, retuerce la Constitución para aparentar su legalidad y manipula la Justicia para apuntalar tal aberración, no lleva sino a LEGIMAR el incumplimiento de las leyes por los ciudadanos. 
EL GOBIERNO QUE ENGAÑA ASÍ NO MERECE APOYO ALGUNO SINO TODO EL DESPRECIO.",[0. 0. 0. ... 0. 0. 0.],gobierno manten poder niega derecho amnist retuerc constituci aparentar legalidad manipula justicia apuntalar aberraci lleva sino legimar incumplimiento ley ciudadano gobierno enga merec apoyo alguno sino desprecio,-1.0
1950,wR90trJNC2E,UCTgLqtwPDMERbfjLNshfq4Q,"Este hombre miente a todo el mundo, nos toma a todos por tontos. Que lo echen ya!!",[0. 0. 0. ... 0. 0. 0.],hombr mient mundo toma tonto echen,-1.0
1951,wR90trJNC2E,UC8S8FvkMEsSfxWz2MPWOIcw,"¿HASTA CUÁNDO , PEDRO SÁNCHEZ, VAS A SEGUIR ABUSANDO DE NUESTRA PACIENCIA?¿QUÉ TE HABRÁ PROMETIDO SOROS , P.SÁNCHEZ?
.
LOS EMPRESARIOS ALEMANES LE DIJERON A TORRENT:""SI NOS TOCAN LAS NARICES CON LA CONSTITUCION, NOS VAMOS"".

PERDIDA LA INFLUENCIA EN EL ROSELLON FRANCES, LA DESCOLONIZACION CATALANA EN BALEARES Y VALENCIA JUNTO CON EL RECHAZO EN LA FRANJA DE PONIENTE,SOLO QUEDA LO QUE ES CATALUÑA ,QUE POR CIERTO, SE HA PASADO AL ROJO DEL PSC",[0. 0. 0. ... 0. 0. 0.],pedro nchez seguir abusando paciencia habr prometido soro nchez empresario aleman dijeron torrent tocan naric constitucion vamo perdida influencia rosellon franc descolonizacion catalana balear valencia junto rechazo franja ponient solo queda catalu cierto pasado rojo,-1.0
1952,wR90trJNC2E,UC8S8FvkMEsSfxWz2MPWOIcw,"¿HASTA CUÁNDO , PEDRO SÁNCHEZ, VAS A SEGUIR ABUSANDO DE NUESTRA PACIENCIA?¿QUÉ TE HABRÁ PROMETIDO SOROS , P.SÁNCHEZ?
«ROMA NO PAGA A TRAIDORES».
Bismarck: “Estoy firmemente convencido de que España es el país más fuerte del mundo. Lleva siglos queriendo destruirse a sí misma y todavía no lo ha conseguido”


LOS SEPARATISTAS CATALANES TIENEN UN 26% DEL CENSO (UNA PERSONA UN VOTO)EN LAS ""PLEBISCITARIAS"" DEL 14-F 2021 (700 mil votos menos ) Y UN 17% EN LAS E. GENERALES.
LO QUE DEBERIAIS HACER ES RECUPERAR EL ROSELLON (UN TERCIO DE CATALUÑA)PERDIDO POR MOSSEN PAU CLARIS. 
RECUERDO QUE LA CONSTITUCION FUE VOTADA POR EL 90% EN TODAS LAS PROVINCIAS DE CATALUÑA.


PERDIDA LA INFLUENCIA EN EL ROSELLON FRANCES, LA DESCOLONIZACION CATALANA EN BALEARES Y VALENCIA JUNTO CON EL RECHAZO EN LA FRANJA DE PONIENTE,SOLO QUEDA LO QUE ES CATALUÑA ,QUE POR CIERTO, SE HA PASADO AL ROJO DEL PSC",[0. 0. 0. ... 0. 0. 0.],pedro nchez seguir abusando paciencia habr prometido soro nchez roma paga traidor bismarck firmement convencido espa fuert mundo lleva siglo queriendo destruirs misma todav conseguido separatista catalan censo persona voto plebiscitaria voto meno general deberiai hacer recuperar rosellon tercio catalu perdido mossen clari recuerdo constitucion votada toda provincia catalu perdida influencia rosellon franc descolonizacion catalana balear valencia junto rechazo franja ponient solo queda catalu cierto pasado rojo,-1.0
1953,wR90trJNC2E,UCMdPaW6Q-XIC2ms1bC00REg,Cinismo aterrador,[0. 0. 0. ... 0. 0. 0.],cinismo aterrador,-1.0
1954,wR90trJNC2E,UCLbHsykBxKGgtFsbVfHshNA,HAY QUÉ PEDIR LA DIMISIÓN.DE ÉSTE HOMBRE PELIGROSO. Y PUNTO,[0. 0. 0. ... 0. 0. 0.],pedir dimisi hombr peligroso punto,-1.0
1956,wR90trJNC2E,UCTQFFt63lb1sbrjMAWKzI8w,Este tío es un cínico y usa el partido como una herramienta a su servicio.,[0. 0. 0. ... 0. 0. 0.],nico partido herramienta servicio,-1.0
1957,wR90trJNC2E,UCKc0U4OALbdWEGmZxz65yrQ,Este es un maldito u rspero que lo pague adelante VOX mucha fuerza 🇪🇦🇪🇦🇪🇦🇪🇦🇪🇦,[0. 0. 0. ... 0. 0. 0.],maldito rspero pagu adelant mucha fuerza,-1.0
1958,wR90trJNC2E,UCIQmmbUX_xKbQHJ4_a3mQMQ,"El pp deberia abstenerse para hacer frente a Puigdemon, al fin y al cabo Sanchez es mas de centro y es una buena solucion para España Sanchez y Yolanda sin mas partidos abusones. El unico que dejaria a vuestro querido rey y pone trabas a la temida ley de vivienda. Total la derecha no va a gobernar minimo hasta 2028 haga lo que haga ahora",[0. 0. 0. ... 0. 0. 0.],deberia absteners hacer frent puigdemon cabo sanchez centro buena solucion espa sanchez yolanda partido abuson unico dejaria querido pone traba temida vivienda total derecha gobernar minimo haga haga ahora,-1.0
1959,wR90trJNC2E,UCsqOjdpkBFmU3o809Hl5c9g,En una democracia no existe la amnistía y si el gobierno la aplica espero que alguien con sentido lo pare y denuncie,[0. 0. 0. ... 0. 0. 0.],democracia exist amnist gobierno aplica espero alguien pare denunci,-1.0
1961,wR90trJNC2E,UCsKQPoayjgOU8_aIVUa7C8w,"pf la que se nos viene encima, qué locura",[0. 0. 0. ... 0. 0. 0.],vien encima locura,-1.0
1965,wR90trJNC2E,UCUyHtmwLgXrICxXaHI5eWCQ,Amnistía va si o si es la realidad europa no quiere presos políticos ni perseguidos políticos en España y yo voté por VOX,[0. 0. 0. ... 0. 0. 0.],amnist realidad europa quier preso tico perseguido tico espa,-1.0
