,video_id,author,comment,vectores_tfidf,comment_stem,sentiment
969,J6Ca0P8w9-8,UCg-QewBkybJAHQnaUQzPUHQ,"En Perú está cada vez todo más caro, y la inmigración venezolana que obvio no generalizo están sambrando caos delincuencial😭, el trabajo está cada vez colapsado y a bajos sueldos ,los pobres recicladores ancianos y personas necesitadas son desplazados por los venezolanos ,los limpiaparabrisas y no se puede poner negocio por temor al cobro de CUPOS 😱😨😳",[0. 0. 0. ... 0. 0. 0.],cada caro inmigraci venezolana obvio generalizo sambrando cao delincuenci trabajo cada colapsado bajo sueldo pobr reciclador anciano persona necesitada desplazado venezolano limpiaparabrisa pued poner negocio temor cobro cupo,-1.0
973,J6Ca0P8w9-8,UC7wh0dTtiOsOV_DImyW2NaQ,"Muchos hablan de la empatía sin saber si los que llegan de ilegales es gente buena o mala, pero pónganse a pensar primero en las leyes antes de hacer estas tonterías de disque ser “empatico”",[0. 0. 0. ... 0. 0. 0.],hablan empat saber llegan ilegal gent buena mala ngans pensar primero ley hacer tonter disqu empatico,-1.0
974,J6Ca0P8w9-8,UCoClTCrOiRoItzDfFP3P9Ug,Cavernícolas haitianos.,[0. 0. 0. ... 0. 0. 0.],cavern cola haitiano,-1.0
975,J6Ca0P8w9-8,UCoClTCrOiRoItzDfFP3P9Ug,"Tanto simio haitiano y dominicano que después les van a robar, secuestrar, extorsionar.",[0. 0. 0. ... 0. 0. 0.],simio haitiano dominicano despu robar secuestrar extorsionar,-1.0
982,2GoVhvAW4Dw,UCYlBK9exSxb_GZmf5ZoPe6w,Detesto el separatismo.,[0. 0. 0. ... 0. 0. 0.],detesto separatismo,-1.0
986,g8qUMVGG6II,UCaERGYhvTL1L9dTOQUnai9w,CORTO EL VIDEO PQ ME CABREA MUCHO LA MÚSICA DE TANGO DE FONDO Y PQ ESTE HOMBRE ESTÁ LIANDO LA HISTORIA. AJO EH AGUA PARA LOS GADITANOS QUE NI SABEN HABLAR EL IDIOMA DE ESPAÑA Y NI EL INGLÉS BRITÁNICO.,[0. 0. 0. ... 0. 0. 0.],corto video cabrea sica tango fondo hombr liando historia agua gaditano saben hablar idioma espa ingl brit nico,-1.0
992,g8qUMVGG6II,UCZ01DG8u8XchyAcIYKOiI5A,"La goleada que le pegó francia, mamita. 🤌🏻",[0. 0. 0. ... 0. 0. 0.],goleada francia mamita,-1.0
994,g8qUMVGG6II,UCj2v483THmPbWtGWH4oBYcw,Yo lo que veo es que mientras los ingleses no los inundaba la pereza ellos se llevaban toda la gente pa ganar por la fuerza y mientras los demás países se dejaban reventar el orto. En fin hps ingleses. Lo peor es que administran tan bien que nadie se quiere salir. Sino que lo digan las Malvinas 😅,[0. 0. 0. ... 0. 0. 0.],mientra ingles inundaba pereza llevaban toda gent ganar fuerza mientra dejaban reventar orto ingles peor administran bien nadi quier salir sino digan malvina,-1.0
997,g8qUMVGG6II,UCqSoqmku7uQLJ6b1VmR4-HA,"La realidad es que los residentes gibraltareños tienen una renta per cápita más alta que en Inglaterra, es decir, que están comprados. Por eso, es ridículo hacer un referéndum allí",[0. 0. 0. ... 0. 0. 0.],realidad resident gibraltar renta pita alta inglaterra decir comprado culo hacer refer ndum,-1.0
1000,g8qUMVGG6II,UClTneF_Vq7GNt7_Q9QjBNxQ,Reino Unido tiene mas enemigos que amigos en el mundo.,[0. 0. 0. ... 0. 0. 0.],reino unido enemigo amigo mundo,-1.0
1001,g8qUMVGG6II,UCShcDdUnR-qqosrPcVit4yA,Monos ladrones piratas como los que robaron Gibraltar en una guerra civil española con colaboración de un rey francés traidor a España hijo del rey de Francia..un rey no puede traicionar a su país regalando partes del pais,[0. 0. 0. ... 0. 0. 0.],mono ladron pirata robaron gibraltar guerra civil espa colaboraci franc traidor espa hijo francia pued traicionar regalando part pai,-1.0
1010,S-S2ew8iuXE,UC5IyaxIrwVp_GwEsWVNqtew,"Y ello no tienen negocios con los cartels? O son otros indigenas?
Por que hasta videos hay de eso.",[0. 0. 0. ... 0. 0. 0.],ello negocio cartel indigena video,-1.0
1013,S-S2ew8iuXE,UC1aIz7X4AVaHG0DHtuZy9SQ,MIS.RESPETOS PARA LOS NATIVOS Y VERDADEROS CIUDADANOS NORTEAMERICANOS SINMUESTRAN HUMILDAD ES PPRQUE ESTAN LLENOS SE SABIDURÍA E IDEOLOGÍA.,[0. 0. 0. ... 0. 0. 0.],respeto nativo verdadero ciudadano norteamericano sinmuestran humildad pprque estan lleno sabidur ideolog,-1.0
1016,S-S2ew8iuXE,UCDL2nNZssRG7t70ggeBFgrg,engan cuidado hay un grupo del crimenales atacandonos desde niños desde Michoacán y después Guanajuato y hora en Tecate baja California México dónde vivo vienen atacandonos desde niños ya por más de 42 años y un siguen me atacan y ala gente cercana a uno en todo Tecate baja California México por celulares hackeados por ellos que traen la mayoría de las personas de todo tipo de negocios y gente que envían a molestarte aparte instalan sus programas de hackers y espías en todas mis cosas y usan mentalista ipnotistas por medio de foros de uno que te toman su gente y por los celulares hackeados por ellos y se meten con toda ru familia e incluso hijos sin importar les hagas algo ellos atacan ala familias e incluso hijos para molestarnos y después extorsionarlos diciendo que la unica manera para dejarte en paz es que lesden dinero pero no es asi siguen molestando de por vida asta que te mueras por que cometen crimenes gravez contra nosotros en salud y alimentación económica te dejan sin trabajo sin estudiar sin resistencia de estados si ouedes tener por tus padres y hacen que los doctores lo te revisen bien las lecciones que tiene uno en le trabajo para dejarte de por vidad con gravez lecciónes que tuviste en empresas todo esto hacen en Tecate baja California México dónde vivo ami todo los dias usando celulares hackeados por ellos de gente cercana a nosotros y pos los nuestros y un siguen llevan atacandonos todos los días y a cada hora diciendo crimenes que aran contra nosotros por los celulares hackeados por ellos usando sus voces en cada lugar donde andemos traen trabajando para ellos todo tipo de negocios y hospitales escuelas empresas en Tecate baja California México dónde vivo y vecinos etc y hacen lo mismo en Tijuana baja California México y California estados unidos donde andamos de compras asi obligan a trabajar para ellos y usar celulares hackeados por ellos a toda la gente   ya operan en Tecate baja California México dónde vivo y les hacen lo mismo a toda la gente cercana a uno usando víctimas en delante de mi obligan ala gente para que les ayuden contra mi y familiares e incluso hijos pero también usan mis celulares nuevos que me les instalan sus programas de hackers y espías para estal robando información personal de mi y de contactos para ponerlos contra mía así lo hacen con todo tipo de negocios en Tecate baja California México dónde vivo los atacan y los obligan a trabajar para ellos usando celulares hackeados por ellos dónde resiven instrucciones de ellos con su voz diciendo que hacer contra mi y gente que se defienden de ellos como yo están locos poner contra mi vecinos tiendas restaurante hospitales escuelas y empresas para hacerte la vida imposible y así les hacen alas víctimas que ponen a trabajar para ellos les dicen que si no les ayudan contra mi y familiares e incluso hijos les aran lo mismo pero un así les hacen la vida imposible como Ami y un así un que cometan crimenes graves contra ellos como contra mi y familiares e incluso hijos un así les ayudan por qué los amenazan de muerte y si las cumplen ya an matado gente de la colonia dónde vivo de diferentes edades por defenderse de ellos y ir a levantar un reporte contra este grupo a pesar de que uno no hacen eso y dicen que las autoridades no les hacen nada por qué les hacen los mismo con mentalista ipnotistas y hackers y obligando a usar celulares hackeados por ellos también y con hacerles algo también a sus hijos un así siguen molestando este grupo del crimen organizado que si se meten con familias e incluso hijos de diferentes partes de México y estados unidos y les hacen lo mismo a toda la gente sin importar les hagan algo o no un así te obligan a trabajar para ellos para cometer sus crímenes por ellos gravez contra nosotros los que nos defendiendomos de ellos  mucho cuidado aqui en Tecate baja California México dónde vivo o en Tijuana baja California México y California estados unidos donde andamos de compras nos mandan gente y los atacaran por nuestro celulares hackeados por ellos bos amenazan de muerte para usarlos y con hacerles algo a nuestros familiares e incluso hijos que les hacen lo mismo estan locos y son muy peligrosos y asesinos mas usando sus mentalista ipnotistas y hackers su gente solo la usan cuando uno acude con la policía o militares para levantar un reporte contra este grupo que te atacan de por vida y asi llevan a mucha gente que por el acosó de este grupo todos los días y horas se quitan la vida o este grupo se las quitan  estan locos te atacan desde niños a tu familia y después te siguen atacando de por vida asta que te mueras y siguen con tus otros familiares y sus hijos cometen crimenes contra nosotros de todo tipo contra la salud usando médicos y alimentación usando tus padres con amenazas de muerte y rus hijos ponen  a trabajar para ellos todo tipo de negocios y trabajadores en Tecate baja California México dónde vivo  atacan asta los vendedores de facebook de Tecate y Tijuana baja California México dónde vivo y California estados unidos y usan a familias e incluso hijos de vecinos aque les ayuden diciendo cosas por ellos les dicen por los celulares hackeados por ellos que traen y después hacen sus amenazas en voz fuerte que si no les ayudan contra mi les aran lo mismo y a sus hijos y aran que doctores den falsos testimonio para usarlos contra las autoridades que les hacen lo mismo y las usen con sus comandante e,[0. 0. 0. ... 0. 0. 0.],engan cuidado grupo crimenal atacandono michoac despu guanajuato hora tecat baja california xico vivo vienen atacandono siguen atacan gent cercana tecat baja california xico celular hackeado traen mayor persona tipo negocio gent molestart apart instalan programa hacker toda cosa usan mentalista ipnotista medio foro toman gent celular hackeado meten toda familia incluso hijo importar haga atacan familia incluso hijo molestarno despu extorsionarlo diciendo unica manera dejart lesden dinero siguen molestando vida asta muera cometen crimen gravez salud alimentaci econ mica dejan trabajo estudiar resistencia oued tener padr hacen doctor revisen bien leccion trabajo dejart vidad gravez lecci empresa hacen tecat baja california xico vivo dia usando celular hackeado gent cercana siguen llevan atacandono cada hora diciendo crimen aran celular hackeado usando voce cada lugar andemo traen trabajando tipo negocio hospital escuela empresa tecat baja california xico vivo vecino hacen mismo tijuana baja california xico california unido andamo compra obligan trabajar usar celular hackeado toda gent operan tecat baja california xico vivo hacen mismo toda gent cercana usando ctima delant obligan gent ayuden familiar incluso hijo tambi usan celular nuevo instalan programa hacker estal robando informaci person contacto ponerlo hacen tipo negocio tecat baja california xico vivo atacan obligan trabajar usando celular hackeado resiven instruccion diciendo hacer gent defienden loco poner vecino tienda restaurant hospital escuela empresa hacert vida impos hacen ala ctima ponen trabajar dicen ayudan familiar incluso hijo aran mismo hacen vida impos cometan crimen grave familiar incluso hijo ayudan amenazan muert cumplen matado gent colonia vivo diferent edad defenders levantar report grupo pesar hacen dicen autoridad hacen hacen mismo mentalista ipnotista hacker obligando usar celular hackeado tambi hacerl tambi hijo siguen molestando grupo crimen organizado meten familia incluso hijo diferent part xico unido hacen mismo toda gent importar hagan obligan trabajar comet mene gravez defendiendomo cuidado aqui tecat baja california xico vivo tijuana baja california xico california unido andamo compra mandan gent atacaran celular hackeado amenazan muert usarlo hacerl familiar incluso hijo hacen mismo estan loco peligroso asesino usando mentalista ipnotista hacker gent solo usan acud polic militar levantar report grupo atacan vida llevan mucha gent aco grupo hora quitan vida grupo quitan estan loco atacan familia despu siguen atacando vida asta muera siguen familiar hijo cometen crimen tipo salud usando dico alimentaci usando padr amenaza muert hijo ponen trabajar tipo negocio trabajador tecat baja california xico vivo atacan asta vendedor facebook tecat tijuana baja california xico vivo california unido usan familia incluso hijo vecino aqu ayuden diciendo cosa dicen celular hackeado traen despu hacen amenaza fuert ayudan aran mismo hijo aran doctor falso testimonio usarlo autoridad hacen mismo usen comandant,-1.0
1025,EFPgD6A7zHc,UC6dMRYUaHGhcxv7wStEuxlw,"Aca en Bolivia sector del altiplano nada de lluvia 😢, la temperatura maxima suele se de 14 y 16 grados, ahora se registran 23 grado y lo estamos sintiendo bastante, sin lluvias es algo muy preocupante.",[0. 0. 0. ... 0. 0. 0.],bolivia sector altiplano lluvia temperatura maxima suel grado ahora registran grado bastant lluvia preocupant,-1.0
1028,EFPgD6A7zHc,UCrfFHxuWgKNw4U8aR5W2UGA,"El culpable de todo lo que esta pasando es el sol.
Tenian rason los indigenas del pasado!.
Lo malo fue que ellos sacrificaron mucha gente.
Ya olvidense de :Del niño,de niña,de la aguelita.y del compadre.
Solo se que nuestro futuro no es muy prometedor!.😮",[0. 0. 0. ... 0. 0. 0.],culpabl pasando tenian rason indigena pasado malo sacrificaron mucha gent olvidens aguelita compadr solo futuro prometedor,-1.0
1032,EFPgD6A7zHc,UCH1rNF7PyOixpxJk8C8wCiA,Falta de árboles !! Por eso se calienta la tierra,[0. 0. 0. ... 0. 0. 0.],falta rbole calienta tierra,-1.0
1035,EFPgD6A7zHc,UCbmZYYdboJ_pLtqlT8i7-wg,Aqui en valles san luis potosi..no llueve..hace meses  llegan de 50 grados y no se aguanta al medio dia..si estamos enfrente de una sequia...,[0. 0. 0. ... 0. 0. 0.],aqui vall lui potosi lluev hace mese llegan grado aguanta medio enfrent sequia,-1.0
1038,EFPgD6A7zHc,UCvE4eThxrOSyf5I-TJQMGuA,"Pues sin duda mi México lindo y querido a llevado lo peor, pero somos fuertes 🥵😂",[0. 0. 0. ... 0. 0. 0.],pue duda xico lindo querido llevado peor fuert,-1.0
1039,EFPgD6A7zHc,UCJ8CDSM-piE6BihIxBPQm3w,Pues en Mexico esta de perros el calor 45 grados y falta la camicula,[0. 0. 0. ... 0. 0. 0.],pue mexico perro calor grado falta camicula,-1.0
1046,yNOk9IXN-5g,UCWrRtvEnMDsC2dHaIYBoxpw,"Ojalá se cumplan, porqué los Chamos en Nueva Y. hacen lo que quieren piden qué el Gobierno los mantengan,asi deben irse a su País a reclamar a Maduro.😂",[0. 0. 0. ... 0. 0. 0.],ojal cumplan porqu chamo nueva hacen quieren piden gobierno mantengan deben irs reclamar maduro,-1.0
1047,yNOk9IXN-5g,UCgF0-MOOJSIj-d__Jy1_z5g,"""solicitantes de asilo o inmigrantes ilegales"" es la misma mierd@.
Hay que preparar aviones para expulsarlos una vez sean capturados. Se ha demostrado que son delincuentes, criminales, ladrones y no respetan las leyes, peor aún no pueden adaptarse a ninguna cultura extranjera porque no tienen educación alguna.
Si quieres a alguien en tu casa, que sea competitivo, apto para ser autónomo, independiente e inteligente con capacidades para crear y aportar al país do de llega y no un parásito que viva de los taxes de los demás.",[0. 0. 0. ... 0. 0. 0.],solicitant asilo inmigrant ilegal misma mierd preparar avion expulsarlo capturado demostrado delincuent criminal ladron respetan ley peor pueden adaptars ninguna cultura extranjera educaci alguna quier alguien casa competitivo apto nomo independient inteligent capacidad crear aportar llega sito viva tax,-1.0
1050,yNOk9IXN-5g,UCSS2pN5Jatr8D40hslT8jTw,No mameeeeennnn y para que queremos a esas plagas en Mexico ???? Que beneficio hay para nosotros los Mexicanos,[0. 0. 0. ... 0. 0. 0.],mameeeeennnn queremo plaga mexico beneficio mexicano,-1.0
1052,yNOk9IXN-5g,UCF3fOdP-kRPWI5XMmpz8EWQ,Como fregados van a ser expulsados a México!! Chingao!! 😡,[0. 0. 0. ... 0. 0. 0.],fregado expulsado xico chingao,-1.0
1053,yNOk9IXN-5g,UCzHT8xd3eq6ES4c2W-GKing,Cobardes que no tienen huevos de resolver sus problemas en su país Venezuela.,[0. 0. 0. ... 0. 0. 0.],cobard huevo resolv problema venezuela,-1.0
1056,yNOk9IXN-5g,UCfAKFGnM7-fuaagBQak7_ng,"Si tanto los defienden que se los lleven para su cada y los mantengan,ellos no tienen ningún derecho nadie les dijo que salieran de su país, cada uno arriesga lo suyo ,que se queden en sus países de origen y peleen por sus derechos ahí, se can a otros lugares a exigir ,háganlo en sus países, ahí no gritan ,cobardes",[0. 0. 0. ... 0. 0. 0.],defienden lleven cada mantengan ning derecho nadi dijo salieran cada arriesga queden origen peleen derecho lugar exigir ganlo gritan cobard,-1.0
1059,yNOk9IXN-5g,UCu2-DiTqwv_InQfFsQ647Zg,Todos los venezolanos sean buenos o malos están en la misma coladera delincuentes,[0. 0. 0. ... 0. 0. 0.],venezolano bueno malo misma coladera delincuent,-1.0
1060,yNOk9IXN-5g,UCu2-DiTqwv_InQfFsQ647Zg,Todos son unos delincuente y malandros 😡🇻🇪extorsionadores,[0. 0. 0. ... 0. 0. 0.],delincuent malandro extorsionador,-1.0
1063,yNOk9IXN-5g,UC0nidbT4wdVN2dU9t1_7frw,"Grinv¡z gobiernos no quieren tener tratos con. MADURO  excepto cuando están ladrando p(r petróleo
.",[0. 0. 0. ... 0. 0. 0.],grinv gobierno quieren tener trato maduro excepto ladrando petr,-1.0
1064,yNOk9IXN-5g,UC5yR5JaAwsQWPhXxWuWBVjg,"Todo venezolano debe regresar a su país a luchar a sacar a maduro, regresenlos nadie los quiere en muchos países, donde van crean zozobra.",[0. 0. 0. ... 0. 0. 0.],venezolano debe regresar luchar sacar maduro regresenlo nadi quier crean zozobra,-1.0
1065,_0PJZV2EhXs,UCBgLr3qfqGHj1OXwD8e7rBw,"Las cosas se dejaron avanzar mucho, a tal punto que un día Rusia estaría convertida en lo que hoy es Afganistán, Irak, Yugoslavia y tanto país que ha caído bajo las armas del la máquina de guerra del los EEUU llamada OTAN. El día que los EEUU no pueda pisotear el país de su elección, deberá  respaldar su gigantesca deuda externa con oro o con lo que pueda. Así caen los imperios.",[0. 0. 0. ... 0. 0. 0.],cosa dejaron avanzar punto rusia convertida afganist irak yugoslavia bajo arma quina guerra eeuu llamada otan eeuu pueda pisotear elecci deber respaldar gigantesca deuda externa pueda caen imperio,-1.0
1066,_0PJZV2EhXs,UCcmETq1atiJxwVKiA2KsR-g,Novanarecusitarvanapadecercmolosanimalesentendieron❤pasgracias😂,[0. 0. 0. ... 0. 0. 0.],novanarecusitarvanapadecercmolosanimalesentendieron pasgracia,-1.0
1067,_0PJZV2EhXs,UC0DiQetr6SXCKSRiFNHL6lw,Rusia tiene toda la razón para ser lo que es hoy lo han ostigando demasiado les parece  poco el despojo de las  quince repúblicas  ahora se está convirtiendo en amo señor del mundo que les parece vamos rusia,[0. 0. 0. ... 0. 0. 0.],rusia toda ostigando demasiado parec despojo quinc blica ahora convirtiendo mundo parec vamo rusia,-1.0
1068,_0PJZV2EhXs,UCCFTG9Hlj7cFYskA8ekOhyQ,Sois unos sectarios que flipais,[0. 0. 0. ... 0. 0. 0.],sectario flipai,-1.0
1070,_0PJZV2EhXs,UClaOKRjVKO-hZGrzPp9lFWg,Dios los cuide  i los proteja a todos los  inocentes que sufren a causa delas malas desisiones de ambos gobiernos yo tengo fe en Dios que esto pasara i todo bolbera acer como era antes .,[0. 0. 0. ... 0. 0. 0.],dio cuid proteja inocent sufren causa dela mala desision ambo gobierno dio pasara bolbera acer,-1.0
1072,_0PJZV2EhXs,UCphHCsPLQtDlYqLWNUOdCQg,Pura desinformación. Panfleto de guerra,[0. 0. 0. ... 0. 0. 0.],pura desinformaci panfleto guerra,-1.0
1073,_0PJZV2EhXs,UCZA2Wl1l4LnFxnhSlnpzrng,Y como vería usted las armas nucleares en su frontera?? Y como no dice nada del compromiso de la OTAN a través del secretario americano Baker de no extender las armas “ni un centímetro más” de la frontera de la Alemania reunificada” .. su resumen es demasiado resumido .. muy incompleto..,[0. 0. 0. ... 0. 0. 0.],ust arma nuclear frontera dice compromiso otan trav secretario americano baker extend arma cent metro frontera alemania reunificada resumen demasiado resumido incompleto,-1.0
1074,_0PJZV2EhXs,UCT08SVsbDTmjbZvMkSRIHrw,"Decir media verdad es mentir dos veces. Como es posible un concenso absoluto en la  prensa occidental,. En verdad estamos en manos de los anglosajones.",[0. 0. 0. ... 0. 0. 0.],decir media verdad mentir vece posibl concenso absoluto prensa occident verdad mano anglosajon,-1.0
1076,_0PJZV2EhXs,UC9giRButtQseBNAchR93zrA,Porque no preguntas que hacen los americanos dando por culo,[0. 0. 0. ... 0. 0. 0.],pregunta hacen americano dando culo,-1.0
1077,_0PJZV2EhXs,UCpICakw2_q-jeRquubnf2gw,Era una persona admirable y repetable Vladimir Putin hasta que empezl con este abuso!,[0. 0. 0. ... 0. 0. 0.],persona admir repet vladimir putin empezl abuso,-1.0
1079,_0PJZV2EhXs,UC2YDTsdsxwrUl0EiQgNyOGg,Cuántas mentiras más de los malditos de la OTAN cuantas más,[0. 0. 0. ... 0. 0. 0.],nta mentira maldito otan cuanta,-1.0
1081,_0PJZV2EhXs,UCsKzgHC7iF2my8UwPKkQFbw,Es increible como victimizan lo medios a la ucranianos y el pais como si no tuvieran sus manchas en el historial y su presidente lo mismo cualquier pais europeo en la situacion de rusia la gran mayoria de paises por no decir todos habrian hecho lo mismo pero aqui estamos todos hablsnfo de esto y no de otras muchas guerras que llevan mas años sufrirndo pero como este oais es del primer mundo y os veneficia a todos le lameis las botas y es lamentable y se os ve el plumero de lejos,[0. 0. 0. ... 0. 0. 0.],increibl victimizan medio ucraniano pai mancha histori president mismo cualquier pai europeo situacion rusia gran mayoria pais decir habrian hecho mismo aqui hablsnfo mucha guerra llevan sufrirndo oai primer mundo veneficia lamei bota lament plumero lejo,-1.0
1083,_0PJZV2EhXs,UCl5E0GYBSSPw2Y6R7XGpV2w,Y la CIA y los Nazis y Victoria Nulan y las matanzas de civiles en Dombas y los quemados vivos en Odesa y los laboratorios de EU y el golpe de estado?,[0. 0. 0. ... 0. 0. 0.],nazi victoria nulan matanza civil domba quemado vivo odesa laboratorio golp,-1.0
1091,QPnwSnNMZMY,UCcoI3_ICC1I3zEjgLZUhHVA,jajaja lo que no entendí jamás es porque no se cargaron a napoleón la primera vez en vez de desterrarlo...,[0. 0. 0. ... 0. 0. 0.],jajaja entend cargaron napol primera desterrarlo,-1.0
1094,QPnwSnNMZMY,UCHHicndoqnjP6The3fN7Ulg,El mayor genocida y espoliador de los pueblos europeos,[0. 0. 0. ... 0. 0. 0.],mayor genocida espoliador pueblo europeo,-1.0
1095,QPnwSnNMZMY,UCj_xOa0J0kU7dWfo08GDe_A,"Qué pena , la película de Ridley Scott no explota nada todo esto , ni su infancia ni la complejidad de su vida… ni siquiera menciona la guerra de independencia española. Un desastre de película",[0. 0. 0. ... 0. 0. 0.],pena cula ridley scott explota infancia complejidad vida siquiera menciona guerra independencia espa desastr cula,-1.0
1096,QPnwSnNMZMY,UCI8fCjOcsVMls5Eg-PhWHxQ,Mis dos grandes errores tb fueron una rusa y una española...,[0. 0. 0. ... 0. 0. 0.],grand error rusa espa,-1.0
1107,AYQ8hT8cVTE,UCFE-l49MPHvp-k_pRTXcKDw,"La guerra es un lugar donde jóvenes que no se conocen y no se odian se matan entre sí, por la decisión de viejos que se conocen y se odian, pero no se matan",[0. 0. 0. ... 0. 0. 0.],guerra lugar vene conocen odian matan decisi viejo conocen odian matan,-1.0
1109,AYQ8hT8cVTE,UClgkQRqITebz4xFm2BjnF5w,"*Número de soldados participantes y muertos de los países principales de la segunda guerra mundial*

Potencias del eje:
• Alemania 🇩🇪 - 10.000.000 soldados (3.500.000 muertos)
• Italia 🇮🇹 - 4.500.000 soldados (77.494 soldados)
• Japón 🇯🇵 - 7.250.000 soldados (1.219.000 muertos)

Bando aliado:
• Gran Bretaña 🇬🇧 - 4.750.000 soldados (329.000 soldados)
• Estados Unidos 🇺🇸 - 12.000.000 soldados (405.000 muertos)
• Unión Soviética 🇷🇺 - 35.000.000 soldados (7.500.000 muertos)

Pd: Banderas desactualizadas lo sé... Son las del móvil",[0. 0. 0. ... 0. 0. 0.],mero soldado participant muerto principal segunda guerra mundial potencia alemania soldado muerto italia soldado soldado soldado muerto bando aliado gran breta soldado soldado unido soldado muerto sovi tica soldado muerto bandera desactualizada,-1.0
1112,AYQ8hT8cVTE,UCsm_oh3K7JB7Vds-ReqB1IA,Los países perdedores son los que tienen más  dinero y el país USA ganador nos tiene esclavizados NO ENTIENDO,[0. 0. 0. ... 0. 0. 0.],perdedor dinero ganador esclavizado entiendo,-1.0
1116,AYQ8hT8cVTE,UCWL3eFo1XY9ETVx0j6RaekA,"Casi no se notó la clara tendencia de emulación a los aliados, y la minimización de los soviets. Terrible sesgo que ensucia un video muy informativo y bien logrado.",[0. 0. 0. ... 0. 0. 0.],casi clara tendencia emulaci aliado minimizaci soviet terribl sesgo ensucia video informativo bien logrado,-1.0
1118,AYQ8hT8cVTE,UC0AjCwMjyCuZXXJXDFJgqlA,"No me parece dejar a Adolf como el unico villano,este video esta claramente sesgado,lo que dolió fue que Adolf se puso en contra del sistema financiero internacional entre tantas cosas,y adivinen ¿Quienes son los dueños absolutos del sistema financiero internacional?",[0. 0. 0. ... 0. 0. 0.],parec dejar adolf unico villano video clarament sesgado doli adolf puso sistema financiero internacion tanta cosa adivinen absoluto sistema financiero internacion,-1.0
1122,AYQ8hT8cVTE,UCzQ9k_dzATM_V3r0XFgpQmQ,Después algunos nazis llegaron a chile . Apoyando dictaduras latinas .,[0. 0. 0. ... 0. 0. 0.],despu nazi llegaron chile apoyando dictadura latina,-1.0
1126,SbQDx3HlNhE,UCPJh1YP5l57FQLr8CbkSe9w,"Es una sociedad de puros países delincuentes autócratas totalitarios,..... Es como juntar a todos Los bandoleros del lejano oeste y ponerlos a hacerse cargo de los bancos....",[0. 0. 0. ... 0. 0. 0.],sociedad puro delincuent crata totalitario juntar bandolero lejano oest ponerlo hacers cargo banco,-1.0
1127,SbQDx3HlNhE,UC32yY9KqgObAub_RXfwNwbg,De ellos ladrones ya basta el brics tiene que alumbrar maravilla. Ya basta de esos bichos,[0. 0. 0. ... 0. 0. 0.],ladron basta bric alumbrar maravilla basta bicho,-1.0
1128,SbQDx3HlNhE,UC32yY9KqgObAub_RXfwNwbg,Por eso es que estados unidos está llamando guerra por todos lados tienen que caer ya basta que esos países se quieran hacer dueño de lo que no es,[0. 0. 0. ... 0. 0. 0.],unido llamando guerra lado caer basta quieran hacer,-1.0
1136,SbQDx3HlNhE,UCz0jcKCFLn67GSK9Lv0aRDw,QUE SI DIOS NO TE REVELA EL NOMBRE DE SU DINERO RUSIA JAMAS UVIERAMOS VISTO A LOS LOPEZYA FUERA DEL PAIS ENEMIGO,[0. 0. 0. ... 0. 0. 0.],dio revela nombr dinero rusia jama uvieramo visto lopezya pai enemigo,-1.0
1143,SbQDx3HlNhE,UCb9sBmYo3QkXmdI3-HsSO3w,Desde el momento que no van a porder hacer embargos económicos como le estan haciendo a venezuela ... yo diría que sí,[0. 0. 0. ... 0. 0. 0.],momento porder hacer embargo econ mico estan haciendo venezuela,-1.0
1144,SbQDx3HlNhE,UCfMVgBLb_FBF4sjIGBen-8A,"Ellos condenan y no condenan a Rusia, xke son libres en sus opiniones y decisiones, no como el g7 o la unión europea que solo sigue lo que dice EEUU.",[0. 0. 0. ... 0. 0. 0.],condenan condenan rusia libr opinion decision europea solo sigu dice eeuu,-1.0
1149,dkQZRf6g1J4,UCbKNfLYXAg0DY7x6jLEKigg,fakuku eres una caca jaja XD jaja,[0. 0. 0. ... 0. 0. 0.],fakuku caca jaja jaja,-1.0
1155,dkQZRf6g1J4,UCCW0X2n_yLmzF9bSHQcZEOg,"Que mal video el de wild Frank, matando animales pues que poca. Educación de su parte, al trasmitir 1 video así y otra que poca desonra en permanecer con estos tipos de documentales.",[0. 0. 0. ... 0. 0. 0.],video wild frank matando animal pue poca educaci part trasmitir video poca desonra permanec tipo documental,-1.0
1157,dkQZRf6g1J4,UCFZDQeVEOGf2dOVuVhvwJcg,Pobre culebra😢😢🐍🐍,[0. 0. 0. ... 0. 0. 0.],pobr culebra,-1.0
1163,dkQZRf6g1J4,UCbb0b-zsvoujvwrEFXO4iPQ,Leandro error deo,[0. 0. 0. ... 0. 0. 0.],leandro error,-1.0
1165,Cw-qHZemygI,UCrrR4OoWTcMYCpBBwkQUWQw,"Despojos? Que palabra llena de ignorancia; Rusia son los Soviets, siempre han Sido superiores a occidente; aún quedan hijos de la Revolución, que harán respetar a la patria grande, en todo sentido, como ahora que están haciendo temblar y derrotar a los enemigos occidentales.",[0. 0. 0. ... 0. 0. 0.],despojo palabra llena ignorancia rusia soviet siempr sido superior occident quedan hijo revoluci respetar patria grand ahora haciendo temblar derrotar enemigo occidental,-1.0
