,Unnamed: 0,video_id,author,comment,comment_stem,vectores_tfidf,sentiment
714,714,BKNQNzyRydw,UCxvQuCDUtYWc8gs60dP19Qg,"Fue lo mejor que esos estados hoy en día pertenezcan a Eua, de lo contrario vivirian en la pobreza y con pocos o ningún derecho, los gobiernos mexicanos históricamente siempre han sido corruptos y no les importa su población todo lo contrario a los Gringos, a ellos les gusta la riqueza y el desarrollo, a los líderes  mexicanos les gusta enriquecerse ellos mismos y el subdesarrollado acompañado con mucha miseria.",mejor pertenezcan contrario vivirian pobreza poco ning derecho gobierno mexicano hist ricament siempr sido corrupto importa poblaci contrario gringo gusta riqueza desarrollo dere mexicano gusta enriquecers mismo subdesarrollado acompa mucha miseria,[0. 0. 0. ... 0. 0. 0.],-1.0
715,715,MYcuVUBKg7Y,UCNjs8DU69bbhcZ-nvkL4azg,"Muy bonito todo lo que dice este caballero sobre un mundo sin fronteras,pero es solamente un sueño palabras vacías porque la realidad es muy distinta.Una inmigración sin control seria un verdadero desastre.Todas las personas que desean una vida mejor,los delincuentes,terroristas y demás,estarían moviéndose por toda Europa.Muchos irían a Francia,proce
dentes de sus antiguas colonias,otros a Alemania otros a Suecia buscando su alto nivel de vida.En fin por toda Europa.
Pero,¿ como integrar a personas que no necesitas.?
La llegada de personas puede ser buena si esas personas llegan a un país con trabajo para ellos.
Los andaluces que trabajaron en otros países europeos iban con un contrato y cuando terminaba los enviaban a su casa.",bonito dice caballero mundo frontera solament palabra realidad distinta inmigraci control seria verdadero desastr toda persona desean vida mejor delincuent terrorista movi ndose toda europa francia proce dent antigua colonia alemania suecia buscando alto nivel vida toda europa integrar persona necesita llegada persona pued buena persona llegan trabajo andaluc trabajaron europeo iban contrato terminaba enviaban casa,[0. 0. 0. ... 0. 0. 0.],0.0
716,716,MYcuVUBKg7Y,UC73j_9YqhhkRV_IYtoUKlXw,Excelente nada mas realista que lo que dijo el señor al final del  video  y que vien se siente  cuando se tiene luz en el serebro  saber que hay siquiera una persona igual  algo que es muy difícil de encontrar  porque lo normal es   encontrar  descerebrados,excelent realista dijo final video vien serebro saber siquiera persona igual encontrar normal encontrar descerebrado,[0. 0. 0. ... 0. 0. 0.],0.0
717,717,MYcuVUBKg7Y,UChOLiO6xYWBUqQK7U4Un0nA,"Es sobre cualquier cosa, pero no sobre Andalucía.",cualquier cosa andaluc,[0. 0. 0. ... 0. 0. 0.],0.0
718,718,MYcuVUBKg7Y,UCskpB3a3J3tGLcVfbnVzVWw,"Soy una estadounidense, mi sueño es mudar algún día a Andalucía, parece que está lleno con cultura u felicidad. Anhelo por la vida relajada y cariñosa que está presente a través del Europa del sur, aquí en los Estados Unidos hay tanto estrés y la gente solamente le importa trabajar y trabajar más. Espero que mis antepasados nunca hubieran salido del Sicilia al principio del siglo veinte. Después de ruso quiero aprender italiano y catalán. Perdóneme por mi español malo.",estadounidens mudar andaluc parec lleno cultura felicidad anhelo vida relajada cari present trav europa unido estr gent solament importa trabajar trabajar espero antepasado nunca salido sicilia principio siglo veint despu ruso quiero aprend italiano catal perd neme espa malo,[0. 0. 0. ... 0. 0. 0.],0.0
719,719,MYcuVUBKg7Y,UChJTAZpjet6nNxva0Z6Wvhw,Que sabias palabras las del fotografo en la parte final del documental.,sabia palabra fotografo part final document,[0. 0. 0. ... 0. 0. 0.],0.0
720,720,MYcuVUBKg7Y,UCHwHfxLUPJ0cZgjbW1E5k8g,Tremenda reflexion de Jose Luis. Un grande,tremenda reflexion jose lui grand,[0. 0. 0. ... 0. 0. 0.],1.0
721,721,MYcuVUBKg7Y,UCAJavihf3nd7WPWgO52GGsg,"Hace muchos años que tuve la idea de viajar por el Medio desde donde comienza a la derecha la gran África con Marruecos al a entrada y España rumbo a Alejandría en Egipto frente al delta del Mar Rojo según mi creencia de que aún existían Los Faros antiguos y con la imagen de los faros en mi mente... No me había dado cuenta de que ya no existían; eso fue en tiempos muy antiguos y, para mí desengaño... ¡!Y NO ESTABAN!! Pero no qué nunca me imaginé es qué me encontraría en él mismísimo punto geografíco donde está en oriente de Europa 😮 y Medio oriente con África. Inesperado me resultó pues le di la  vuelta desde Turquía con  Estambul  a la salida o muy cerca  del Mar Negro, conociendo y sorprendido de dónde andaba éste Mexicano continúe por el frente de Turquía al otro lado del Mediterráneo pasando por Grecia y sus Islas  hasta el Sur de España frente a Marruecos ¡¡Gran Viaje - & Otra Gran Aventura pero Los Faros antiguos no aparecieron 😵‍💫 y como buen Mexicano conmigo llevé muchos 🌶️🌶️itos😂😂",hace idea viajar medio comienza derecha gran frica marrueco entrada espa rumbo alejandr egipto frent delta rojo creencia exist faro antiguo imagen faro ment dado cuenta exist tiempo antiguo desenga nunca imagin encontrar mism simo punto geograf orient europa medio orient frica inesperado result pue vuelta turqu estambul salida cerca negro conociendo sorprendido andaba mexicano contin frent turqu lado mediterr pasando grecia isla espa frent marrueco gran viaj gran aventura faro antiguo aparecieron buen mexicano conmigo llev ito,[0. 0. 0. ... 0. 0. 0.],0.0
722,722,MYcuVUBKg7Y,UCFfQGweTZmCJLHenwKfkOYQ,"No estoy de acuerdo con lo que dice el fotografo del final del reportaje sobre la inmigracion. Sinceramente creo que lo dice solo por quedar bien. En Andalucia y España no caben tantos inmigrantes africanos como los que vendrian si no hubiese controles fronterizos. Cuando los españoles emigraron a otros paises europeos en el siglo pasado no lo hacian de manera ilegal. Tenian contratos de trabajo y documentacion en regla. Además eran muy pocos en comparacion con los inmigrantes africanos que ahora emigran a España y a Europa en general. Lo que hay que hacer es invertir, desarrollar el continente africano y que cada uno viva en su pais. Solo así los desplazamientos de un continente al otro se harian por turismo y no por inmigracion.",acuerdo dice fotografo final reportaj inmigracion sincerament creo dice solo quedar bien andalucia espa caben tanto inmigrant africano vendrian control fronterizo espa ole emigraron pais europeo siglo pasado hacian manera ileg tenian contrato trabajo documentacion regla adem poco comparacion inmigrant africano ahora emigran espa europa gener hacer invertir desarrollar continent africano cada viva pai solo desplazamiento continent harian turismo inmigracion,[0. 0. 0. ... 0. 0. 0.],0.0
723,723,MYcuVUBKg7Y,UCndgBugKC2g9POzhjpu85aQ,Te,,[0. 0. 0. ... 0. 0. 0.],
724,724,MYcuVUBKg7Y,UC2kW6cSAjwrpPAjAnpwt94A,"La tierra del flamenco, de los gitanos. (verdades que España intenta negarle esa descendencia entre judía y árabe que migraron a España llevando con ellos el flamenco).",tierra flamenco gitano verdad espa intenta negarl descendencia rabe migraron espa llevando flamenco,[0. 0. 0. ... 0. 0. 0.],0.0
725,725,MYcuVUBKg7Y,UC0mDtdYZeoe3Y4Vk9uwKDfQ,Qué orgullo de ser de Granada ❤️ es Mágica ❤️,orgullo granada gica,[0. 0. 0. ... 0. 0. 0.],1.0
726,726,MYcuVUBKg7Y,UCv-Si0nhkUGmzHvhUVXumiw,Mirate la cara chico? ...mejornai hablas en urdu en vez de ingles:no crees?,mirat cara chico mejornai habla urdu ingl cree,[0. 0. 0. ... 0. 0. 0.],0.0
727,727,MYcuVUBKg7Y,UCv-Si0nhkUGmzHvhUVXumiw,Come on !! Un Pakistan preguntando??,come pakistan preguntando,[0. 0. 0. ... 0. 0. 0.],0.0
728,728,MYcuVUBKg7Y,UCIh0esAXEb0pslImARlyLbA,"La polémica del legado morisco en España es constante unos dicen que fue bueno otros que no, pero es evidente y profunda y cada día se amplia con el reemplazo de la población debido a la baja natalidad.",mica legado morisco espa constant dicen bueno evident profunda cada amplia reemplazo poblaci debido baja natalidad,[0. 0. 0. ... 0. 0. 0.],0.0
729,729,MYcuVUBKg7Y,UCgNum2Xg9UHF7J5rTkJLppw,"El ""Mediterráneo"", a través del clichés centroeuropeos de lo semi exótico y no del todo civilizatorio, de lo periférico, de lo ajeno, de lo no europeo. Como si Europa, en realidad, no fuera un fruto esencialmente del Mediterráneo. Menudo empacho de tópicos.",mediterr trav clich centroeuropeo semi tico civilizatorio perif rico ajeno europeo europa realidad fruto esencialment mediterr menudo empacho pico,[0. 0. 0. ... 0. 0. 0.],-1.0
730,730,MYcuVUBKg7Y,UCKaM6OfRR4gpaaYbyoss7Nw,"BEAUTIFUL ❤❤❤❤🌹🌹
Saludos desde Miami !!!",beauti saludo miami,[0. 0. 0. ... 0. 0. 0.],1.0
731,731,MYcuVUBKg7Y,UCqG6yNBMV5HLm4C2OVx1Obw,El viento no tiene fronteras 💚,viento frontera,[0. 0. 0. ... 0. 0. 0.],0.0
732,732,MYcuVUBKg7Y,UCCxeLAyWaKgCKtmwL3rRAeQ,"Andalucía es el paraíso del mediterráneo, me encantaría visitarlo algún día.",andaluc mediterr encantar visitarlo,[0. 0. 0. ... 0. 0. 0.],1.0
733,733,MYcuVUBKg7Y,UC_B_xJE_jbbDqwQlpRBLfJg,Sou um admirador da Andaluzia.Espero poder visitar em breve !,admirador andaluzia espero poder visitar breve,[0. 0. 0. ... 0. 0. 0.],1.0
734,734,MYcuVUBKg7Y,UCww5up_ADAc04FVI67_sEFA,La ola de DW siempre sorprendiendonos. Danke!! DW,siempr sorprendiendono dank,[0. 0. 0. ... 0. 0. 0.],0.0
735,735,0nhy_k0QS_8,UC41TqsqAPAdze6hpyaRpQvQ,"""desierto de las tabernas""? alli se bebe bien o qué?",desierto taberna alli bebe bien,[0. 0. 0. ... 0. 0. 0.],0.0
736,736,0nhy_k0QS_8,UCq4xgY2xA2lMge9g1_SSkbA,Hitler,hitler,[0. 0. 0. ... 0. 0. 0.],0.0
737,737,0nhy_k0QS_8,UC_r5q3qGvsfoY5jMjurDVYw,"Lo de la tortilla a la francesa no es ni Española ni francesa, se la comió por primera vez un persa en el 5000 a.c",tortilla francesa espa francesa comi primera persa,[0. 0. 0. ... 0. 0. 0.],0.0
738,738,0nhy_k0QS_8,UCLqnhk49QQrEoi39xWAN_Gg,Tambien es el pais que más oro se a llevado y no hablo de medallas :v,tambien pai llevado hablo medalla,[0. 0. 0. ... 0. 0. 0.],0.0
739,739,0nhy_k0QS_8,UCYM_9zrPOojHETItecagSDQ,"Y otra curiosidad, España es el país más racista del mundo",curiosidad espa racista mundo,[0. 0. 0. ... 0. 0. 0.],0.0
740,740,0nhy_k0QS_8,UCxRkawUuvZxo_lIq6QQ90kQ,Invasores 😂,invasor,[0. 0. 0. ... 0. 0. 0.],0.0
741,741,0nhy_k0QS_8,UC6IINgJO1RjL1z3IDEhtJlQ,Muy buen videooo ❤,buen videooo,[0. 0. 0. ... 0. 0. 0.],1.0
742,742,0nhy_k0QS_8,UC2xE3OOAHXG74TWUF8dFhLg,"Estooo,la ciudad mas antigua de Europa es Úbeda,un saludo",estooo ciudad antigua europa beda saludo,[0. 0. 0. ... 0. 0. 0.],0.0
743,743,0nhy_k0QS_8,UCaBRwal8-L1_cIsARdYecsA,"Tiene huevos que me digas que el faro de Hércules es el faro activo mas antiguo del mundo, y no me digas cuando fue construido",huevo diga faro rcule faro activo antiguo mundo diga construido,[0. 0. 0. ... 0. 0. 0.],0.0
744,744,0nhy_k0QS_8,UCwJQqp6W6j_weSBcnIgHv2Q,Espanha significa unión de los pueblos ibéricos Hispania de donde viene España es como llamaban Los romanos a la península Ibérica iberia=Hispania=Espanya,espanha significa pueblo rico hispania vien espa llamaban romano nsula rica iberia hispania espanya,[0. 0. 0. ... 0. 0. 0.],0.0
745,745,0nhy_k0QS_8,UC7TxYwyqBmjti2xnR9SIWIg,No me creo ná,creo,[0. 0. 0. ... 0. 0. 0.],0.0
746,746,0nhy_k0QS_8,UCCjHl9cvnXtu5kV-XpDcZdA,Miles de años estudiando los meridianos y los husos horario. Llega Franco y pone la hora qué quiere.,mile estudiando meridiano huso horario llega franco pone hora quier,[0. 0. 0. ... 0. 0. 0.],0.0
747,747,0nhy_k0QS_8,UC8Bkv12rPZqdbfqiS-jdn7g,Le falto decir que entre los siglos XlV y XV las riquezas que tiene ahora es de latinoamerica jajajajja,falto decir siglo riqueza ahora latinoamerica jajajajja,[0. 0. 0. ... 0. 0. 0.],0.0
748,748,0nhy_k0QS_8,UCc4bCZ_kWe6Il0Eh9vbNyFA,"Desierto DE TABERNAS.. no de ""Las""",desierto taberna,[0. 0. 0. ... 0. 0. 0.],0.0
749,749,0nhy_k0QS_8,UCWWGHp9xY8wE1YMjU9C5LiQ,Que hermosa la madre patria. Saludos desde Argentina 🇦🇷❤🇪🇦,hermosa madr patria saludo argentina,[0. 0. 0. ... 0. 0. 0.],1.0
750,750,0nhy_k0QS_8,UCYm7LJmn_odG3wajD7r0xOg,Por eso nos gusta el.conejos al ajillo!!!,gusta conejo ajillo,[0. 0. 0. ... 0. 0. 0.],0.0
751,751,0nhy_k0QS_8,UCYm7LJmn_odG3wajD7r0xOg,Vaya que somos estupendos!!!,vaya estupendo,[0. 0. 0. ... 0. 0. 0.],-1.0
752,752,0nhy_k0QS_8,UC4MI5pZlMhbwrm4Jx60HhnA,Cómo no va a tener recursos España si se robaron el oro de los pueblos conquistados en América y aún siguen enriqueciéndose para taparle el culo a su rey,tener recurso espa robaron pueblo conquistado rica siguen enriqueci ndose taparl culo,[0. 0. 0. ... 0. 0. 0.],-1.0
753,753,0nhy_k0QS_8,UCaOniIkNpU9_uSLkSsQ8gqw,Hace de varios países 🇦🇷🇦🇷🇦🇷🇦🇷,hace vario,[0. 0. 0. ... 0. 0. 0.],0.0
754,754,0nhy_k0QS_8,UCPnvMwvNHBeqAPgfAgnWGdA,Otra curiosidad: es el país con más envidiosos y soberbios que les encanta dar envidia a los demás por metro cuadrado...,curiosidad envidioso soberbio encanta envidia metro cuadrado,[0. 0. 0. ... 0. 0. 0.],-1.0
755,755,qB7qTgeIFbA,UCI2RyDbC4PfyQQWeaAgrWbw,"Se levantaron para salvar la vida,en España había un régimen de terror para los católicos",levantaron salvar vida espa gimen terror lico,[0. 0. 0. ... 0. 0. 0.],-1.0
756,756,qB7qTgeIFbA,UCB5ca3jQ7jYC65AM5_Q1UIg,"Golpe de Estado y genocidio. Llamen a las cosas por su nombre , no sean sinvergüenzas.",golp genocidio llamen cosa nombr sinverg enza,[0. 0. 0. ... 0. 0. 0.],-1.0
757,757,qB7qTgeIFbA,UC3vyMn8Gn6t54qn_5Lt_4wQ,que excelente video es cautivante del principio,excelent video cautivant principio,[0. 0. 0. ... 0. 0. 0.],1.0
758,758,qB7qTgeIFbA,UC8nLf9jMYfWAsjtaxWF3jHg,"Señores de DMAX,lo primero es que un alzamiento lo realiza el pueblo,la gente,esto fue un golpe de estado militar,a ver si dejan de blanquear las cosas y empiezan a llamar las cosas por su nombre .....golpe de estado militar y no tiene otro nombre",ore dmax primero alzamiento realiza pueblo gent golp militar dejan blanquear cosa empiezan llamar cosa nombr golp militar nombr,[0. 0. 0. ... 0. 0. 0.],-1.0
759,759,qB7qTgeIFbA,UCj45XopGYTX-YW443tfbycg,La historia suele repetirse y tristemente el bando (utilizando la terminología del excoletas) de los perdedores parece que se empecinan en su revanchismo (que no memoria) historico con sus ataques a la Constitución y a la separación de poderes del estado que provoca de nuevo el enfrentamiento social de las dos españas,historia suel repetirs tristement bando utilizando terminolog excoleta perdedor parec empecinan revanchismo memoria historico ataqu constituci separaci poder provoca nuevo enfrentamiento social espa,[0. 0. 0. ... 0. 0. 0.],-1.0
760,760,qB7qTgeIFbA,UCn6ShBiKeVryMFQ97wKxJ6g,La segunda república cayó porque al igual que en nuestra actualidad se estaban dando los pasos para la instauración de una dictadura de izquierdas en aquella época alimentada por Lenin y hoy por Putin. Esa es la realidad probada con los hechos históricos del pasado y presente.,segunda blica igual actualidad dando paso instauraci dictadura izquierda aquella poca alimentada lenin putin realidad probada hecho hist rico pasado present,[0. 0. 0. ... 0. 0. 0.],-1.0
761,761,qB7qTgeIFbA,UCdMZLaNed2eYjJaHaQk2C5w,Si a Goded se le pasó por las armas...que habría que hacer con el fugado...?,gode arma habr hacer fugado,[0. 0. 0. ... 0. 0. 0.],0.0
762,762,qB7qTgeIFbA,UCjYqCRGjMzQa_N7JwzxjWDw,"Excelente 👌 que fuese en Melilla.
Por eso Sánchez y los rojos se la quieren entregar a Marruecos.

La izquierda violenta repartiendo armas en la población que ruina como ahora",excelent melilla nchez rojo quieren entregar marrueco izquierda violenta repartiendo arma poblaci ruina ahora,[0. 0. 0. ... 0. 0. 0.],-1.0
763,763,qB7qTgeIFbA,UC-ti5vmYbYBykI2vmC2dLbw,"2023, seguimos igual... Quieren otra vez lo mismo...",seguimo igual quieren mismo,[0. 0. 0. ... 0. 0. 0.],0.0
764,764,qB7qTgeIFbA,UC5mWQfOYdr7H-A1leLZDANg,"Menos mal que hubo un levantamiento nacional, sino habríamos sido un satélite de la URSS. 

Por cierto, menos inútiles los que han redactado el guión del video, no dan una desde que llaman ""colonia"" a Ceuta",meno levantamiento nacion sino habr amo sido lite urss cierto meno tile redactado video llaman colonia ceuta,[0. 0. 0. ... 0. 0. 0.],-1.0
765,765,qB7qTgeIFbA,UC7vPya1m3G1QV85A8pd-D7Q,Sabemos que aqui el culpable es sanchez tiene tanta ansia de poder que a el no le importa los jaleos en las cdlles a el le gustaria que el rey iciera como su bisabuelo y eso españa no lo va a consentir a sanchez y su gobierno ay que echarlos,sabemo aqui culpabl sanchez tanta ansia poder importa jaleo cdlle gustaria iciera bisabuelo espa consentir sanchez gobierno echarlo,[0. 0. 0. ... 0. 0. 0.],-1.0
766,766,qB7qTgeIFbA,UCqLMF19CaFTh3MOJcE1bYMQ,"Alzamiento nacional no, golpe de estado",alzamiento nacion golp,[0. 0. 0. ... 0. 0. 0.],0.0
767,767,qB7qTgeIFbA,UClAKGkZqRWgYyx0UKcjhbUQ,Osea....que el alzamiento empezó  con un vuelo de Franco.😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,osea alzamiento empez vuelo franco,[0. 0. 0. ... 0. 0. 0.],0.0
768,768,qB7qTgeIFbA,UCwa_Lnh_JTHqNjlR2o-0wCQ,"Que mas da lo que aqui se diga, el caso que la republica amaño las elecciones como ha realizado el gobierno actual, y el bando nacional les dio su merecido con sangre y lagrimas, y como el gobierno actual parece no aprender y juega sucio como lo hizo aquel gobierno comunista de la segunda republica, pues supongo que le daran su merecido tambien, sea del tipo que sea, quizas esta vez sea mas pacifico el merecido quien sabe, supongo que eso lo juzgara la historia y a su vez sera en medida digo yo de en la proporcion a la que esten enfadando al pueblo…


VIVA ESPAÑA!!!!! ABAJO EL COMUNISMO!!!! 🇪🇸",aqui diga caso republica eleccion realizado gobierno actual bando nacion merecido sangr lagrima gobierno actual parec aprend juega sucio hizo aquel gobierno comunista segunda republica pue supongo daran merecido tambien tipo quiza pacifico merecido sabe supongo juzgara historia sera medida digo proporcion esten enfadando pueblo viva espa abajo comunismo,[0. 0. 0. ... 0. 0. 0.],-1.0
769,769,qB7qTgeIFbA,UCivYsxuz0FLjVXdcmIJsWhw,Comunismo libertario,comunismo libertario,[0. 0. 0. ... 0. 0. 0.],-1.0
770,770,qB7qTgeIFbA,UCEklgJhHsZqdEAjTi6qPuZQ,"O sea ,explicacion del golpe de estado",explicacion golp,[0. 0. 0. ... 0. 0. 0.],0.0
771,771,qB7qTgeIFbA,UCt8DrEd7YdZA6EM8_OtQjLA,exactemente: o se sublevan o los matan… el comunismo (y socialismo) es lo peor para un país 🥹🥹,exactement sublevan matan comunismo socialismo peor,[0. 0. 0. ... 0. 0. 0.],-1.0
772,772,qB7qTgeIFbA,UCYs8VZiwOdCpj3JNKOO8tkw,"Alzamiento no, golpe de estado.",alzamiento golp,[0. 0. 0. ... 0. 0. 0.],0.0
773,773,qB7qTgeIFbA,UCzQvTv79nklP-EvLfwDSMZg,"NOS LIBRÓ DEL COMUNISMO. 
ARRIBA ESPAÑA.",libr comunismo arriba espa,[0. 0. 0. ... 0. 0. 0.],0.0
774,774,qB7qTgeIFbA,UCs24MRvL4vfxEi0WLK2O06w,No estaría mal si añadirían los SUBTITULOS EN ESPAñOL!!!!,adir subtitulo espa,[0. 0. 0. ... 0. 0. 0.],0.0
775,775,5CCYyEzftJA,UCBIMW0ZhwULY_x7fdaPRPiQ,"*GUÍA CRONOLÓGICA DE LOS VÍDEOS EN LISTAS DE REPRODUCCIÓN*
🦕 1) Eras geológicas y Prehistoria ➤ https://bit.ly/3lz1mkN
🌞 2) Mesopotamia, Sumeria, Persia... ➤ https://bit.ly/2GzMMqh
🐊 3) Antiguo Egipto, arte y mitología egipcia ➤ https://bit.ly/2VZftSG
🔯 4) Resumen de la Biblia, judaísmo y cristianismo ➤ https://bit.ly/2UOnA8i
🎭 5) Antigua Grecia y mitología griega ➤ https://bit.ly/2XAuhaZ
🗿 6) Europa Prerromana: Indoeuropeos y Celtas ➤ https://bit.ly/3f4zMum
🏛 7) Antigua Roma, República e Imperio Romano ➤ https://bit.ly/2PoPnWP
🌎 8) América Precolombina: Aztecas, mayas e incas ➤ https://bit.ly/2UMPhhQ
🉐 9) Historia de Japón, China, Corea y la India ➤ https://bit.ly/3cTuO0T
🇪🇸 10) Historia de España medieval ➤ https://bit.ly/2UvCWt9
⛪ 11) El Imperio Bizantino y Constantinopla ➤ https://bit.ly/2IJXvjr
🇫🇷 12) Francia Medieval, Carlomagno, los Capeto ➤ https://bit.ly/2DnE2S4
⛄ 13) Vikingos y Escandinavia ➤ https://bit.ly/2PnXpiL
👑 14) Sacro Imperio Romano Germánico ➤ https://cutt.ly/wxfHFBG
🕌 15) Islam y Califatos Musulmanes ➤ https://cutt.ly/pxfHMY6
🐆 16) Historia de África Subsahariana ➤ https://cutt.ly/pxfH2bl
🏰 17) Historia de Inglaterra Medieval ➤ https://cutt.ly/yxfH8u8
🇷🇺 18) Historia de Rusia y Europa del Este ➤ https://cutt.ly/mKDxl9O
🏝 19) Historia de Oceanía y Sudeste Asiático ➤ https://cutt.ly/IKDxRul
💒 20) Historia de la Italia Medieval ➤ https://cutt.ly/mKDxf3Q
🇮🇹 21) Historia de la Italia Moderna ➤ https://cutt.ly/GKDxdUF
🇪🇸 22) Historia del Imperio Español ➤ https://cutt.ly/YKDxaOb
🌎 23) Los Virreinatos de América ➤ https://cutt.ly/3KDxocS
🇫🇷 24) Francia Edad Moderna ➤ https://cutt.ly/eKDxt6Z
🇬🇧 25) El Imperio Británico ➤ https://cutt.ly/IKDxe8J
🗽 26) Historia de los Estados Unidos y Canadá ➤ https://cutt.ly/JKDxqpE
🌯 27) El Imperio Otomano ➤ https://cutt.ly/9KDz5n4
🚂 28) Historia Siglo XIX (1800-1900) ➤ https://cutt.ly/5KDz4w7
💣 29) Historia Siglo XX (1900-2000) ➤ https://cutt.ly/6KDz2f1
🚀 30) Historia Siglo XXI (2000-act.) ➤ https://cutt.ly/TKDz1Zf
〰〰〰〰〰〰〰〰〰〰〰〰〰〰〰〰〰〰〰〰〰〰〰〰〰〰〰
⌛ Resúmenes de Filosofía ➤ https://bit.ly/2DrIoHR
🎨 Resúmenes Historia del Arte ➤ https://bit.ly/2VcxwrB
🐉 Resúmenes Mitología, mitos y leyendas ➤ https://bit.ly/2IxOgDK
🔬 Resúmenes Historia de la Ciencia y Tecnología ➤ https://bit.ly/2KTlbEK
🧠 VÍDEOS RECOPILATORIOS ➤ https://cutt.ly/SKDbCyr
💥 TODOS LOS VÍDEOS ORDENADOS ➤ https://cutt.ly/JKDxLs6
👨‍🎨 BIOGRAFÍAS ➤ https://cutt.ly/JKDxjh0
🌐 HISTORIA EN INGLÉS ➤ https://cutt.ly/HKDxQYa
🛎 Leyendo Comentarios WTF ➤ https://cutt.ly/7KDxOIF
📚 Mi libro de Historia Antigua ➤ https://amzn.to/2UO3RW3
📚 Mi libro de Ciudades Perdidas ➤ https://amzn.to/3c2Lm7k",cronol gica deo lista reproducci geol gica prehistoria http mesopotamia sumeria persia http gzmmqh antiguo egipto art mitolog egipcia http vzftsg resumen biblia juda cristianismo http uona antigua grecia mitolog griega http xauhaz europa prerromana indoeuropeo celta http zmum antigua roma blica imperio romano http popnwp rica precolombina azteca maya inca http umphhq historia china corea india http ctuo historia espa mediev http uvcwt imperio bizantino constantinopla http ijxvjr francia mediev carlomagno capeto http vikingo escandinavia http pnxpil sacro imperio romano germ nico http cutt wxfhfbg islam califato musulman http cutt pxfhmi historia frica subsahariana http cutt pxfh historia inglaterra mediev http cutt yxfh historia rusia europa http cutt mkdxl historia ocean sudest tico http cutt ikdxrul historia italia mediev http cutt mkdxf historia italia moderna http cutt gkdxduf historia imperio espa http cutt ykdxaob virreinato rica http cutt kdxoc francia edad moderna http cutt ekdxt imperio brit nico http cutt ikdx historia unido canad http cutt jkdxqpe imperio otomano http cutt historia siglo http cutt historia siglo http cutt historia siglo http cutt tkdz mene filosof http driohr mene historia art http vcxwrb mene mitolog mito leyenda http ixogdk mene historia ciencia tecnolog http ktlbek deo recopilatorio http cutt skdbcyr deo ordenado http cutt jkdxl biograf http cutt jkdxjh historia ingl http cutt hkdxqya leyendo comentario http cutt kdxoif libro historia antigua http amzn libro ciudad perdida http amzn,[0. 0. 0. ... 0. 0. 0.],0.0
776,776,5CCYyEzftJA,UC5HHWz8Bscu6lACVemXD-_A,"Este canal ya es patrimonio de la humanidad, una joya!",canal patrimonio humanidad joya,[0. 0. 0. ... 0. 0. 0.],1.0
777,777,5CCYyEzftJA,UC9hpRh8mWFi3FXimddBmO3A,"Putez, hijdepoouiojbikkdss 😂",putez hijdepoouiojbikkdss,[0. 0. 0. ... 0. 0. 0.],-1.0
778,778,5CCYyEzftJA,UChOHCjhbMYwGNL5TqgsLnaA,Ispaniá la llamaban los griegos porque era la ciudad donde se escondía el sol. Haciendo referencia a sus largos días... Con gusto.,ispani llamaban griego ciudad escond haciendo referencia largo gusto,[0. 0. 0. ... 0. 0. 0.],0.0
779,779,5CCYyEzftJA,UC9jugO3Ynn09W2OyRGlYEDg,¡Que obra más vasta y completa!...Solo un dios de la historiografía podría ser capaz de algo así ❤,obra vasta completa solo dio historiograf podr capaz,[0. 0. 0. ... 0. 0. 0.],0.0
780,780,5CCYyEzftJA,UCmXcCyWGmo6PKki5N_tQxWw,lo que quieras,quiera,[0. 0. 0. ... 0. 0. 0.],0.0
781,781,5CCYyEzftJA,UCTIP4hl3MHixC9OwgBN9WbQ,Osea que los inglese son amigos de los españoles por lo tanto tiemen derwcho a la corona,osea ingles amigo espa ole tiemen derwcho corona,[0. 0. 0. ... 0. 0. 0.],-1.0
782,782,5CCYyEzftJA,UCmvbREEdCQDef2LMy0hhG4A,Me has esplicado tooodo de los Visigodos y nada de los Suevos…,esplicado tooodo visigodo suevo,[0. 0. 0. ... 0. 0. 0.],-1.0
783,783,5CCYyEzftJA,UCy18VwcH-1R3eTY9PnOl6Sg,Parece que no hay parte de la historia sin guerra. Hay que admitir su naturaleza aunque yo no lo siento asi,parec part historia guerra admitir naturaleza aunqu siento,[0. 0. 0. ... 0. 0. 0.],0.0
784,784,5CCYyEzftJA,UC_I7oJw-2ih7EVYP2WkndkQ,"Amo repasar éstos videos. Nunca los dejo del todo. Aplausos desde el sur sur d América, Argentina 🇦🇷",repasar sto video nunca dejo aplauso rica argentina,[0. 0. 0. ... 0. 0. 0.],0.0
785,785,5CCYyEzftJA,UCRwucwOPqOpoDkv544WEEBg,"¿En serio crees que me voy a ver 9 horas de video de la historia de España solo por diversión?
Pues sí.
En mi opinión este video está mucho mejor explicado que los capítulos por separado. BUEN VIDEO",serio cree hora video historia espa solo diversi pue opini video mejor explicado tulo separado buen video,[0. 0. 0. ... 0. 0. 0.],0.0
