,Unnamed: 0,video_id,author,comment,comment_stem,vectores_tfidf,sentiment
3275,3275,aEFhUH6Ijcw,UCONOCG-v59yg-hccINk4AMw,Disidencia controlada,disidencia controlada,[0. 0. 0. ... 0. 0. 0.],0.0
3276,3276,aEFhUH6Ijcw,UC-BJUGOFBJyMQtCKS53m4Fw,"Sánchez, el mayor traidor en la historia de España.",nchez mayor traidor historia espa,[0. 0. 0. ... 0. 0. 0.],-1.0
3277,3277,aEFhUH6Ijcw,UCHhXQ7hGgGj9ZtzjPMN67BQ,Sánchez corrupto a prisión con Puigdemont.,nchez corrupto prisi puigdemont,[0. 0. 0. ... 0. 0. 0.],-1.0
3278,3278,aEFhUH6Ijcw,UCfLzJBlZsenAbSk9yhC32yg,El Rey tiene que sacar el ejército ya,sacar rcito,[0. 0. 0. ... 0. 0. 0.],0.0
3279,3279,aEFhUH6Ijcw,UCBZvw9q_wDx2KYU9ZxQXW5A,Pedro y secuaces al penar de chinchilla donde no puedan salir,pedro secuac penar chinchilla puedan salir,[0. 0. 0. ... 0. 0. 0.],0.0
3280,3280,aEFhUH6Ijcw,UCHBc7s8f02Yfoo57O4X1MSA,Su. Majestad también tendría que haber estado en. Colon,majestad tambi tendr haber colon,[0. 0. 0. ... 0. 0. 0.],0.0
3281,3281,aEFhUH6Ijcw,UCTDid1-bT5xPAfbgSqVVQZA,Cuando el PP os roba no montáis tanto escándalo,roba mont ndalo,[0. 0. 0. ... 0. 0. 0.],0.0
3282,3282,aEFhUH6Ijcw,UCvO7sK--GPFBBC47FEIiCTQ,"Estado de derecho ,muy noble idemocratico, pero continuamente torcido por los salvapatrias de todo rango",derecho nobl idemocratico continuament torcido salvapatria rango,[0. 0. 0. ... 0. 0. 0.],-1.0
3283,3283,aEFhUH6Ijcw,UCvO7sK--GPFBBC47FEIiCTQ,"Pero que habla este hombre!!!, constitucion dictada con amenazas latentes pero perfecta, eterna ,divina, sin posible discusion ni actualizacion",habla hombr constitucion dictada amenaza latent perfecta eterna divina posibl discus actualizacion,[0. 0. 0. ... 0. 0. 0.],0.0
3284,3284,aEFhUH6Ijcw,UCU8Gmgs0tlYJ6oI0OPMQK8w,"Esta derecha como en el 32, incendiando el país, con ellos no hay avance",derecha incendiando avanc,[0. 0. 0. ... 0. 0. 0.],-1.0
3285,3285,aEFhUH6Ijcw,UCZ6iXXXK7fko9ylI_HjvITA,"Y pensar q la desverguenza del presidente nos anuncia si a la amnistía por la union y el bien de España para salvar a España de la derecha....osea anula la constitucion, hace de España un pandero para regalar todo a los separatistas catalanes y vascos se hizo colega de Bildu y de Otegui y dice q es por salvar a Esoaña del PP y Vox que son los (que defienden la nacion). Madre mia del amor hermoso!!! Como la lia un narcisista comunista separatista y egoista para justificar la alta traicion a su pais!!! Hay q ser de hielo para ponerse a decir eso a la nacion....y hay que valer para ello. 
Hace unos años no contabamos q Maduro gobernara nuestro pais pero con la Memoria historica y Educacion para la ciudadania de Zapatero en las aulas sabiamos q no llevavamos buen camino y los resultados estan aqui.",pensar desverguenza president anuncia amnist union bien espa salvar espa derecha osea anula constitucion hace espa pandero regalar separatista catalan vasco hizo colega bildu otegui dice salvar esoa defienden nacion madr amor hermoso narcisista comunista separatista egoista justificar alta traicion pai hielo poners decir nacion valer ello hace contabamo maduro gobernara pai memoria historica educacion ciudadania zapatero aula sabiamo llevavamo buen camino resultado estan aqui,[0. 0. 0. ... 0. 0. 0.],-1.0
3286,3286,Hb_z08exkKE,UCTappfOiqwSo7Cm5Tvbo-5g,Deja de palabrería y pasa a la acción negando la secretaría del partido a sanchez de una vez y nombrad a otro sino lo hacéis sois cómplices de lo que denuncias como anticonstitucional,deja palabr pasa acci negando secretar partido sanchez nombrad sino mplice denuncia anticonstitucion,[0. 0. 0. ... 0. 0. 0.],-1.0
3287,3287,Hb_z08exkKE,UCro77vu6EuE5VBj9q_jkHvQ,Ve al dentista😊,dentista,[0. 0. 0. ... 0. 0. 0.],0.0
3288,3288,Hb_z08exkKE,UCJqH0dW5hOyxPvYmOB2tasQ,Lo antiguo que usted borro son dos millones de muertos españoles impresentable.,antiguo ust borro millon muerto espa ole impresent,[0. 0. 0. ... 0. 0. 0.],0.0
3289,3289,Hb_z08exkKE,UCXcc5jqcI6vhrKmzFc3CY3Q,Ignorante y fascistoide......,ignorant fascistoid,[0. 0. 0. ... 0. 0. 0.],-1.0
3290,3290,Hb_z08exkKE,UCWTdx-zKvsvcgnzONEbgcZg,"Mire Sr. Guerra déjese de bla, bla y bla, plantese en Ferraz y ponga ya de una puñetera vez sentido común en su partido.",mire guerra jese plantes ferraz ponga etera partido,[0. 0. 0. ... 0. 0. 0.],0.0
3291,3291,Hb_z08exkKE,UChItO6p9_tZrjUkVmVGxuNw,Que tipo mas siniestro el corrupto de guerra,tipo siniestro corrupto guerra,[0. 0. 0. ... 0. 0. 0.],-1.0
3292,3292,Hb_z08exkKE,UC1vdEFzzx7zrihkzbKGksQw,"¿Juráis por Dios o prometéis por vuestra conciencia y honor cumplir fielmente vuestras obligaciones militares, guardar y hacer guardar la Constitución como norma fundamental del Estado, obedecer y respetar al Rey y a vuestros jefes, no abandonarlos nunca y, si preciso fuera, entregar vuestra vida en defensa de España?” SÍÍÍÍÍ ¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡ JUROOOO ¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡ 📯📯📯",dio promet conciencia honor cumplir fielment obligacion militar guardar hacer guardar constituci norma fundament obedec respetar jefe abandonarlo nunca preciso entregar vida defensa espa juroooo,[0. 0. 0. ... 0. 0. 0.],0.0
3293,3293,Hb_z08exkKE,UCYLzbOVzSKKPPI0SB_R2oOQ,Vaya cara de víbora tiene este elemento,vaya cara bora elemento,[0. 0. 0. ... 0. 0. 0.],-1.0
3294,3294,Hb_z08exkKE,UChTA00goOstTPPan43tFlww,Adónde quedó este PSOE con sentido de estado? Desde Rubalcaba...,qu psoe rubalcaba,[0. 0. 0. ... 0. 0. 0.],-1.0
3295,3295,Hb_z08exkKE,UCku6eGXbQSe1wikgSiUQcbw,Las palabras se las lleva el viento,palabra lleva viento,[0. 0. 0. ... 0. 0. 0.],0.0
3296,3296,Hb_z08exkKE,UCWf7dxrSeMdS9B7HIffA_kg,"Si las concedía él cuando le salían de los 🥚🥚. Porque lo de Billy el Niño no tiene NOMBRE, entre muchísimos más. Puigdemont es un santo al lado de ese mal nacido...",conc billi nombr much simo puigdemont santo lado nacido,[0. 0. 0. ... 0. 0. 0.],0.0
3297,3297,Hb_z08exkKE,UC2f3v7vQthzoJFGjLzWPlBg,"Es lamentable, sabes lo que hicisteis en el 31-39 y no queréis reconocerlo, devolver lo que expoliasteis    ,sin contar lo de los ERE y el Tito Verni",lament sabe hicistei quer reconocerlo devolv expoliastei contar tito verni,[0. 0. 0. ... 0. 0. 0.],-1.0
3298,3298,Hb_z08exkKE,UCxTwfX_RIlzXVJl0Zo53gWw,"Alfonso Guerra debe aceptar que los dinosaurios pertenecen al pasado. Las sociedades avanzan, y la diversidad política fortalece la democracia. El bipartidismo es una forma de ""dictadura"" blanda.",alfonso guerra debe aceptar dinosaurio pertenecen pasado sociedad avanzan diversidad tica fortalec democracia bipartidismo forma dictadura blanda,[0. 0. 0. ... 0. 0. 0.],-1.0
3299,3299,Hb_z08exkKE,UCVg5cvYtgTKSj5y0znLo1LQ,"Está gagá, pero sigue demostrando que es un interesado ruin. La amnistia no es lo que él dice. Y conste que estoy en contra de que amnistien a los del proces",sigu demostrando interesado ruin amnistia dice const amnistien proce,[0. 0. 0. ... 0. 0. 0.],0.0
3300,3300,Hb_z08exkKE,UCeCGMlF9yrhlIGKT_QHkmCg,Alfonso. Me has decepcionado.  Vives en el pasado. El tiempo te ha comido el cerebro.  Muy mal.,alfonso decepcionado vive pasado tiempo comido cerebro,[0. 0. 0. ... 0. 0. 0.],-1.0
3301,3301,Hb_z08exkKE,UC2AuT835VBr8rdelDlKpBkw,"Si, de acuerdo, pero nadie del Psoe, le para los pies a Sánchez, no nos interesa su gobierno,  nos inquieta con quién pactar, qué hay detrás de cada pacto, PNV  deberia no tenerle tanto miedo a Bildu, necesitamos personas qué nos representen con impetu, liderazgo, qué no bajen los brazos al independentismo, España levantate,  sal a la calle, pronunciate, qué nos oigan en Europa. Viva VOX",acuerdo nadi psoe pie nchez interesa gobierno inquieta pactar detr cada pacto deberia tenerl miedo bildu necesitamo persona representen impetu liderazgo bajen brazo independentismo espa levant call pronunci oigan europa viva,[0. 0. 0. ... 0. 0. 0.],-1.0
3302,3302,Hb_z08exkKE,UC1UTScJVgNxwMkkzvUv2weg,"La vieja guardia Falangista dando lecciones de algo que él de forma cobarde y traidora no sé atrevió a hacer, a saber: Rebelarse contra la Dictadura para acabar con ella. En cambio decidió pactar con ella y traicionar a la Junta Democrática, a todos los demócratas españoles, vuelva a la cueva y cierre la puerta, comisionista Guerra.",vieja guardia falangista dando leccion forma cobard traidora atrevi hacer saber rebelars dictadura acabar cambio decidi pactar traicionar junta democr tica crata espa ole vuelva cueva cierr puerta comisionista guerra,[0. 0. 0. ... 0. 0. 0.],-1.0
3303,3303,Hb_z08exkKE,UC7gVDWPhjF0Y9xYx_ZDjjxg,P😅ero este hombre ya es cavernícola. Tuvo su tiempo y fue . Pero ya pasó y sus opiniones son más bien fuera de época,hombr cavern cola tiempo opinion bien poca,[0. 0. 0. ... 0. 0. 0.],-1.0
3304,3304,Hb_z08exkKE,UCTFztKMzGx0x1CkrjF4I--Q,"""Ellos dicen, los nacionalistas...""
Más nacionalista que este tío...",dicen nacionalista nacionalista,[0. 0. 0. ... 0. 0. 0.],0.0
3305,3305,Hb_z08exkKE,UChk3t181ve-Ab8UvbJR7Dcg,"X que no te callas...
Tu momento ya Pasó. Estas arcaico",calla momento arcaico,[0. 0. 0. ... 0. 0. 0.],-1.0
3306,3306,dWy38wITNcg,UCgPbPNEzjRNF6vowWZQoGsQ,Los empresarios catalanes a aprovecharse de la jugada. “NO COMPRES PRODUCTOS CATALANES”,empresario catalan aprovechars jugada compr producto catalan,[0. 0. 0. ... 0. 0. 0.],0.0
3307,3307,dWy38wITNcg,UCQogsfkQDxBzVO0qsWJdiNQ,"Normal la élite clasista catalana que va apoyar un indepe.... Este es el sinvergüenza que los financia, y luego los idiotas oportunistas que lo ejecutan o le rien las gracias, eso si este vivira en su casoplon ajeno totalmente a la realidad catala, delincuencia, trabajo, vivienda etc",normal lite clasista catalana apoyar indep sinverg enza financia luego idiota oportunista ejecutan rien gracia vivira casoplon ajeno totalment realidad catala delincuencia trabajo vivienda,[0. 0. 0. ... 0. 0. 0.],-1.0
3308,3308,dWy38wITNcg,UCKV2IaWo0SUCVGmIVpCtMVg,Bosotros no sentís berguenza ala desinformación atoda socieda española delo que sele oculta la verdadera información de este gobierno de extrema izquierda porque,bosotro sent berguenza desinformaci atoda socieda espa delo sele oculta verdadera informaci gobierno extrema izquierda,[0. 0. 0. ... 0. 0. 0.],-1.0
3309,3309,dWy38wITNcg,UCQTTz1WxChoXUsZA1mVriyw,BIEN FEIJO FIRME  Y CONTUNDENCIA...,bien feijo firm contundencia,[0. 0. 0. ... 0. 0. 0.],1.0
3310,3310,dWy38wITNcg,UCo-TmdLiA2Ey3xutp5z1RfA,"Madrid deberia aprovechar la oportunidad de crear su propio estado soberano y dejar que el resto de españa sostenga a Cataluña y pais vasco ellos mismos, solo que no con dinero madrileño.",madrid deberia aprovechar oportunidad crear propio soberano dejar resto espa sostenga catalu pai vasco mismo solo dinero madril,[0. 0. 0. ... 0. 0. 0.],-1.0
3311,3311,dWy38wITNcg,UCi5xjEYXwUP30dIHtjbO2RA,"No creo que sea lo mejor... han dicho que lo volverán hacer.. ya esta bien de manipularlo todo. Siempre pagando la fiesta de los que incumplen las leyes. Son unos egoístas, al igual que nuestro presidente del Gobierno. Elecciones si va haber amnistía. #",creo mejor dicho volver hacer bien manipularlo siempr pagando fiesta incumplen ley sta igual president gobierno eleccion haber amnist,[0. 0. 0. ... 0. 0. 0.],-1.0
3312,3312,dWy38wITNcg,UCYQOgJH_W_IbE8AjRjg6akw,Menudos dinverguenzas! Siempre cuatro jo... A la mayoria,menudo dinverguenza siempr cuatro mayoria,[0. 0. 0. ... 0. 0. 0.],-1.0
3313,3313,dWy38wITNcg,UC8AVjc2p1QdHz_5hCXhNX7w,"O lo que es lo mismo, defienden que los criminales ( golpistas, criminales que han pisoteado al Pueblo y a las leyes creadas por el Pueblo) sigan cometiendo delitos mientras nadie hace nada por detenerlos.
¿Si los amnistian y lo vuelven a hacer(ya han dicho que lo volverán a hacer) van a amnistiarlos de nuevo cada vez que cometen el mismo delito qué?

No somos tan tontos, lo siento.
Esos criminales tienen que estar en la cárcel.
Esos criminales y  quienes defienden esas cosas tienen que estar vigilados por el servicio de inteligencia español.
Eso es lo que hay que hacer, punto.",mismo defienden criminal golpista criminal pisoteado pueblo ley creada pueblo sigan cometiendo delito mientra nadi hace detenerlo amnistian vuelven hacer dicho volver hacer amnistiarlo nuevo cada cometen mismo delito tonto siento criminal rcel criminal defienden cosa vigilado servicio inteligencia espa hacer punto,[0. 0. 0. ... 0. 0. 0.],-1.0
3314,3314,dWy38wITNcg,UCbR88aRzCj33LBSPnbPRaig,AMNISTÍA es anticonstitucional alegal amoral vergonzoso rompe el Estado de Derecho y la IGUALDAD de los españoles.,amnist anticonstitucion aleg amor vergonzoso romp derecho igualdad espa ole,[0. 0. 0. ... 0. 0. 0.],-1.0
3315,3315,dWy38wITNcg,UCx8ME3zK4nfhbPzcCulTatg,"Unos politicos amnistiando a otros paea secuir en el Poder. Y lo ñlaman Denocracia. Hemos vuelto a la Edad Media. Ah! Y ellos en Falcon, y tú en tren cafetera o a pie. Y la gente sigue votando",politico amnistiando paea secuir poder laman denocracia vuelto edad media falcon tren cafetera gent sigu votando,[0. 0. 0. ... 0. 0. 0.],-1.0
3316,3316,dWy38wITNcg,UCD1xo_-V2hCXMNWRaIDZndQ,"Manda la Constitución y los que la firmaron tienen el derecho a que les respeten.
En caso contrario sería un golpe de estado contra el pueblo.
Punto",manda constituci firmaron derecho respeten caso contrario golp pueblo punto,[0. 0. 0. ... 0. 0. 0.],0.0
3317,3317,dWy38wITNcg,UCwiuj7pxLY-E5XeWyxmaDdA,manipuladores al servicio del autócrata,manipulador servicio crata,[0. 0. 0. ... 0. 0. 0.],-1.0
3318,3318,dWy38wITNcg,UCzyxAf1ga6mLJT1a2cQBbpA,"Sánchez está vendiendo España a trocitos a sus enemigos,, y a España, a la clase media, le toca pagar la fiesta con sus impuestos.... Salir no van a educación ni a sanidad si no a sobornar a posibles socios que como buitres rodean al presidente conocedores de su ambición",nchez vendiendo espa trocito enemigo espa clase media toca pagar fiesta impuesto salir educaci sanidad sobornar posibl socio buitr rodean president conocedor ambici,[0. 0. 0. ... 0. 0. 0.],-1.0
3319,3319,dWy38wITNcg,UC5_TxFxHhy8wsIREX9E_idA,"Acuerdo entre botarates,Freijoleo, fraudillo, robaperas varios, id todos a la kk, descastados!.",acuerdo botar freijoleo fraudillo robapera vario descastado,[0. 0. 0. ... 0. 0. 0.],-1.0
3320,3320,dWy38wITNcg,UCSQF3slGEKmmmYCNy6LZ5zA,"Estos apoyaron económicamente el proceso de separatismo y ahora quieren que se lo paguemos entre todos, encima de cornudos apaleados, no cabe mas humillación para un pueblo.",apoyaron econ micament proceso separatismo ahora quieren paguemo encima cornudo apaleado cabe humillaci pueblo,[0. 0. 0. ... 0. 0. 0.],-1.0
3321,3321,dWy38wITNcg,UCNyMaooDJizAr1x1DfrGiqQ,Pero esta gente como junts y los empresarios en el mismo sistema económico que la derecha y por eso están de acuerdo con la amnistía pero no están de acuerdo con la economía que lleva la izquierda y la otra izquierda por eso quiere que apoye la derecha espero que Feijóo no lo haga,gent junt empresario mismo sistema econ mico derecha acuerdo amnist acuerdo econom lleva izquierda izquierda quier apoy derecha espero feij haga,[0. 0. 0. ... 0. 0. 0.],0.0
3322,3322,dWy38wITNcg,UC1i73rMlz_5h0dAEGbZU1Jg,Empresarios Catalanes=corrupcion pura y dura.,empresario catalan corrupcion pura dura,[0. 0. 0. ... 0. 0. 0.],-1.0
3323,3323,dWy38wITNcg,UCHOMwns-2fS2L-t-sGj_ALQ,"Teniendo en cuenta que estos del ""Cercle"" son catalanes y seguro que algunos independentistas, lo que manifiestan es lo mismo de siempre: Lo ancho del embudo para ellos y lo estrecho para los demás. ¡¡Viva la igualdad entre españoles!!, por los cojo....",cuenta cercl catalan seguro independentista manifiestan mismo siempr ancho embudo estrecho viva igualdad espa ole cojo,[0. 0. 0. ... 0. 0. 0.],0.0
3324,3324,dWy38wITNcg,UCigUA7N2FLelswxLkJOVDHQ,"Que se vayan por donde amargan los pepinos,el primero, es ASNO de feijoo. Inútil bueno para nada.",vayan amargan pepino primero asno feijoo bueno,[0. 0. 0. ... 0. 0. 0.],-1.0
3325,3325,dWy38wITNcg,UCLX7aNCUaR8ZBc5EVLpdp-Q,"Da lo mismo de donde sea el empresario, siempre estará con el PP, les da mas, pero de algún lado lo quitaran....",mismo empresario siempr lado quitaran,[0. 0. 0. ... 0. 0. 0.],-1.0
3326,3326,AlJgDsonBO0,UCeEXrPQ93phwVegzj1QfiZg,EL REY NO FIRMARA SANCHEZ SE IRA FUERA,firmara sanchez,[0. 0. 0. ... 0. 0. 0.],0.0
3327,3327,AlJgDsonBO0,UC6UWEvaSZb9ZTqDWkLk73uw,"TERESA FREIXES, CATEDRÁTICA DE DERECHO CONSTITUCIONAL, HABLA CLARO
""La única justificación que tiene la anunciada Ley de Amnistía son siete votos a favor de una investidura. El resto es palabrería”. Y añadió desde su madura lucidez: “La amnistía es algo que en el fondo anula al legislador. Anula a los jueces, en este caso, anula y pervierte todo lo que conseguimos con la Constitución y con la Transición. Se aplicaría a quienes han pretendido subvertir el orden constitucional”.",teresa freix catedr tica derecho constitucion habla claro nica justificaci anunciada amnist siet voto favor investidura resto palabr madura lucidez amnist fondo anula legislador anula juec caso anula perviert conseguimo constituci transici aplicar pretendido subvertir orden constitucion,[0. 0. 0. ... 0. 0. 0.],0.0
3328,3328,AlJgDsonBO0,UCtDNmwcfSEj02zWBBWdAKJw,"alguien dudaba de pacto? es como lo de iglesias y sanchez en 2019 ....
parece mentira que aun hay gente que dude quien es sanchez...",alguien dudaba pacto iglesia sanchez parec mentira gent dude sanchez,[0. 0. 0. ... 0. 0. 0.],-1.0
3329,3329,AlJgDsonBO0,UCiUpBxWYrpeZNLGqrTDTJKw,Este al Congreso a reirse de todos los españoles lo vamos a consentir,congreso reirs espa ole vamo consentir,[0. 0. 0. ... 0. 0. 0.],0.0
3330,3330,AlJgDsonBO0,UCApDLDz1ebbHXW2Qo6sh7ZQ,Disfruta lo votado socialistas.,disfruta votado socialista,[0. 0. 0. ... 0. 0. 0.],1.0
3331,3331,AlJgDsonBO0,UCTHrx0fjlVKPzOsnN1vUdqw,"Si se aprueba la amnistía me replanteare irme de es pais. 
Esto acabará con España como nación y si ya todos o casi todos los países no nos respetan. 
Ahora se reiran y que Dios o en quien creáis nos proteja. 
6 diputados mandando más que más de la mitad de este país. 
Siento asco por este hombre. 
Y lo digo tal y como lo siento.",aprueba amnist replantear irm pai acabar espa naci casi respetan ahora reiran dio proteja diputado mandando mitad siento asco hombr digo siento,[0. 0. 0. ... 0. 0. 0.],-1.0
3332,3332,AlJgDsonBO0,UCJvfI4v9wNtYNtU3NrfW-TA,En castellano por favor,castellano favor,[0. 0. 0. ... 0. 0. 0.],0.0
3333,3333,AlJgDsonBO0,UCqFeAzxs9XsNydDeGKMbycw,"Represión, en su caso, será imponer, la separación forzada por una minoría de una parte de España 🇪🇦. O no",represi caso impon separaci forzada minor part espa,[0. 0. 0. ... 0. 0. 0.],0.0
3334,3334,AlJgDsonBO0,UCwESXhW6U1mEzkOlpiTLvMg,Otrgad que areglar un papel en unallubtamieto en ibiza balecis o catiluña,otrgad areglar papel unallubtamieto ibiza baleci catilu,[0. 0. 0. ... 0. 0. 0.],0.0
3335,3335,AlJgDsonBO0,UCwESXhW6U1mEzkOlpiTLvMg,Cuando tengas un probema con una multa de un policia  tela pondra en catalan,probema multa policia tela pondra catalan,[0. 0. 0. ... 0. 0. 0.],-1.0
3336,3336,AlJgDsonBO0,UCwESXhW6U1mEzkOlpiTLvMg,Ojo paboooooo🤢🤢🤢🤢🤢🤢🤢,paboooooo,[0. 0. 0. ... 0. 0. 0.],0.0
3337,3337,AlJgDsonBO0,UCSbv3E3300YjiW-bJ1diKdw,"Probablemente este pactado hasta el referendum,Sanchez es un personaje Amoral y hará todo lo que tenga que hacer para sentarse 4 años en el poder, a costa del futuro y la vergüenza de todos los Españoles, una minoría imponiéndose a la mayoría de ciudadanos.Pero bueno por desgracia y como se dice, A DISFRUTAR LO VOTADO!",probablement pactado referendum sanchez personaj amor hacer sentars poder costa futuro verg enza espa ole minor imponi ndose mayor ciudadano bueno desgracia dice disfrutar votado,[0. 0. 0. ... 0. 0. 0.],-1.0
3338,3338,AlJgDsonBO0,UCKXXoySd_X3clLtwjoNolMg,"Solo se necesitan 4 votos para que el independentismo no se salga con la suya . Diputados d PSOE, ustedes duermen bien ? Ellos llevan muchísimos años intentando salirse y por ustedes pasa todo . Animo q si los despiden , seguro habrá alternativa para ustedes . Saludos .",solo necesitan voto independentismo salga diputado psoe usted duermen bien llevan much simo intentando salirs usted pasa animo despiden seguro habr alternativa usted saludo,[0. 0. 0. ... 0. 0. 0.],0.0
3339,3339,AlJgDsonBO0,UCKC-fsDyUmwN3ZtFtX_LSkg,"Un consejo - Los que necesitan que se apruebe lo de la ley del ELA deberian hablar con PigdelMont, si el se lo pide a Sanchez esa ley que lleva 4 años sin aprobarse la aprueba el PSOE en 24 horas seguro.",consejo necesitan aprueb deberian hablar pigdelmont pide sanchez lleva aprobars aprueba psoe hora seguro,[0. 0. 0. ... 0. 0. 0.],0.0
3340,3340,AlJgDsonBO0,UCsxnstMFQGHgOsXiA6wH-kw,Oriol Yunkeras no miente 👍,oriol yunkera mient,[0. 0. 0. ... 0. 0. 0.],-1.0
3341,3341,AlJgDsonBO0,UCedKIQp8G6SQ4D0c4eMCPXQ,Es que más mentiroso q Sánchez no hay en toda España 🤣🤣🤣🤣,mentiroso nchez toda espa,[0. 0. 0. ... 0. 0. 0.],-1.0
3342,3342,AlJgDsonBO0,UCYhELJ5rhHzzTrgNg7soVWg,Aver quien es mas guapo el de esquera o del junts 😅😅😅,aver guapo esquera junt,[0. 0. 0. ... 0. 0. 0.],1.0
3343,3343,AlJgDsonBO0,UCctsDkP50rSDow6LBOASShA,Y EL REY??????🤔,,[0. 0. 0. ... 0. 0. 0.],
3344,3344,AlJgDsonBO0,UC2iWf19Jo81XQjF_zZ_13uw,"PaRTIDO,, SOCIALISTA,,an  anulado la boluntad de todos los  ESPAÑOLES, q  ablamos este idioma  😮 😮",partido socialista anulado boluntad espa ole ablamo idioma,[0. 0. 0. ... 0. 0. 0.],0.0
3345,3345,AlJgDsonBO0,UCjzALAxRVf_7zWiRzZW4rbA,Este hombre (Oriol) es más sincero que el propio presidente del gobierno en funciones.,hombr oriol sincero propio president gobierno funcion,[0. 0. 0. ... 0. 0. 0.],0.0
3346,3346,8t_bF4wcdIA,UCtVdGeIGCnpCjMzAXNSiBNg,"Saludos cordiales desde prov.Barcelona.España.Europa 





STOP Pandemia Silenciosa Psicofármacos SOS entre el año 2023/2070





Eco-Neuronas 

Neuronas limpias y libres de Psicofármacos entre el año 2023/2070




Bcn.Spain 




Nov. 30,  2023",saludo cordial prov barcelona espa europa stop pandemia silenciosa psicof rmaco neurona neurona limpia libr psicof rmaco spain,[0. 0. 0. ... 0. 0. 0.],0.0
3347,3347,8t_bF4wcdIA,UCkMxsGn4tuoCo0xh5114guw,"El pais España ya es un caso perdido,la extrema izquierda domino el pais España,los españoles viajaran legalmente a otros paises y otros españoles se quedaran apoyando la resistencia española derechista contra la amnistía de los izquierdistas españoles.",pai espa caso perdido extrema izquierda domino pai espa espa ole viajaran legalment pais espa ole quedaran apoyando resistencia espa derechista amnist izquierdista espa ole,[0. 0. 0. ... 0. 0. 0.],0.0
3348,3348,8t_bF4wcdIA,UC9RqaizRt9U5u1jZqpGF_xQ,"Europe, please, free us from the dictatorship of Pedro Sánchez.",europ pleas free from dictatorship pedro nchez,[0. 0. 0. ... 0. 0. 0.],0.0
3349,3349,8t_bF4wcdIA,UCFRV6fagxezGhp2flRR0Bbw,Un enemigo enemigo de España...Europa....Vaya panda,enemigo enemigo espa europa vaya panda,[0. 0. 0. ... 0. 0. 0.],-1.0
3350,3350,8t_bF4wcdIA,UCe04ZH-vMHSaZAs5BhNFLTw,"No entiendo tanta crispación en el PSOE si como dicen han ganado las elecciones democráticamente. Y es que ese es problema del PSOE, ellos mismos saben que han cometido el mayor acto de CORRUPCIÓN de la historia de la Democracia en España.",entiendo tanta crispaci psoe dicen ganado eleccion democr ticament problema psoe mismo saben cometido mayor acto corrupci historia democracia espa,[0. 0. 0. ... 0. 0. 0.],-1.0
3351,3351,8t_bF4wcdIA,UClmxYBE2EBtvfiZl4iKUIww,Progresista es la desigualdad de los ciudadanos ?,progresista desigualdad ciudadano,[0. 0. 0. ... 0. 0. 0.],-1.0
3352,3352,8t_bF4wcdIA,UClmxYBE2EBtvfiZl4iKUIww,De donde ha salido éste?,salido,[0. 0. 0. ... 0. 0. 0.],0.0
3353,3353,8t_bF4wcdIA,UClmxYBE2EBtvfiZl4iKUIww,Los comunistas en el mundo han matado y dado miseria más que ningún otro ....,comunista mundo matado dado miseria ning,[0. 0. 0. ... 0. 0. 0.],-1.0
3354,3354,8t_bF4wcdIA,UClmxYBE2EBtvfiZl4iKUIww,Socialistas corruptos también en Europa,socialista corrupto tambi europa,[0. 0. 0. ... 0. 0. 0.],-1.0
3355,3355,8t_bF4wcdIA,UClmxYBE2EBtvfiZl4iKUIww,La derecha se sienta frustrada en España? El partido más votado en las últimas elecciones ha sido el partido popular....Y en las anteriores elecciones autonomicas y municipales han barrido a los socialcomunistas ...Lo que pasa es que los socialistas hacen pactos con el diablo ..Però de ganar elecciones nada ..Sanchez es presidente por segunda vez sin haber ganado unas elecciones..Vergüenza,derecha sienta frustrada espa partido votado ltima eleccion sido partido popular anterior eleccion autonomica municipal barrido socialcomunista pasa socialista hacen pacto diablo ganar eleccion sanchez president segunda haber ganado una eleccion verg enza,[0. 0. 0. ... 0. 0. 0.],-1.0
3356,3356,8t_bF4wcdIA,UCeIm-2OJEWh1qbfVMWPyLuQ,"A partir del minuto 1:13:40 se demuestra claramente que es más que evidente la falta de separación de poderes en España, es vergonzoso... 
No podría estar más de acuerdo con sus preocupaciones y sus medidas",partir minuto demuestra clarament evident falta separaci poder espa vergonzoso podr acuerdo preocupacion medida,[0. 0. 0. ... 0. 0. 0.],-1.0
3357,3357,8t_bF4wcdIA,UC3WjzBzfWojjCo7qUu_RyQg,IMPONIENDO EN LAS CALLES LO QUE NO SEA PODIDO CONSEGUIR EN LAS URNAS 🇪🇸🇪🇸🇪🇸🇪🇸,imponiendo call podido conseguir urna,[0. 0. 0. ... 0. 0. 0.],0.0
3358,3358,8t_bF4wcdIA,UCMhQgNpnDjc2vutfREcpLrA,Tenéis que mirar por los autónomos y la pequeña y mediana empresa no aguantamos más,mirar nomo pequ mediana empresa aguantamo,[0. 0. 0. ... 0. 0. 0.],-1.0
3359,3359,8t_bF4wcdIA,UCMhQgNpnDjc2vutfREcpLrA,Porque lo estamos pasando mal,pasando,[0. 0. 0. ... 0. 0. 0.],0.0
3360,3360,8t_bF4wcdIA,UCMhQgNpnDjc2vutfREcpLrA,Hay que mirar por los autónomos y las pymes,mirar nomo pyme,[0. 0. 0. ... 0. 0. 0.],0.0
