,video_id,author,comment,vectores_tfidf,comment_stem,sentiment,hateful,targeted,aggressive
1615,v5tGevEpM_g,UCKv0-MMxHCWTnjUNazDDBNA,"En Perú los últimos presidentes eran corruptos por ello terminaron con juicios 
En otros países vecinos no, porqye su poder judicial esta corrupto 
El poder judicial peruano es autónomo ☝😎
E ahi la diferencia ☝",[0. 0. 0. ... 0. 0. 0.],ltimo president corrupto ello terminaron juicio vecino porqy poder judici corrupto poder judici peruano nomo diferencia,-1,0.04669708013534546,0.00816272385418415,0.024475008249282837
1616,v5tGevEpM_g,UCyqZOfjptBMJOkFIUgmnEuQ,"Se debe a problemas políticos.; los de izquierda quieren poder y, si lo pierden como ocurrió, alientan con mentiras a los incautos,  quienes se prestan a generar laberinto y medio. Son engañados o pagados, como ya se mostró  en la TV.",[0. 0. 0. ... 0. 0. 0.],debe problema tico izquierda quieren poder pierden ocurri alientan mentira incauto prestan generar laberinto medio enga ado pagado mostr,-1,0.05263977125287056,0.0075937677174806595,0.02519628219306469
1617,v5tGevEpM_g,UCMJI6jxYp7BEUAup54cSl3g,ESTA  ASI  PORQUE  EL PODER  LO  CONTROLAN LOS  DELINCUENTES  Y  EMPRESARIOS  EXTRANJEROS  MAFIODSOS  QUE  LOS POLITICOS KLES  DAN  MILLONES  DE  BENEFICIOS  HASTA  DE  ELIMINAR  SUS  DEUDAS  POR  IMPUESTOS  POR  ESO  ASI  ESTEN  MATANDO  EN PERU  ESTOS  MAFIOSOS  NO  SE  IRAN Y  SEWGUIRAN TRABALANDO,[0. 0. 0. ... 0. 0. 0.],poder controlan delincuent empresario extranjero mafiodso politico kle millon beneficio eliminar deuda impuesto esten matando peru mafioso iran sewguiran trabalando,-1,0.5389415621757507,0.018327265977859497,0.35118815302848816
1618,v5tGevEpM_g,UCrdktyBwDGjB7B2CBhIIYuA,Los levsntamientos del año pasado en el Perú fueron manipulados y financiados por Evo Morales y el Foro de Sao Paulo. La gran mayoria de los peruanos rehazaron tales manifestaciones.,[0. 0. 0. ... 0. 0. 0.],levsntamiento pasado manipulado financiado moral foro paulo gran mayoria peruano rehazaron tale manifestacion,-1,0.022255156189203262,0.007753794081509113,0.016796117648482323
1620,v5tGevEpM_g,UChgqRX_IxenlSWIvdNeDgfw,"La mayoría de presidentes actúan mal solo que en Perú se les jusga , en cambio en los otros países los políticos son intocables , acá no tienen corona.",[0. 0. 0. ... 0. 0. 0.],mayor president solo jusga cambio tico intoc corona,-1,0.05780591070652008,0.009470250457525253,0.02392066828906536
1621,v5tGevEpM_g,UChCfVNgoDmXc-ilMB56ZysA,"La pobreza la generan los comunistas izquierdistas caviares que son elegidos autoridades por el "" pueblo ""....de sus regiones y lo único que hacen es robarse el dinero, y nunca hacen las obras y proyectos para el desarrollo de las regiones que los eligen y terminan fugados o presos ....por que a esas regiones se les mandan miles de millones de soles....es increíble !!",[0. 0. 0. ... 0. 0. 0.],pobreza generan comunista izquierdista caviar elegido autoridad pueblo region nico hacen robars dinero nunca hacen obra proyecto desarrollo region eligen terminan fugado preso region mandan mile millon sole incr,-1,0.2575198709964752,0.032897304743528366,0.21723023056983948
1622,v5tGevEpM_g,UCIl1FV3UpxDN_c3xO1Ntx8g,"La pregunta porque el Perú tiene esos problemas “sociales “ es porque hay mucho ingenuo q todavía cree en socialismo y en los gobiernos regionales votan por comunistas ineptos ladrones que no invierten el dinero lo devuelven al final del ejercicio anual de su Gestion y principalmente esos ladrones comunistas son elegidos en el sur del país y los pueblos se creen el cuento que El Progreso no les llega a ellos por qué las transnacionales de la minería en confabulación con los gobiernos de turno “saquean” los recursos y les interesa a los comunistas sabotear la minería para q haya menos divisas que permiten la inversión del estado en programas sociales e infraestructura esto es lo que saca de la pobreza a la gente el trabajo y un mercado de alto poder adquisitivo pero eso ocasiona que al haber menos pobreza habrá menos votantes de la izquierda es sabido que los partidos socialistas empobrecen naciones para q dependan de un estado grande y corrupto y así se mantienen en el poder estos marxistas 
Por ello nos quieren cambiar el capítulo económico de la constitución en su plan de tener el poder en el Perú los conflictos son dirigidos por la extrema izquierda inclusive rezagos de sendero luminoso narcotrafico minería ilegal que tuvieron un pacto de inmunidad con el gobierno de Castillo que está involucrado en corrupción y con sendero luminoso el congreso no dejó q nos cambien la constitución y eso al foro de São Paulo no le conviene porque con Castillo ya tenían al Perú solo faltaba cambiarle la constitución y el burro se adelanto y dio un auto golpe de estado y los metimos preso y ya tiene múltiples acusasiones de corrupción que lo tendrán preso por mucho tiempo atrás hay una campaña del comunismo internacional por retomar el gobierno del Perú q para esta corriente marxista era una joya cosnquistada hasta q lo perdieron",[0. 0. 0. ... 0. 0. 0.],pregunta problema social ingenuo todav cree socialismo gobierno regional votan comunista inepto ladron invierten dinero devuelven final ejercicio anual gestion principalment ladron comunista elegido pueblo creen cuento progreso llega transnacional miner confabulaci gobierno turno saquean recurso interesa comunista sabotear miner meno divisa permiten inversi programa social infraestructura saca pobreza gent trabajo mercado alto poder adquisitivo ocasiona haber meno pobreza habr meno votant izquierda sabido partido socialista empobrecen nacion dependan grand corrupto mantienen poder marxista ello quieren cambiar tulo econ mico constituci plan tener poder conflicto dirigido extrema izquierda inclus rezago sendero luminoso narcotrafico miner ileg pacto inmunidad gobierno castillo involucrado corrupci sendero luminoso congreso cambien constituci foro paulo convien castillo solo faltaba cambiarl constituci burro adelanto auto golp metimo preso ltipl acusasion corrupci tendr preso tiempo campa comunismo internacion retomar gobierno corrient marxista joya cosnquistada perdieron,-1,0.31664085388183594,0.015078617259860039,0.19475792348384857
1625,v5tGevEpM_g,UCKJytz58ZZOsZD-KXerdhrg,La verdad.. se ve feo el Perú con tantos venezolanos..,[0. 0. 0. ... 0. 0. 0.],verdad tanto venezolano,-1,0.38082945346832275,0.03742023557424545,0.1598483920097351
1628,C-3aYnhF6Io,UCnxALb1YsQZUJer-EejJtDg,"Las inversiones ⬆️en criptomonedas son una de las inversiones en línea más populares y poderosas y también Entre los medios populares de estafa... Yo también fui víctima, pero recuperé la mía con su asistente. ellos guían y recuperan todo lo que envié a la plataforma de estafa⬆️⬆️",[0. 0. 0. ... 0. 0. 0.],inversion criptomoneda inversion popular poderosa tambi medio popular estafa tambi ctima recup asistent recuperan envi plataforma estafa,-1,0.06837361305952072,0.016459094360470772,0.036820538341999054
1629,C-3aYnhF6Io,UCnxALb1YsQZUJer-EejJtDg,"Las inversiones ⬆️en criptomonedas son una de las inversiones en línea más populares y poderosas y también Entre los medios populares de estafa... Yo también fui víctima, pero recuperé la mía con su asistente. ellos guían y recuperan todo lo que envié a la plataforma de estafa⬆️⬆️",[0. 0. 0. ... 0. 0. 0.],inversion criptomoneda inversion popular poderosa tambi medio popular estafa tambi ctima recup asistent recuperan envi plataforma estafa,-1,0.06837361305952072,0.016459094360470772,0.036820538341999054
1630,C-3aYnhF6Io,UCnxALb1YsQZUJer-EejJtDg,"Las inversiones ⬆️en criptomonedas son una de las inversiones en línea más populares y poderosas y también Entre los medios populares de estafa... Yo también fui víctima, pero recuperé la mía con su asistente. ellos guían y recuperan todo lo que envié a la plataforma de estafa⬆️⬆️",[0. 0. 0. ... 0. 0. 0.],inversion criptomoneda inversion popular poderosa tambi medio popular estafa tambi ctima recup asistent recuperan envi plataforma estafa,-1,0.06837361305952072,0.016459094360470772,0.036820538341999054
1646,C-3aYnhF6Io,UCkBGKONEhN-dVPG55DU_4RA,"CADA FAMILIA TIENE ALGUIEN QUE ROMPE LA CADENA DE POBREZA EN ESA FAMILIA, RUEGO QUE SEAS TÚ",[0. 0. 0. ... 0. 0. 0.],cada familia alguien romp cadena pobreza familia ruego,-1,0.026557428762316704,0.009671371430158615,0.013862904161214828
1647,C-3aYnhF6Io,UCSvx2h4NbDqIpFxFzxasrZA,jajajaja jajajaja como los engañan con estas mentiras después van andar llorando cuando les roben el dinero,[0. 0. 0. ... 0. 0. 0.],jajajaja jajajaja enga mentira despu andar llorando roben dinero,-1,0.14776350557804108,0.015000862069427967,0.06882240623235703
1650,eVsy3NQybQM,UCm_ZnOuAxON4Ht8UV7_vktw,"soy peruana que vive en Argentina, la verdad agradezco mucho a Argentina por todo lo que me ha dado y lo que me ha enseñado, pero la economía se cae a pedazos y es insostenible vivir dignamente o progresar, pienso seriamente en volver a Perú :( no me quiero ir pero es dificil",[0. 0. 0. ... 0. 0. 0.],peruana vive argentina verdad agradezco argentina dado ens econom pedazo insosten vivir dignament progresar pienso seriament volver quiero dificil,-1,0.11685995757579803,0.005656442139297724,0.04005879908800125
1653,eVsy3NQybQM,UCOqh2S1CWwun1oTfexSnzcQ,Jajaja lo que estas hablando me das risa la envidia te mata,[0. 0. 0. ... 0. 0. 0.],jajaja hablando risa envidia mata,-1,0.1533467024564743,0.04168187081813812,0.07849018275737762
1655,eVsy3NQybQM,UCemm6GgIrHqkPMKBKXMFr4g,TODO ES HUMO! HAY GENTE QUE SE MUERE DE HAMBRE! NO SÉ DE DONDE SALE ESTE REPORTAJE ECÓNOMICO QUE CLARAMENTE BUSCA BENEFICIAR LA REPUTACIÓN DE SEÑOR VELARDE.,[0. 0. 0. ... 0. 0. 0.],humo gent muer hambr sale reportaj nomico clarament busca beneficiar reputaci velard,-1,0.03159171715378761,0.014499177224934101,0.02451164461672306
1660,eVsy3NQybQM,UCAaOHHxphnu-RpJsjm4u_WA,La estrategia que tiene Perú es bastante lógica. Quién no querría comprar cuando el dólar está bajo y vendes cuando está al alza?,[0. 0. 0. ... 0. 0. 0.],estrategia bastant gica querr comprar bajo vend alza,-1,0.04434622451663017,0.017921926453709602,0.03505450859665871
1667,eVsy3NQybQM,UCUI3l22NJvz_a9aOr5eRm7A,Tenemos tanto oro qué hasta hay una mafia qué roba desde los 70 qué está  políticos y varias instituciones del estado qué tapan todo está mafia eeuu ya lo descubrió miren el video de Nicolás lucar lo explica mejor,[0. 0. 0. ... 0. 0. 0.],mafia roba tico varia institucion tapan mafia eeuu descubri miren video nicol lucar explica mejor,-1,0.23068763315677643,0.0108434297144413,0.08206728845834732
1669,ozduLXvOWDs,UCrhSirOUn9SIzONJ6EvndMA,Ese fue el roto tan gigante que dejaron las bellezas del porky y el matarife 👹,[0. 0. 0. ... 0. 0. 0.],roto gigant dejaron belleza porki matarif,-1,0.019126487895846367,0.01114258449524641,0.015378354117274284
1672,ozduLXvOWDs,UCON2Fr4SmJwaSD5IXTA7o-A,Nadie habla de las externalidades negativas que son los fallos del mercado que originaron durante decadas las guerrillas unidas CGSB con sus acciones terroristas y dieron pie a la creación de una espiral inflacionaria estratégica junto al sindicalismo atacando el holding estatal,[0. 0. 0. ... 0. 0. 0.],nadi habla externalidad negativa fallo mercado originaron decada guerrilla unida cgsb accion terrorista dieron creaci espir inflacionaria estrat gica junto sindicalismo atacando hold estat,-1,0.12770028412342072,0.007826020009815693,0.05278927832841873
1674,ozduLXvOWDs,UCVB_uO7tgHOX8sFVQY1vOOw,Así es como se paga el voto lamentablemente,[0. 0. 0. ... 0. 0. 0.],paga voto lamentablement,-1,0.051816489547491074,0.03477805107831955,0.052432622760534286
1676,ozduLXvOWDs,UCLZFWWeLqKjN9oNiYx3Zg6g,"Gracias estamos en el cambio, se pueden imaginar con esta crisis mundial, inyetandole a zona bancaria 🤣😂",[0. 0. 0. ... 0. 0. 0.],gracia cambio pueden imaginar crisi mundial inyetandol zona bancaria,-1,0.055090513080358505,0.006478649564087391,0.024595098569989204
1677,ozduLXvOWDs,UCb1ywOBP0BvF9RYO_9Wk9Dg,"Grasias a DIOS  agarraron  consejo de maduro en Venezuela .  estos cabrones que botaron por petro,  Colombia otra Venezuela más. Y  decían que no  💩💩💩💩",[0. 0. 0. ... 0. 0. 0.],grasia dio agarraron consejo maduro venezuela cabron botaron petro colombia venezuela,-1,0.29951754212379456,0.012450721114873886,0.09025973081588745
1678,ozduLXvOWDs,UC0rPckFB-cKwRHkHMM9tLIA,Semana basura,[0. 0. 0. ... 0. 0. 0.],semana basura,-1,0.09664490818977356,0.032929737120866776,0.06439059972763062
1681,ozduLXvOWDs,UCQnX116u9ZY-VkLJ4FtsyXA,"Eso queria la INEPTA Ministra de minas y esferos decrecer, Economia de crecimiento decreciente sin produccion con Inflacion y desempleo.",[0. 0. 0. ... 0. 0. 0.],queria inepta ministra mina esfero decrec economia crecimiento decrecient produccion inflacion desempleo,-1,0.6073529720306396,0.32381778955459595,0.4744288921356201
1682,ozduLXvOWDs,UCfLCNFVUjEJZOvZsRXFBklg,"Nojoda leean las noticias internationales Desde El ano pasado y no especulen pendejos esa desaceleracion SE sabia del ano pasa de mas de 6 meses mnojoda
 Leean las noticias economics internationales para que no Los encuentren con los pantalones abajo haciendp acciones expeculativas y no SE las tiren de huevas",[0. 0. 0. ... 0. 0. 0.],nojoda leean noticia international pasado especulen pendejo desaceleracion sabia pasa mese mnojoda leean noticia econom international encuentren pantalon abajo haciendp accion expeculativa tiren hueva,-1,0.22694635391235352,0.007092938758432865,0.08850354701280594
1686,ozduLXvOWDs,UCGi5KgbobUok-X--oTI1zPA,"Ya los ministros petristas y el dictador le habían apostado a la desaceleración de la economía, ya lo tenían planeado querían destruir la economía y lo lograron, gran paro nacional indefinido este 14F hasta que la dictadura caiga",[0. 0. 0. ... 0. 0. 0.],ministro petrista dictador apostado desaceleraci econom planeado quer destruir econom lograron gran paro nacion indefinido dictadura caiga,-1,0.14524729549884796,0.020397460088133812,0.08771352469921112
1689,DVxqkRbZGJQ,UCvLCDkZRbHxkyZim3u-XZmw,Y la CDMX qué?? en Monterrey hasta subió el sueldo a 22 mil pero en la capital el sueldo sigue en pinchurrientos 5 mil mensuales a no 7 mil pesotes uyyy mucho 🤣,[0. 0. 0. ... 0. 0. 0.],cdmx monterrey subi sueldo capit sueldo sigu pinchurriento mensual pesot uyyy,-1,0.1109454408288002,0.041276901960372925,0.05185825377702713
1690,DVxqkRbZGJQ,UCxKysY20eKhzCYPZeL5bcWA,Necesitábamos un gobierno como el de AMLO para sacudir y reanimar nuestra economía. La derecha se presuma buena en finanzas pero resultaron ser los peores.,[0. 0. 0. ... 0. 0. 0.],necesit bamo gobierno amlo sacudir reanimar econom derecha presuma buena finanza resultaron peor,-1,0.10217456519603729,0.011894122697412968,0.04413212090730667
1693,DVxqkRbZGJQ,UCHVFHK48IamnOkM_FbiXvpw,""" Los mandatarios latinoamericanos proponen fórmulas de alivio contra la inflación"" pero a nadie se le ocurre que son los reyes de la inflación solo por como piensan 😂",[0. 0. 0. ... 0. 0. 0.],mandatario latinoamericano proponen rmula alivio inflaci nadi ocurr rey inflaci solo piensan,-1,0.09912439435720444,0.00673739705234766,0.043652743101119995
1697,DVxqkRbZGJQ,UCm08UmAAjP6n6dRC0RLLO1Q,Los gringos tienen una guerra mediatica que Mexico no es seguro para no  perder mas empresas y mas que salga como que no hay agua y asi.😂,[0. 0. 0. ... 0. 0. 0.],gringo guerra mediatica mexico seguro perder empresa salga agua,-1,0.8161834478378296,0.052692193537950516,0.48180174827575684
1698,DVxqkRbZGJQ,UCXlCLCO8cp0IU4hDZ_30RcQ,"AMLO como todos los socialistas de panfleto, al sonido de monedas cambia su discurso.",[0. 0. 0. ... 0. 0. 0.],amlo socialista panfleto sonido moneda cambia discurso,-1,0.10957638919353485,0.061617568135261536,0.06778351217508316
1703,DVxqkRbZGJQ,UChYuNJKc5E5HWg27jvsutBA,Haber cuanto le pagarán a los carteles de morena para que los dejen trabajar,[0. 0. 0. ... 0. 0. 0.],haber cuanto pagar cartel morena dejen trabajar,-1,0.22119954228401184,0.014548364095389843,0.10527353733778
1707,DVxqkRbZGJQ,UCjpiMM1_kqZAG_TbMZJk9xQ,"LATAM es una región con un potencial increíble, mismo idioma en un territorio gigantesco. Lastima que nunca se han puesto de acuerdo todos los países latinos en objetivos de desarrollo mutuo.",[0. 0. 0. ... 0. 0. 0.],latam regi potenci incr mismo idioma territorio gigantesco lastima nunca puesto acuerdo latino objetivo desarrollo mutuo,-1,0.278288334608078,0.008264563977718353,0.0790359303355217
1716,fpkn6Eagl58,UCVQVH_AIjW5vokwGhj6HInA,"Así es, mi profesora es una floja que no realizó la clase y nos envió un link para ver este video en nuestros celulares, mientras ella está ahí sentada con su celular V:",[0. 0. 0. ... 0. 0. 0.],profesora floja realiz clase envi link video celular mientra sentada celular,-1,0.6552609801292419,0.3548380136489868,0.4266156256198883
1717,fpkn6Eagl58,UCjsyiGltbp_FR9FKc4lRCzw,Muy informativo   lo mas impactante y perjudicial son las consecuencias que indica en el video  con el pasar del tiempo ya se esta sintiendo en algunos paises del mundo,[0. 0. 0. ... 0. 0. 0.],informativo impactant perjudici consecuencia indica video pasar tiempo pais mundo,-1,0.014863334596157074,0.008269845508038998,0.011534502729773521
1723,fpkn6Eagl58,UCycBS2iYwcbMzg09PihB4TA,"EL  GLOBALISMO   ES  UN  MODELO   TOTALITARIO   COMO  EL  COMUNISMO  O  EL  NAZISMO  .. 
PROMOVIDO  POR  LA  CORRUPCIÓN    Y   LOCURA    ABSOLUTA    DE  NACIONES  UNIDAS   ... !!!!",[0. 0. 0. ... 0. 0. 0.],globalismo modelo totalitario comunismo nazismo promovido corrupci locura absoluta nacion unida,-1,0.066792793571949,0.008338522166013718,0.03649161010980606
1724,fpkn6Eagl58,UCycBS2iYwcbMzg09PihB4TA,"EL  GLOBALISMO   ES  UN  MODELO   TOTALITARIO   COMO  EL  COMUNISMO  O  EL  NAZISMO  .. 
PROMOVIDO  POR  LA  CORRUPCIÓN    Y   LOCURA    ABSOLUTA    DE  NACIONES  UNIDAS   ... !!!!",[0. 0. 0. ... 0. 0. 0.],globalismo modelo totalitario comunismo nazismo promovido corrupci locura absoluta nacion unida,-1,0.066792793571949,0.008338522166013718,0.03649161010980606
1728,AWH_O6mnQyA,UCuHbBeThy0bHyhkX6TJhf-g,Osea no condena a Franco en fatxa,[0. 0. 0. ... 0. 0. 0.],osea condena franco fatxa,-1,0.02868511527776718,0.021731017157435417,0.022177914157509804
1729,AWH_O6mnQyA,UCsV1-7j3wIEVKYk-VKBeNNQ,Que payaso el pablo motos 😂😂,[0. 0. 0. ... 0. 0. 0.],payaso pablo moto,-1,0.026937734335660934,0.021256273612380028,0.01871984824538231
1730,AWH_O6mnQyA,UCjSU1nGEVi1i82N9q9QRdLA,Este hombre hubiera tenido muchísimos más votos de no ser por la prensa manipuladora,[0. 0. 0. ... 0. 0. 0.],hombr much simo voto prensa manipuladora,-1,0.3272840976715088,0.08942928165197372,0.14909721910953522
1731,AWH_O6mnQyA,UCsjFix9BxjtU88iyb687aEA,"Eres judio, y franco a los judíos mucha simpatia no les tenia",[0. 0. 0. ... 0. 0. 0.],judio franco mucha simpatia tenia,-1,0.1525551974773407,0.04960447549819946,0.06696639955043793
1732,AWH_O6mnQyA,UCDkoAgs7S1kiliLtds2KyKQ,"Osea no niega las atrocidades de la dictura de Franco,y se supone que estoa tranfugas de VoX ""valoran la vida"" son un chiste😂😂",[0. 0. 0. ... 0. 0. 0.],osea niega atrocidad dictura franco supon estoa tranfuga valoran vida chist,-1,0.08914772421121597,0.022467434406280518,0.06018911674618721
1733,AWH_O6mnQyA,UCwo54LHWtn7kvOJXQjfEqlQ,"Gracias a Franco la deuda bajó a un 10%, no había casi impuestos, la gente pudo tener varios hijos comprarse varias casas y aún así les sobraba dinero. Gracias a sus medidas mis abuelas tienen dinero a base de vender y alquilar, porque las pensiones son de risa.
Hoy en día mi generación no tenemos ni para comprarnos una chabola y ni pienses en tener hijos. 
Dejarse de fanatismo político y ver los hechos. Lo único que quieren es dividir a la gente en vez de remar juntos.",[0. 0. 0. ... 0. 0. 0.],gracia franco deuda casi impuesto gent pudo tener vario hijo comprars varia casa sobraba dinero gracia medida abuela dinero base vender alquilar pension risa generaci comprarno chabola piens tener hijo dejars fanatismo tico hecho nico quieren dividir gent remar junto,-1,0.16974671185016632,0.008189086802303791,0.055011387914419174
1735,AWH_O6mnQyA,UCJKGH7OeyYXc820ZJTtLxgg,"Pero no contesta el tío!! Es franquista y le da vergüenza reconocerlo... Es como cuando los homófobos dicen :
Tengo amigos gays",[0. 0. 0. ... 0. 0. 0.],contesta franquista verg enza reconocerlo fobo dicen amigo gay,-1,0.4019266664981842,0.24765372276306152,0.2892470955848694
1744,AWH_O6mnQyA,UCsg_sJP8Hgb23Xjy2RIIwkw,"Aqui pablo moto se te vio el plumero que el publico era de vox, y tu eres un cgdito,y miedoso ,vivimos en el 2023 no hay censura, a que le tienes miedito o a quien le tienes miedito😰",[0. 0. 0. ... 0. 0. 0.],aqui pablo moto plumero publico cgdito miedoso vivimo censura miedito miedito,-1,0.02491299994289875,0.015621182508766651,0.02277006022632122
1747,AWH_O6mnQyA,UCA5NfVh10UCI5JTHMLj75Tw,"que asco que no tengas la capacidad de criticar y rechazar la figura de Franco, una verguenza... El que calla otorga Abascal, eres un neo franquista",[0. 0. 0. ... 0. 0. 0.],asco capacidad criticar rechazar figura franco verguenza calla otorga abasc franquista,-1,0.018413541838526726,0.020531250163912773,0.029106099158525467
1753,j-7zl5j4TwY,UC-w8FSrizUiGTM-cNUExO0w,Marx era un hombre culto y solo quería un mundo feliz... Lastima que su sueño era  demasiado alto y los hombre son tan bajo,[0. 0. 0. ... 0. 0. 0.],marx hombr culto solo quer mundo feliz lastima demasiado alto hombr bajo,-1,0.20941148698329926,0.02357814647257328,0.07804475724697113
1756,j-7zl5j4TwY,UCmHYqM5xltkKaOUq682WU7A,La crisis de la economía marxista,[0. 0. 0. ... 0. 0. 0.],crisi econom marxista,-1,0.1270354837179184,0.04241841286420822,0.10821455717086792
1758,j-7zl5j4TwY,UCsdV0TeWzCjTRN7mttgFthQ,Pfff esa porquería nunca va a ser rentable,[0. 0. 0. ... 0. 0. 0.],pfff porquer nunca rentabl,-1,0.08868391066789627,0.034058380872011185,0.06933384388685226
1760,j-7zl5j4TwY,UCfCqr9b8txq-BIO_5XBVnPw,Quienes serían los exponentes de la economía Clásica y Marxista?,[0. 0. 0. ... 0. 0. 0.],exponent econom sica marxista,-1,0.06866569072008133,0.04955659434199333,0.07557880878448486
1769,ogzcw7xolZg,UCfqvZgXcM5IOkCm_WxGrdKQ,"6 min para reírte de ideas estúpidas que nos jodieron a todos, donde el socialismo surge como consecuencia de no respetar los fundamentos de libertad, igualdad y fraternidad que prometieron. Hoy en día, esos vivos (el 1% de la población mundial) acapara el 70% de las riquezas producidas en un mundo con recursos finitos...",[0. 0. 0. ... 0. 0. 0.],idea pida jodieron socialismo surg consecuencia respetar fundamento libertad igualdad fraternidad prometieron vivo poblaci mundial acapara riqueza producida mundo recurso finito,-1,0.1584150493144989,0.006287967786192894,0.042451951652765274
1772,ogzcw7xolZg,UCmSAMlbFJ8ySXzWO-Ze8_vA,"Ningún país que actualmente esta implementando el Liberalismo en su interior le esta hiendo bien. Puro Humo eso del liberalismo, al igual que otras filosofías políticas.",[0. 0. 0. ... 0. 0. 0.],ning actualment implementando liberalismo interior hiendo bien puro humo liberalismo igual filosof tica,-1,0.23423857986927032,0.011060914024710655,0.07590422034263611
1777,ogzcw7xolZg,UCdkH22oP72ZCHyFzhfe76wA,"Libertad para que los grandes se coman a los chicos...
Libertad para que unos pocos corruptos y criminales maten de hambre a la mayoría...",[0. 0. 0. ... 0. 0. 0.],libertad grand coman chico libertad poco corrupto criminal maten hambr mayor,-1,0.048298995941877365,0.029349660500884056,0.06336171180009842
1780,ogzcw7xolZg,UCA2peg_B2yoAZIr-g38cu3w,"El liberalismo económico ya ha fracasado, nunca funcionó ni va a funcionar.",[0. 0. 0. ... 0. 0. 0.],liberalismo econ mico fracasado nunca funcion funcionar,-1,0.11867252737283707,0.01881941594183445,0.07027339190244675
1784,ogzcw7xolZg,UCaJcYbay05e_jyUwiPUZ2Pg,Robaron a los países  con poca educacion,[0. 0. 0. ... 0. 0. 0.],robaron poca educacion,-1,0.05873044952750206,0.012683363631367683,0.03869844600558281
1785,ogzcw7xolZg,UCj8vG1tLg7TIBz9l_71K4Gg,Pero los liberales no quieren pagar impuesto y como se condtruye un si no es con impuesto. Explique. Y dea objetivo. Todo es malo en exceso.,[0. 0. 0. ... 0. 0. 0.],liberal quieren pagar impuesto condtruy impuesto expliqu objetivo malo exceso,-1,0.14964160323143005,0.007857323624193668,0.07360093295574188
1790,C0ydVmP8DCU,UCSoZflf04UXQEr0IX_LzWzg,"Plantean 6 puntos ""favorables"" pero omiten los otros 50 que perjudican al ciudadano chileno",[0. 0. 0. ... 0. 0. 0.],plantean punto favor omiten perjudican ciudadano chileno,-1,0.052810292690992355,0.005738203879445791,0.02494184300303459
1791,C0ydVmP8DCU,UChTq7Vl4zBbBVwno0blaYgQ,Yendo para atras hermanos chilenos. La salud publica es una mentira. Los zanganos ganaron en chile,[0. 0. 0. ... 0. 0. 0.],yendo atra hermano chileno salud publica mentira zangano ganaron chile,-1,0.8138934969902039,0.07596682757139206,0.654410719871521
1792,C0ydVmP8DCU,UCE7snGNn8kEfmxZbpQkkFcQ,"privilegios conlleva Más impuesto! es igual a RECHAZO! una propuesta cagona de la derecha débil chilena. Nos falta un outsider, un Javier Milei un libertario de verdad!",[0. 0. 0. ... 0. 0. 0.],privilegio conlleva impuesto igual rechazo propuesta cagona derecha chilena falta outsid javier milei libertario verdad,-1,0.37870731949806213,0.11319512128829956,0.2317158281803131
1793,C0ydVmP8DCU,UCsmMEZgyyLNGGjZBXFQlucw,"Hay muchos problemas en esta Constitución propuesta, pero el más importante, peligroso y aberrante es que se somete la Soberanía a los tratados Internacionales y como Chile ha firmado muchos, ya a estas alturas Chile ya casi no nos pertenece. Se apropiarán de todos  nuestras riquezas naturales. Esa es la razón de que el Sec.General de la ONU viene a Chile a visitar la Antártica. Conclusión es una Constitución antipatriótica.

Falsedad difundida que eliminarán    el Impto. Territorial y nadie dice que es después de 6 años 

¿Puede FONASA o el Estado absorber los 18 millones de Chilenos en Salud. La Propuesta aumentará la gran distancia del que puede pagar y del pobre. Obviamente el de menos recurso recibirá una prestación inferior",[0. 0. 0. ... 0. 0. 0.],problema constituci propuesta important peligroso aberrant somet soberan tratado internacional chile firmado altura chile casi pertenec apropiar riqueza natural gener vien chile visitar rtica conclusi constituci antipatri tica falsedad difundida eliminar impto territori nadi dice despu pued fonasa absorb millon chileno salud propuesta aumentar gran distancia pued pagar pobr obviament meno recurso recibir prestaci inferior,-1,0.49245139956474304,0.01821047067642212,0.2338811606168747
1794,C0ydVmP8DCU,UCsmMEZgyyLNGGjZBXFQlucw,"Absolutamente falso. La actual constitución no es de Pinochet, después que Lagos hizo más de 250 modificaciones se transforma en una Constitución de Pinochet Lagos",[0. 0. 0. ... 0. 0. 0.],absolutament falso actual constituci pinochet despu lago hizo modificacion transforma constituci pinochet lago,-1,0.02159273624420166,0.011470413766801357,0.018351271748542786
1795,C0ydVmP8DCU,UCy4eJ3jw66a5EZ4AG9qR1NQ,"yo votaré rechazo, por los tratados sociales que serán desconocidos, y la privatización de los hospitales y la salud, que se guarda bajo la manga la derecha. sus mentiras de las expulsiones de extranjeros, si fueron ellos mismos que permitieron la entrada de inmigrantes sin freno. para echar los inmigrantes se requiere un decreto ley y no cambiar a una constitucion a la maña de la derecha y dc.",[0. 0. 0. ... 0. 0. 0.],votar rechazo tratado social desconocido privatizaci hospital salud guarda bajo manga derecha mentira expulsion extranjero mismo permitieron entrada inmigrant freno echar inmigrant requier decreto cambiar constitucion derecha,-1,0.6519548892974854,0.01464147213846445,0.39654791355133057
1797,C0ydVmP8DCU,UCjsaPNth3xyQHEabIYnVr4A,Rechazamos x paliza...y luego los politicos anularon el resultado...#^$*$*#,[0. 0. 0. ... 0. 0. 0.],rechazamo paliza luego politico anularon resultado,-1,0.04298403486609459,0.008521432988345623,0.01882423274219036
