,video_id,author,comment,vectores_tfidf,comment_stem,sentiment
1785,ycAe_jXnbPE,UCisKv7yoSXVXOdzPZL9E6yg,"Solo entré a ver los comentarios, y me evité dar una cátedra. La gente piensa por sí sola y no se creen este cuento. Gracias a todos. 🙏🤜🏻🤛🏼",[0. 0. 0. ... 0. 0. 0.],solo entr comentario evit tedra gent piensa sola creen cuento gracia,-1.0
1789,ycAe_jXnbPE,UCqZY8K8S9KzhN4Q9ZK7-fPQ,pobre diabla... me da pena sus razones estupidas,[0. 0. 0. ... 0. 0. 0.],pobr diabla pena razon estupida,-1.0
1796,ycAe_jXnbPE,UC68Z43gYyMpZh0depM-K69w,"cada vez que pasa mas el tiempo del 2019 para aca. me doy cuenta que estos movimientos de ideologias representan dinero. por lo cual es muy importante pensar que todo este apoyo del gobierno hacia este tipo de pensamiento me hace algo de sentido. Por otro lado creo que la sociedad cada vez se da cuenta que en efecto no es cuestion de que se discrimine a la mujer sino es mas que nada porque hombres y mujeres somos diferentes. y debemos entender que eso esta bien. Pero insisto siento que la humanidad si ha perdido mucho la capacidad de razonar y esto se ha vuelto un mero negocio lucreativo.

Tanto es asi que se vende esto de la igualdad a cada rato. hay que preguntarnos porque venden esto? cuando habla de la brecha salarial porque suena que quieren ver algo donde no lo hay.",[0. 0. 0. ... 0. 0. 0.],cada pasa tiempo cuenta movimiento ideologia representan dinero important pensar apoyo gobierno hacia tipo pensamiento hace lado creo sociedad cada cuenta efecto cuestion discrimin mujer sino hombr mujer diferent debemo entend bien insisto siento humanidad perdido capacidad razonar vuelto mero negocio lucreativo vend igualdad cada rato preguntarno venden habla brecha salari suena quieren,-1.0
1797,ycAe_jXnbPE,UCCX42K-Auqw7hOkJF-OW7EA,"Me alegro de que los comentarios son de gente con dos dedos de frente, esta chica alguien la habra pagado por decir cosas sin sentido, ahora seguro pensará que somos todos machistas. Estoy harto de este victimismo feminista. En sus tiempos mi madre tenia mas ovarios q estas ""mujeres"" de hoy en dia.",[0. 0. 0. ... 0. 0. 0.],alegro comentario gent dedo frent chica alguien habra pagado decir cosa ahora seguro pensar machista harto victimismo feminista tiempo madr tenia ovario mujer,-1.0
1798,NAvfuRcWyvE,UCI3cJxyl2U9zyCyq4mYtBlw,"No será informacion tergiversada, parcializada o tendenciosa... Quien garantiza la imparcialidad?",[0. 0. 0. ... 0. 0. 0.],informacion tergiversada parcializada tendenciosa garantiza imparcialidad,-1.0
1806,NAvfuRcWyvE,UCGdABG_5HJMG-LFe7_qPsYw,No tengan casa propia. Carro propio hospitales . O supermercado reales. Todo esos son actores y fachas es el decimo video q veo de Corea norte y la verdad esto es una gran injusticia,[0. 0. 0. ... 0. 0. 0.],casa propia carro propio hospital supermercado real actor facha decimo video corea nort verdad gran injusticia,-1.0
1807,NAvfuRcWyvE,UCGdABG_5HJMG-LFe7_qPsYw,Y a ustedes muchas gracias por otro documental excelente y doloroso para mi es muy difícil saber q los niños  las mujeres son maltratada y q no existan perros y gatios palomas por q se las comen .por Dios es terrible,[0. 0. 0. ... 0. 0. 0.],usted mucha gracia document excelent doloroso saber mujer maltratada existan perro gatio paloma comen dio terribl,-1.0
1808,NAvfuRcWyvE,UC-Cjd2PvazDcShbz8YFHGsA,"Soy cubano, y veo este documental de hace 5 años y me parece estar viendo a la Cuba de antes de la caída del campo socialista. Cuba no ha cambiado mucho en el aspecto Político-ideológico y es lo que nos ha llevado a la ruina, a la gran crisis en la que nos encontramos y aunque aún hay represión, lo de Norcorea no tiene comparación. Solo de ver esto me falta el aire y me dan ganas de gritar. Dios, que pena enorme que existan países así. Libertad para Norcorea, libertad para Cuba, libertad para Nicaragua, libertad para Venezuela y para cualquier pais con dictaduras totalitarias!!!",[0. 0. 0. ... 0. 0. 0.],cubano document hace parec viendo cuba campo socialista cuba cambiado aspecto tico ideol gico llevado ruina gran crisi encontramo aunqu represi norcorea comparaci solo falta air gana gritar dio pena enorm existan libertad norcorea libertad cuba libertad nicaragua libertad venezuela cualquier pai dictadura totalitaria,-1.0
1813,NAvfuRcWyvE,UCfy4TmY7VKmgcPQnPfs0EUA,"Se nota a leguas la mal nutricion, si la ambruna como dicen paso, ...pero fijence en sus rostros, el hundimiento de sus pómulos, su color de piel, sus brazos. Etc. Ahi demuestra la mala nutricion. Ese lider , muestra un poco de modernidad, .... Pero igual su pueblo sufre de hambre. Edificios casi totalmente vacios. Ese lider, cree que el mundo es ciego. Ojala la vida de los norkoreanos mejore en todos los aspectos. Solo mostraron la vida en la capital, la realidad del resto de ese pais, se sabe que es muy distinta.",[0. 0. 0. ... 0. 0. 0.],nota legua nutricion ambruna dicen paso fijenc rostro hundimiento mulo color piel brazo demuestra mala nutricion lider muestra modernidad igual pueblo sufr hambr edificio casi totalment vacio lider cree mundo ciego ojala vida norkoreano mejor aspecto solo mostraron vida capit realidad resto pai sabe distinta,-1.0
1814,NAvfuRcWyvE,UC8PK8Nx7lRKqgQB_iSmO8uw,"La verdad es que este documental es lo q ya sabemos, la estudiante entrevistada ....dice lo q le toca igual que el resto. 😢 q tristeza",[0. 0. 0. ... 0. 0. 0.],verdad document sabemo estudiant entrevistada dice toca igual resto tristeza,-1.0
1815,NAvfuRcWyvE,UCMrD9leW7IQ4O3Mpd3uJalg,"Borraron el otro video de Corea del norte. El que hablaba de
*La maquina de hacer dinero de Kim*",[0. 0. 0. ... 0. 0. 0.],borraron video corea nort hablaba maquina hacer dinero,-1.0
1816,NAvfuRcWyvE,UCXptqM58pD6Sm3-gK0LHavA,"La verdad que aquí uno se puede dar cuenta del poder qué el globalismo posee, qué Nisiquiera los Kim pueden frenar a la clase media alta emergente ni mucho menos lo que ello trae consigo, abrirse al mundo de una forma u otra",[0. 0. 0. ... 0. 0. 0.],verdad pued cuenta poder globalismo pose nisiquiera pueden frenar clase media alta emergent meno ello trae consigo abrirs mundo forma,-1.0
1817,NAvfuRcWyvE,UCeOoAuws99LwHgX2OkaNV5g,Adorar a ese par de líderes es algo patético ya esos están en el hueco hechos polvo pobres esos norcoreano😢,[0. 0. 0. ... 0. 0. 0.],adorar dere tico hueco hecho polvo pobr norcoreano,-1.0
1821,0KdmgUqM0C0,UCx3gv1sov1j4ns_XPz38BjA,Violencia de género es lo que hacen las feministas con los hombres porque ellas odian a los hombres ningún hombre odia a las mujeres por el hecho de ser mujer ! En cambio las feministas si!,[0. 0. 0. ... 0. 0. 0.],violencia nero hacen feminista hombr odian hombr ning hombr odia mujer hecho mujer cambio feminista,-1.0
1822,0KdmgUqM0C0,UCr-VXV3qMkCStUSSUNB4u8A,Estas leyes de violencia de género los que los han creado son misandricos son personas que en su infancia se han criado sólo con sus madres en donde Le hicieron creer que todo hombre es malo y de ahí nace el recentimiento social y también nace la izquierda o el socialismo igual el feminismo,[0. 0. 0. ... 0. 0. 0.],ley violencia nero creado misandrico persona infancia criado madr hicieron creer hombr malo nace recentimiento social tambi nace izquierda socialismo igual feminismo,-1.0
1823,0KdmgUqM0C0,UC7No7hnW11KIiZJNC7DXafg,CADA DÍA ES UNA MUJER ULTRAJADA MALTRATADA EN MANOS DE UN SER HUMANO DESALMADO QUE SEGURAMENTE NO SE DA CUENTA QUE SALIÓ DEL VIENTRE DE UNA MUJER DE UNA MADRE ES MOMENTO DE PONER UNA SANCIÓN Y CASTIGO EJEMPLAR A QUIEN AGREDE PSICOLÓGICAMENTE O FÍSICAMENTE AL NO SABER QUE LA FUERZA DE UN HOMBRE NO ES IGUAL A LA DE UNA MUJER Y QUE ESTÉ ACTO DE COBARDÍA TIENE QUE SER DURAMENTE CASTIGADO 👹👹👹👹👹👹👹👹👹👹👹,[0. 0. 0. ... 0. 0. 0.],cada mujer ultrajada maltratada mano humano desalmado segurament cuenta sali vientr mujer madr momento poner sanci castigo ejemplar agred psicol gicament sicament saber fuerza hombr igual mujer acto cobard durament castigado,-1.0
1825,0KdmgUqM0C0,UC7X8FGGYNDOcz72TyvYeaXg,"Abuso a una menor también es violencia ? Del tipo q fuese ? Mí hija lo fue la carátula dice abuso sexual simple xq no hubo penetración , y el señor sigue suelto ,de q sirve denunciar si la víctima si tiene q exponer a diferentes exposiciones pericia psicológica , expuesta a burlas y demás , tal vez era mejor quedarse callado, el 10 de octubre es el juicio y la abogada soltó la mano , el no va preso así estamos",[0. 0. 0. ... 0. 0. 0.],abuso menor tambi violencia tipo hija tula dice abuso sexual simpl penetraci sigu suelto sirv denunciar ctima expon diferent exposicion pericia psicol gica expuesta burla mejor quedars callado octubr juicio abogada solt mano preso,-1.0
1828,0KdmgUqM0C0,UCMjMu4-F751kiUQMdZwOIaA,Y cómo se demuestra que por el género se cometió el delito de violencia de género? P.S. los actos de difamación los hacen todos y el acoso y abuso sexual es violencia sexual y todos la pueden padecer,[0. 0. 0. ... 0. 0. 0.],demuestra nero cometi delito violencia nero acto difamaci hacen acoso abuso sexual violencia sexual pueden padec,-1.0
1831,0KdmgUqM0C0,UCpgeZTfwl8bXK-1YZzEES3A,Estudiante frustrada😂,[0. 0. 0. ... 0. 0. 0.],estudiant frustrada,-1.0
1833,0KdmgUqM0C0,UCd9J_Ld6HIGO3rvkDb_JUSw,"Aberrante. La violencia tiene un género, el humano. Mujeres y hombres violentan a otros. Punto y ginal.",[0. 0. 0. ... 0. 0. 0.],aberrant violencia nero humano mujer hombr violentan punto ginal,-1.0
1834,0KdmgUqM0C0,UCbuD7B1-jHb0PFKKM6R1whA,"Existe muchísima falta de objetividad y criterio relacionado con casos de violencia entre hombres y mujeres. En más de una ocasión se ha visto que la mujer supuesta víctima de violencia de género resulta ser una persona sin control de impulsos que gritonea, insulta, humilla e incluso agrede físicamente al supuesto agresor de género masculino. Básicamente la mujer termina siendo mucho mas abusiva y violenta que el hombre.

También hay mujeres que son manipuladora y mantienen una especie de doble vida: delante de otras personas aparentan ser personas racionales y tranquilas pero una vez en su casa se transforman en personas neurótica, impulsivas y agresivas contra su pareja o contra los familiares hombres que vivan con ella.
Mucha gente sin criterio se deja manipular por ese tipo de mujeres.",[0. 0. 0. ... 0. 0. 0.],exist much sima falta objetividad criterio relacionado caso violencia hombr mujer ocasi visto mujer supuesta ctima violencia nero resulta persona control impulso gritonea insulta humilla incluso agred sicament supuesto agresor nero masculino sicament mujer termina siendo abusiva violenta hombr tambi mujer manipuladora mantienen especi dobl vida delant persona aparentan persona racional tranquila casa transforman persona neur tica impulsiva agresiva pareja familiar hombr vivan mucha gent criterio deja manipular tipo mujer,-1.0
1835,0KdmgUqM0C0,UCWSODtqfslN7br4bW72b2NA,"Esto es enfermizo de verdad, esto quiere decir que, ¿es unicamente es el hombre quien ejerce violencia? y que la violencia la ejerce hacia la mujer, ¿por el simple hecho que es mujer?, en serio? LA VIOLENCIA DE GENERO NO EXISTE, EXISTE ES LA ""VIOLENCIA"" , violencia hacia la mujer, violencia hacia el hombre, violencia hacia los niños, violencia hacia los ancianos, aquí están inclinando la balanza de lo malo hacia un solo lado, los hombres, he incluyendo aspectos que no son violencia, sino muestras de una terrible falta de educación, mala conducta, falta de las mínimas normas de convivencia y respeto por los demás, la violencia es otra cosa y  no es unidireccional, la puede ejerce cualquier persona, inclusive un niño ha mata a otro niño, las madres matan a sus hijos y a sus esposo, un hijo mata a sus padres o hermanos, y el hombre mata a otro hombre, las mujeres no son angeles de luz y los hombre no son demonios, ambos son seres humanos con las mismas miserias, problemas y defectos, ¿que solo los hombres acosan? por favor, basta buscar en youtube ""mujeres acosando hombres"" y verán el acoso,  por no decir que busquen ""mujeres golpeando"", o ""mujer asesina"". Las mujeres están exigiendo privilegios, no derechos y esto va ocasionar que existan ciudadanos de 2da con menos derechos, entonces no buscan igualdad, hombres empiecen a darse cuenta de la situación, les estan lavando el cerebro y adoctrinando, no somos malos por ser hombres, existen personas buenas y malas, punto. Tengo dos hijos varones, me preocupa el mundo en el cual van a vivir.",[0. 0. 0. ... 0. 0. 0.],enfermizo verdad quier decir unicament hombr ejerc violencia violencia ejerc hacia mujer simpl hecho mujer serio violencia genero exist exist violencia violencia hacia mujer violencia hacia hombr violencia hacia violencia hacia anciano inclinando balanza malo hacia solo lado hombr incluyendo aspecto violencia sino muestra terribl falta educaci mala conducta falta nima norma convivencia respeto violencia cosa unidireccion pued ejerc cualquier persona inclus mata madr matan hijo esposo hijo mata padr hermano hombr mata hombr mujer angel hombr demonio ambo sere humano misma miseria problema defecto solo hombr acosan favor basta buscar youtub mujer acosando hombr acoso decir busquen mujer golpeando mujer asesina mujer exigiendo privilegio derecho ocasionar existan ciudadano meno derecho entonc buscan igualdad hombr empiecen dars cuenta situaci estan lavando cerebro adoctrinando malo hombr existen persona buena mala punto hijo varon preocupa mundo vivir,-1.0
1836,0KdmgUqM0C0,UCzzHx2PPtwET2qUYSs-nXpA,"Como se denuncia ? Yo sufrí humillaciones según porque era fea para él y no apta para vivir con el,  me intimidaba si le decía algo a mis papás de su agresión contra  mi, igual me excluía de sus planes cuando salía con mi hija, otra cosa es que me ofendía de “golfa asquerosa “, igual como olvidar que me hacía sentir insegura con decirme o mormura con su madre que era una mugrosa y hasta me hacía sentir miedo de vas a ver como te va ir. En fin a ese hombre por eso igual lo separe de mi hija, un tal Josue Camarillo Vásquez…solo aguas con esas personas que no te agraden físicamente pero si lo hacen psicológicamente …debería denunciarse eso porque la mayoría de hombres introducen esa violencia por fuerza y aún existe el machismo.",[0. 0. 0. ... 0. 0. 0.],denuncia sufr humillacion apta vivir intimidaba agresi igual exclu plane hija cosa ofend golfa asquerosa igual olvidar sentir insegura decirm mormura madr mugrosa sentir miedo hombr igual separ hija josu camarillo squez solo agua persona agraden sicament hacen psicol gicament deber denunciars mayor hombr introducen violencia fuerza exist machismo,-1.0
1837,0KdmgUqM0C0,UCxaHoG6W0QAjBsgKC5VSalg,En verda a el varon  ahora lo culpan por ser esclavo de la henbra desde ase miles de año  . Al hombre en esta sociedad le combiene alejarse de las hembra que lo han esclavisado desde el prinsipio  abran los ojos esclavos de esta sociedad  esclavista,[0. 0. 0. ... 0. 0. 0.],verda varon ahora culpan esclavo henbra mile hombr sociedad combien alejars hembra esclavisado prinsipio abran ojo esclavo sociedad esclavista,-1.0
1839,oB29ESLHTjE,UC59_oSYzNy335iLp2mT58nw,Discurso de odio el que hacéis vosotras todos los días contra los hombres,[0. 0. 0. ... 0. 0. 0.],discurso odio hombr,-1.0
1840,oB29ESLHTjE,UCS5Cvt3nKen96-BIwWxGjcg,"El mundo no tolerará más vuestro hembrismo ,lucharemos del lado de quien sea en contra de vuestra deriva",[0. 0. 0. ... 0. 0. 0.],mundo tolerar hembrismo lucharemo lado deriva,-1.0
1846,oB29ESLHTjE,UCYO0yZO2E1zPCZU165Vlu3Q,"Ya no importa la forma en cómo quieran manipular las noticias. La gente supo darse cuenta de la manipulación y control de las redes que estos grupos extremistas del feminismo y el woke tenían. Lo que pasa es que no es lo mismo que únicamente ustedes puedan hablar, a tener que debatir ideas y discursos. Una red social abierta es democrática, o acaso sólo quieren que ustedes sean la únicas personas escuchadas?",[0. 0. 0. ... 0. 0. 0.],importa forma quieran manipular noticia gent supo dars cuenta manipulaci control rede grupo extremista feminismo woke pasa mismo nicament usted puedan hablar tener debatir idea discurso social abierta democr tica acaso quieren usted nica persona escuchada,-1.0
1847,oB29ESLHTjE,UCK5EwoPOaK_hlYLHCtABpdw,El mundo más enfermo de odio y los locos más locos en cuanto tenemos los mayores avances en la humanidad. Aún muchos quieren seguir en la época de las cavernas...,[0. 0. 0. ... 0. 0. 0.],mundo enfermo odio loco loco cuanto mayor avanc humanidad quieren seguir poca caverna,-1.0
1850,oB29ESLHTjE,UCFxJFk8-D0QILBGvaWQMjMw,1:35 Boris Johnson... y ya me cansé de fake news por hoy. Gracias.,[0. 0. 0. ... 0. 0. 0.],bori johnson can fake news gracia,-1.0
1851,oB29ESLHTjE,UCy1SuAajS1lfZenwkmLKEpA,Los bulos no silencian a nadie. Las personas se callan porque deciden callarse.,[0. 0. 0. ... 0. 0. 0.],bulo silencian nadi persona callan deciden callars,-1.0
1852,oB29ESLHTjE,UCSeFav4oZvMcpPYUh3M5e7g,"Pensé que iban a hablar de desinformación de género tanto hacia mujeres como hacía hombres pero eso no le importa a nadie, gracias por seguir metiendo en la cabeza de muchas mujeres y niñas que eso solo les pasa a ellas y los hombres tenemos la culpa, seguro que eso genera una sociedad mucho mejor.",[0. 0. 0. ... 0. 0. 0.],pen iban hablar desinformaci nero hacia mujer hombr importa nadi gracia seguir metiendo cabeza mucha mujer solo pasa hombr culpa seguro genera sociedad mejor,-1.0
1860,uAT8EEKBySM,UCO2QIIO-Vg7Pam1XNuTx3oA,Qrecuerdos tanamargos aunque notivemuertes enfamiliares😂,[0. 0. 0. ... 0. 0. 0.],qrecuerdo tanamargo aunqu notivemuert enfamiliar,-1.0
1861,uAT8EEKBySM,UCaT33wqw8082mydo2sgmBFA,"Recuerdos, recuerdos muy tristes....",[0. 0. 0. ... 0. 0. 0.],recuerdo recuerdo trist,-1.0
1864,uAT8EEKBySM,UCPZX8Sl53ZBzohKaOsYAjdA,"Sánchez, Illa, Simón y todo el ""Gobierno"" de este país deberían estar en Guantánamo. Confinamiento ilegal y miles de víctimas.🤮🤮🤮🤮🤮",[0. 0. 0. ... 0. 0. 0.],nchez illa gobierno deber guant namo confinamiento ileg mile ctima,-1.0
1865,uAT8EEKBySM,UC08bxvFuuoWSVp5E8aIXY3A,"3 meses encerrados por un virus invisible, de esto hemos salido adelante gracias a las vacunas",[0. 0. 0. ... 0. 0. 0.],mese encerrado viru invis salido adelant gracia vacuna,-1.0
1868,uAT8EEKBySM,UC9oOo1MwiM1MsgCWQlAfRMg,Es COVID fue un crimen organizado y preparado por empresas  farmacéuticas .,[0. 0. 0. ... 0. 0. 0.],covid crimen organizado preparado empresa farmac utica,-1.0
1869,uAT8EEKBySM,UCqn9-S3D7tec4rBW3eNmiKQ,fue la maldita sopa de leche de murciélago,[0. 0. 0. ... 0. 0. 0.],maldita sopa lech murci lago,-1.0
1870,uAT8EEKBySM,UCFQF-g1_4BGh0efpLoeIi8w,Sus gobierno son los culpables  UNUBO FOGORET MEKARED VIUVOVORET EL DESTRUIRÁ TODOS SUS LABORATORIOS ÉL ESTÁ MOLESTO,[0. 0. 0. ... 0. 0. 0.],gobierno culpabl unubo fogoret mekar viuvovoret destruir laboratorio molesto,-1.0
1871,uAT8EEKBySM,UCvCbSl5Lne26VnSITjxKkQA,"Todo fue incertidumbre, las autoridades no tomaron las precauciones debidas, pensaron que no se propagaría la enfermedad, esto nos tiene que servir para el futuro.",[0. 0. 0. ... 0. 0. 0.],incertidumbr autoridad tomaron precaucion debida pensaron propagar enfermedad servir futuro,-1.0
1873,uAT8EEKBySM,UCcHF5gZEotlHk8dvPl3qkNg,"No me ha molado nada el documental, mucho politiqueo poca realidad social de lo que se vivió 😢",[0. 0. 0. ... 0. 0. 0.],molado document politiqueo poca realidad social vivi,-1.0
1876,uAT8EEKBySM,UCRpznDlJRVEIQ96yKab2MIg,"Cuando uno ve este vídeo tres años después del inicio de todo, SE CABREA AÚN MÁS. Todo está bien, el sistema sanitario es robusto, no va a haber casos importados desde China.....vergonzoso como poco.",[0. 0. 0. ... 0. 0. 0.],tre despu inicio cabrea bien sistema sanitario robusto haber caso importado china vergonzoso,-1.0
1877,uAT8EEKBySM,UCqilIa8r7iek5sGYg_q6ofA,no pudieron   que el covi19  se extendiera  y  exterminar  la mitad  del planeta  ahora  buscan  hacer  guerras  mundial  control  humano,[0. 0. 0. ... 0. 0. 0.],pudieron covi extendiera exterminar mitad planeta ahora buscan hacer guerra mundial control humano,-1.0
1879,EuSTMOiaf3w,UCc9QBdmQdHCx9yMOYzHTLeg,Cada día están peor por muchas modificaciones que se hagan se hagan serán seguirán siendo del género con el que an nacido y el género te lo dan los jenitales junto con los cromosomas uno se puede modificar todolo que quiera la ideología de género es invento para manipular a las personas que están confundidas para otros propósitos que no son las necesidades ni biológicas ni físicas que unos y otras,[0. 0. 0. ... 0. 0. 0.],cada peor mucha modificacion hagan hagan seguir siendo nero nacido nero jenital junto cromosoma pued modificar todolo quiera ideolog nero invento manipular persona confundida prop sito necesidad biol gica sica,-1.0
1884,EuSTMOiaf3w,UCdVpFRgrdPrI_TIYxO4W3-w,"Si le dicen uruguayo y se ponen necios a decirle asi, y usted les dice que es argentino, lo más correcto es mandarlo a estudiar geografía para que puedan entender de donde proviene y dónde está su país",[0. 0. 0. ... 0. 0. 0.],dicen uruguayo ponen necio decirl ust dice argentino correcto mandarlo estudiar geograf puedan entend provien,-1.0
1886,EuSTMOiaf3w,UCIEe-pyJfBjvgnngsn93Gaw,Llena debes tener la cola mí amor 😂,[0. 0. 0. ... 0. 0. 0.],llena debe tener cola amor,-1.0
1888,EuSTMOiaf3w,UCkb05zbV4_q1wpAkAGdjJJg,"Este imbecil, no es capaz de darse cuenta que  puede nacer una mujer en un cuerpo de hombre y viceversa en el caso de un hombre.  Y de hecho esto pasa todos los dias, debe ser tremendo nacer en un cuerpo fisiologicamente errado. Y piensa que porque tiene facilidad de palabra puede apabullar a quien quiera, para que su publico lo aplauda. Un poco de reciliencia por favor..!!!!!!",[0. 0. 0. ... 0. 0. 0.],imbecil capaz dars cuenta pued nacer mujer cuerpo hombr viceversa caso hombr hecho pasa dia debe tremendo nacer cuerpo fisiologicament errado piensa facilidad palabra pued apabullar quiera publico aplauda reciliencia favor,-1.0
1893,EuSTMOiaf3w,UCAYRGAgzMgueNqvdJlxQ4aw,"Encima racista, el maromo.",[0. 0. 0. ... 0. 0. 0.],encima racista maromo,-1.0
1894,EuSTMOiaf3w,UCAYRGAgzMgueNqvdJlxQ4aw,Esta gentuza está trastornada.,[0. 0. 0. ... 0. 0. 0.],gentuza trastornada,-1.0
1897,EuSTMOiaf3w,UCXRon4iU1r0RAKEhRAVifxA,Que debate pelotudo,[0. 0. 0. ... 0. 0. 0.],debat pelotudo,-1.0
1901,mDF0KQ1Gaqs,UCEzOmHw8hiMe7CdwWKSMOvA,"Mejor es aprender defensa personal. Ante la ineptitud de las autoridades educativas, no queda más que defender la propia integridad de los abusivos.",[0. 0. 0. ... 0. 0. 0.],mejor aprend defensa person ineptitud autoridad educativa queda defend propia integridad abusivo,-1.0
1908,mDF0KQ1Gaqs,UCa6yjgXik568Pj3jywN0S-Q,Dios mio que acoso escolar ni mas grave😂,[0. 0. 0. ... 0. 0. 0.],dio acoso escolar grave,-1.0
1910,mDF0KQ1Gaqs,UCqEVzmnX2rvExRaSLeL4UWQ,A mí me hacían bullying en la secundaria más en la secundaria y prepa más en secundaria al final me pidieron perdón hay que estar pilas contra el acoso escolar,[0. 0. 0. ... 0. 0. 0.],bulli secundaria secundaria prepa secundaria final pidieron perd pila acoso escolar,-1.0
1916,mDF0KQ1Gaqs,UC7tEUQ7OjNzT11tZYOVUzkg,que se acabe el bullyngg,[0. 0. 0. ... 0. 0. 0.],acab bullyngg,-1.0
1917,mDF0KQ1Gaqs,UCcaZemYOyIw5EbkPKc8pOmA,"Imaginate que te hagan bullying en el colegio, y que ellos incentiven al gente externa a que te acosen imaginate que todo un pueblo te acose gracias a bullies escolares, imaginate no mas. Xq cuando uno lo cuenta nadie le cree. Uno siempre es un mentiroso o un exagerado. 
Y hasta que no se tira de un 7timo piso no lo dejan en paz.
Pd: imaginate tbn lidiar con problemas de salud mental a causa de todo el acoso de primario secundario y demas. 
Apesar de que me mude: ellos siguen atormentandome y no tengo pruebas para denunciarlos, xq nadie abre la boca y se creen cualquier estupidez.",[0. 0. 0. ... 0. 0. 0.],imagin hagan bulli colegio incentiven gent externa acosen imagin pueblo acos gracia bulli escolar imagin cuenta nadi cree siempr mentiroso exagerado tira timo piso dejan imagin lidiar problema salud mental causa acoso primario secundario dema apesar mude siguen atormentandom prueba denunciarlo nadi abr boca creen cualquier estupidez,-1.0
1919,_7rou0mjVs4,UCOLAVxyINWzKrGExdbf_L3A,"LO DIRE COMO,ME SALGA DE LOS COJONES SR O SRA PRESIDENTE,DIPUTADO,JUEZ,ESPAÑOLES Y QUE HOS DEN,POR CULO FEMIMIERDAS",[0. 0. 0. ... 0. 0. 0.],dire salga cojon president diputado juez espa ole culo femimierda,-1.0
1922,_7rou0mjVs4,UCCGoLKLJiPTjdcHVUODq1TQ,Sigamos invirtiendo tiempo corrigiendo los unos a los otros mientras que la ignorancia y la pobreza crece a nuestro alrededor. ,[0. 0. 0. ... 0. 0. 0.],sigamo invirtiendo tiempo corrigiendo mientra ignorancia pobreza crece alrededor,-1.0
1923,_7rou0mjVs4,UCvCdbJaJ7CutsFtOpYmLZYg,"EN EL CANTAR DEL MIO CID...SE USA PARA SIGNIFICAR QUE TODO EL ""MUNDO"".. QUERIA VER AL MIO CID AL IRSE ESTE DESTERRADO..",[0. 0. 0. ... 0. 0. 0.],cantar significar mundo queria irs desterrado,-1.0
1927,_7rou0mjVs4,UCs9tJKgmBEFBaW3ARnDGO5A,"Me tienen los huevos por el piso con esa pelotudez. Basta ya de victimizarse haciendonos creer que no las incluyen cuando dicen ""los niños o los estudiantes""",[0. 0. 0. ... 0. 0. 0.],huevo piso pelotudez basta victimizars haciendono creer incluyen dicen estudiant,-1.0
1928,_7rou0mjVs4,UCB6QmFGLj7SMZCK8OwnYTKg,"Las ultrafeministas,solitas se excluyen.¡Que pena! Que no se den cuenta de lo mucho que se excluyen en solo cinco minutos de converzacion.",[0. 0. 0. ... 0. 0. 0.],ultrafeminista solita excluyen pena cuenta excluyen solo cinco minuto converzacion,-1.0
1930,_7rou0mjVs4,UCfC1LIiSrHLwZ7cXM7VE2Wg,"En español el genero a omitir en el masculino, valla estupidez se a notaron las feministas.",[0. 0. 0. ... 0. 0. 0.],espa genero omitir masculino valla estupidez notaron feminista,-1.0
1932,_7rou0mjVs4,UCKOwYDwBQscNclc7yu8q7Qg,Estáis haciendo retroceder el avance del país en vez de hacerlo procesar estupidaaaas!,[0. 0. 0. ... 0. 0. 0.],haciendo retroced avanc hacerlo procesar estupidaaaa,-1.0
1933,_7rou0mjVs4,UCn5SY1sVBV_gSbqG82SmmDQ,No hay más tontos porque no caben.,[0. 0. 0. ... 0. 0. 0.],tonto caben,-1.0
1934,_7rou0mjVs4,UC4jB2BmHzo7mR6DO9N63QOw,Las feministas sufren de esquizofrenia y mania persecutoria. Y no son gente enferma las que me van a decir como hablar,[0. 0. 0. ... 0. 0. 0.],feminista sufren esquizofrenia mania persecutoria gent enferma decir hablar,-1.0
1935,_7rou0mjVs4,UC_easGM31TDbOnkfplvQP3A,"Por favor, luchemos contra la pelotudez del terminajo ""Latinx"" inventado por el mainstream media estadounidense. No podemos permitir que Estados Unidos nos dicte cómo debemos identificarnos a nosotros los ""Latinoamericanos"". Nos han puesto trajes tales como Hispano o Latino, por demás ambiguos. ¡Basta! Somos Latinoamericanos. En inglés Latin American es perfectamente inclusivo. Mejor dedíquense a lavar su ropa sucia. Por ejemplo, la hegemonía del racismo sistémico.",[0. 0. 0. ... 0. 0. 0.],favor luchemo pelotudez terminajo latinx inventado mainstream media estadounidens podemo permitir unido dict debemo identificarno latinoamericano puesto traje tale hispano latino ambiguo basta latinoamericano ingl latin american perfectament inclusivo mejor quens lavar ropa sucia ejemplo hegemon racismo sist mico,-1.0
