index,category,comment,num_cat,ideología política,machismo,racismo
383,machismo,¿Por que todes les feminazis son gordas incoggibles?,1,0,1,0
1974,racismo,"Nuestros antepasados Europeos fueron criminales en la época de la conquista por que le cambiaron la dieta a los Indígenas. Los Españoles masacraban a los Indígenas, amputandoles las manos o asesinandolos si los veían sembrando Amaranto. Los indígenas no tenían en su mesa arroz blanco, trigo ,maíz (híbridos) ,lácteos la dieta Europea o dieta ácida fue algo que se introdujo a la fuerza.",2,0,0,1
65,racismo,Europa está perdida. Suerte cuando los musulmanes sean la mayoría.,2,0,0,1
455,machismo,"Karol g es horrible, ya tiene cuerpo de viejita, tiene los hombros y los brazos todos regordetos.",1,0,1,0
1540,ideología política,estan todas locas!!!,0,1,0,0
1117,machismo,Por qué las feministas siempre son feas o gordas?,1,0,1,0
2458,ideología política,"LOS COMUNISTAS, CORTARON EL VIDEO, PARA PONER SOLO LA CRITICA DE LA TURISTA ESPAÑOLA.  PARA QUE NO SE VEA QUE EN REALIDAD CRITICA EL PERONISMO COMUNISTA.. NO A ARGENTINA
La CHICA es la ÚNICA QUE DEFIENDE ARGENTINA DEL COMUNISMO!!!! 
NO HA MENTIDO EN NADA

EN AÑOS AUN NO HE VISTO A UN SOLO ARGENTINO CRITICAR EL COMUNISMO!! POR ESO ESTÁ ASI EL PAIS...",0,1,0,0
954,ideología política,Un país que hace mas de 60años que esta bloqueado por un poderoso demasiado bien la llevan saca el bloqueo y veras. Mas si eres una Isla es una infamia ! Como las guerras que son todas manejadas por  intereses económicos y mueren inocentes!,0,1,0,0
3318,ideología política,"ah bueno, pero la grda esta habla de economia y politica? pero si no pago la compra del mercadona en SU VIDA",0,1,0,0
1216,ideología política,Los ucranianos acabarán con los invasores Rusos y Putin,0,1,0,0
1675,racismo,Yendo para atras hermanos chilenos. La salud publica es una mentira. Los zanganos ganaron en chile,2,0,0,1
3041,ideología política,Es muy mala,0,1,0,0
1284,ideología política,"Cuidado... Diga la verdad!!! . No confunda.. .  Cuba nunca tuvo Bandera Americana. Fuimos libres gracias al comercio libre con EU.. Europa... Latino America. Muy feo la  frase ..  parte COMUNISTA suya...Que Cuba  era colonia de USA. . Que Cuba fue  colonia  Americana... ??????? 😢. Esa es la cantaleleta Marxista que hundio a Cuba en oceano Ruso de sangre Cubana INOCENTE ... El Marxismo IMPUESTO  Dominio  .. hubo  Fusilamientos de inicentes..  Saqueos nacional de propiedades y negocios legales. (Trabajo para miles de familias ..)  HOY... Cuba Convertida Colonia estrategica Rusa... Kremlin. Poblacion  con asfixa de represion... no libertad .. hambre.. y brutalidad sin Dios y su palabras. Pais mas HAMBRIENTO y  pobre  del mundo. Colonia Rusa base  militar oara conquistar  variios  paiases  YA propiedad  Rusa  con gobiernos titeres... . y  destruidos en Latino AMERICA. El  Bloqueo es  Ruso.  No Americano. El gobierno Marxista de  Cuba comercia  con el resto del MUNDO. . Solo  Inventaron el peso cubano pra pagarles a esclavos cubanos.   Para un corral de humanos sin acceso a comercio... Dinero real...  comida...medicina..  transporte... LIBERTAD.... 😢 que es  lo natural para existir  en el Planeta... LOS REPTILES  TIRANOS DE   CUBA MERECEN  HOY.... CONSECUENCIAS JUDICIALES!!!    Castigo Mundial  Por GENOCIDIO de un pais libre que nunca ataco  a nadie  y por 63 Anos fue  pulverizado.. Y AHORA QUE??? 😢 Pues increible . Horrendo.  lo continuan  vendiendo..   disfrazado..... Paquete muy lindo.. 🎉.. LES 😮 TOCAN EN LA PUERTA MANANA PARA  VENDERLO .. 😂 Y ...  DEVORARLOS.... El Nombre del producto  se llamara . """"Llego lo Justicia Social"""" Y realmente...  En el paquete .. Comienzo De Muerte de Una Nacion"""" y asi..  lo siguen vendiendo los  Reptiles con apariencia HUMANA. Pero  EN DIOS  CONFIAMOS . AMEN.",0,1,0,0
3893,ideología política,"Esa guerra se resume en lo que dijo el general Anaya: -si hubiera parque, usted no estaría aquí. México como nación aún estaba en pañales y los gringos se aprovecharon de eso. Recién terminada la guerra de independencia, desorganización y problemas internos y a pesar de eso se puso muchísima resistencia y por falta de recursos no se podía más. Tan facil, a México se le acababan las municiones en batallas",0,1,0,0
3306,ideología política,Rusia ya gano los gringos solo ponen propaganda diciendo que aun no los han derrotado pero ya perdieron los que estan luchando son los gringos pero no lo consiguen,0,1,0,0
3303,ideología política,"Totalmente falso, el mayor comprador de petróleo ruso es USA y se lo revende a Europa. Lo que mas compra la India es el acero ruso y lo revende..
El mayor ganador es USA  por las ganancias de la guerra y China que está recibiendo sin ensuciarse las manos todos los datos de las armas de la OTAN",0,1,0,0
1621,ideología política,"Es ahora o nunca. Tienen que derrocar ese gobierno socialista de Sanchez. A la fuerza, porque con los socialistas y comunistas no hay de otra manera, ellos operan con tácticas mafiosas. Soy cubano exiliado en USA por culpa del comunismo. Un consejo dese el futuro, con hablar no se hace nada cuando el socialismo toma el poder. Cuba, Venezuela, Colombia, Mexico, Peru, Bolivia, Brazil, Argentina (hay esperanzas con Milei, pero no creo que los socialistas suelten fácil, ya tienen allí “colaboradores” cubanos y venezolanos y la droga de colombia) Chile, Mexico, Canada y la más de la mitad de Estados Unidos, están ya perdidos con la enfermedad del socialismo con camino al comunismo. España está a punto de ser devorada por el comunismo más radical. Rusia y China han hecho lo que durante la guerra fría no se pudieron conseguir: la desestabilización de la democracia occidental. Por otro lado los países musulmanes y árabes han jugado un papel no menos importante en esa proceso destructivo. Dios se apiade de todos nosotros.",0,1,0,0
678,ideología política,No pueden vs peluca despues cuando levanté Argentina venga a México a barrer a los zurdos que no producen,0,1,0,0
3282,ideología política,"Tal cual actuaba el gobierno británico con los colonos  en esos años,  asi ACTUA EL GOBIERNO ACTUAL EN PERÚ REPROMIENDO A LA FUERZA Y VPNOTROLANDOLO TODO CON CONGRESO FACISTA.",0,1,0,0
1936,racismo,"Así es, mi profesora es una floja que no realizó la clase y nos envió un link para ver este video en nuestros celulares, mientras ella está ahí sentada con su celular V:",2,0,0,1
2283,ideología política,"Veréis lo que tarda esta ,en poner otra pijada de ley , igual o peor , que las que hizo , la que se fue (  está bien allá  )",0,1,0,0
3912,ideología política,"Parece que fue escrita por su peor enemigo, la actuación de Ana salva a éste desastre de película, la retratan como la clásica rubia tonta, es cierto que vivió muchas dificultades y situaciones adversas, pero en éste filme no la dejan brillar ni por error, más bien parece la venganza de alguien que vivió odiando a la pobre Marylin, una víctima más de ésa secta llamada Hollywood",0,1,0,0
1489,ideología política,"""mas autoritaria que la Iglesia Catolica"" jajajajajaajaj",0,1,0,0
1840,ideología política,"Con todas las puebas nucleares marinas y terrestres mas los desechos quimicos y radioctivos que los países dueños del globo han hecho y depositado en tierra y mar. Nosotros  mismo humanos ,  todo ese pescado venenoso y demas productos, deberiamos ser sujeto de estudio a ver donde nos ha afectado biologicamente.",0,1,0,0
574,ideología política,Todas estas química lo q tiene q aser es señalas todas,0,1,0,0
3261,racismo,MIENTRAS QUE NO RESPETEN LOS PALESTINOS NO VIVIRAN LOS JUDIOS EN PAZ,2,0,0,1
2533,ideología política,Alemanes mentirosos Gran Bretaña esta bien lo dice Milei de Argentina.DW es comunista porque no reconstriyen el muro de Berlin.,0,1,0,0
3661,ideología política,"No tiene Chance, Violenta y Radical.",0,1,0,0
2988,ideología política,Que orible esta interpretacion  con esta mujer como deatrozan la cancion a la carcel deberian mandarlos.,0,1,0,0
1121,ideología política,Basura adoctrinadora y embustera.,0,1,0,0
1681,ideología política,Hablas como COTORRA  .mejor infórmate y que fue rechazada por ser un a aberración y 👎👎👎👎👎👎🙈🙈🙈🙈,0,1,0,0
2457,ideología política,wow esperemos no venga a mexico porque aca estamos peor  carreteras en mexico?? madre mia   sin luz? ohh my god  gasolineras apartadas de la civilizacion   imnumerables    LAURA NO VENGAS A MEXICO QEU CON ESA BOQUITA  NOS  VAS A ANUHIQUILAR JAJAJ JAJA,0,1,0,0
1246,ideología política,"China esta bien preocupada porque sin niños no tendran en un futuro esclavos, digo trabajadores a los cuales les paguen lo minimo qpenas para sobrevivir y los hagan dormir en las fabricas para poder seguir siendo potencia mundial",0,1,0,0
80,racismo,"Con el tema de la inmigración descontrolada sin dudas habrá una tendencia a qué en Europa en un futuro sean los años que sean los musulmanes serán  mayoritarios en la sociedad entonces ya veremos estos temas de la mujer,los trans y no se que ARDER.",2,0,0,1
2496,racismo,"Y el grito era: ""A MATAR INFIELES"".
No ha cambiado nada el islam, siguen asesinando ""en nombre de dios""...igualito que los curas. ¿Son parientes?
Pa que hablar de los judíos, los primeros en perseguir y asesinar a los crist8anos asociados con roma. Lo que pasa es que son buenos pa hacerse los weones.",2,0,0,1
2427,ideología política,"Está loca 😂esa es mi opinión, pobre, no le alcanzará la tierra cuando muera 😢",0,1,0,0
2688,ideología política,50 0 60 F16 no significara ningun cambio aqui todos se olvidan los S400 y S300 rusos que no son moco de pavo y 50 f16 no saturaran el espacio aereo para que los misiles s400 hagan su trabajo,0,1,0,0
1521,machismo,"En los realities de competencia si hay 2 conductores un hombre y una mujer, obvio que gana el equipo conducido por una mujer  y con nórdicos fortachónes q se creen árbitros de futbol",1,0,1,0
3290,machismo,Miente como todas las mujeres.,1,0,1,0
1017,machismo,"Qué teatrera es esta chica y si fueras chico,te llamaría teatrero e incluso teatrere si no sdabes a qué género perteneces,aunque en tu caso está claro que sabes muy bien a qué género perteneces,porque así sois las mujeres,teatreras y liantas.",1,0,1,0
1212,ideología política,"El grupo mercenario Wagner avanza hacia Moscu???   estan ya a 400km?  
Ser mercenario significa ejercito pago , si estan avanzando sobre Moscu, quien es entonces el que paga?  No es Rusia evidentemente.",0,1,0,0
3116,machismo,Las españolas nacen llorando y mueren llorando,1,0,1,0
2957,ideología política,"Están hablando tonterias eso yá pasó de moda porque Rusia tiene armamentos superiores y todo lo que hace Ee Uu. Son las malas ideas de los paisea invasores ,ambiciosos o saqueadores y Rusia ganará porque no lo vas a poder juzgar",0,1,0,0
1916,ideología política,"A PARTIR DE ESA GUERRA ,LOS GRINGOS PASARON A LA GUERRA CLANDESTINA, LATAM EUROPA, MEDIOORIENTE ASIA, JUNTO A LA URSS USABAN PAISES TITERES PARA ENFRENTARSE.",0,1,0,0
2777,ideología política,Es malísima,0,1,0,0
933,machismo,"Tan brutas son, que no esperan ; le pregunten...",1,0,1,0
3892,ideología política,"Esa Guerra fue una Injusticia,México no se merecia perder territorio y Estados Unidos se paso con México ya que casi anexan a México y me parece muy feo por parte de Los Estadounidenses que encima inspiraron a Los Méxicanos a independizarse,pero luego hacen que México pierda gran parte de su territorio,
En serio a mi me parece una Injusticia y una humillación y lo peor es que esos territorios que EEUU le robo a México lo enriquecieron gracias a los recursos encontrados en dichos territorios volviendolo potencia,México se merecia ser potencia. 
No soy de México pero me molesta que Estados Unidos siendo un ejemplo a seguir para la independencia de México y otros ex-territorios españoles se aproveche de uno de esos países independientes y le quite territorio a tal punto de anexarlo,además que Estados Unidos no solo se metio con México también hizo cosas similares.
Pd:Un Saludo a Todos Los Méxicanos",0,1,0,0
312,ideología política,"Un amigo mio europeo me preguntaba hace unos días porque mueren muchas mujeres en España. Tuve que explicarle que la mayor parte de los crímenes son cometidos por los emigrantes. Pero ¿porque los noticiarios no especifican quien lo hizo?¿estan criminalizandonos a los españoles a propósito? Si ya tenemos leyenda negra en el mundo ,no hay duda que nuestros medios de comunicación la están incrementando y mucho!😬😬",0,1,0,0
1990,ideología política,Mentira México fue el héroe de hay por que los soldados de usa tenían miedo y lo mexicanos no por que mienten el usa,0,1,0,0
2443,machismo,mike bahia no le da a esa mujer jajajaj que suerte,1,0,1,0
2220,machismo,"Silenciadas? Pero si NO SE CALLAN jajaja están todo el día hablando como gallinas, silenciadas… vayan a Afganistán",1,0,1,0
3751,ideología política,"Este movimiento está formado por envidiosas resentidas, vagas... No sigo. Por eso esas leyes estúpidas. A mi no me representan y lo digo abiertamente",0,1,0,0
1915,ideología política,"Pocos lo saben pero el presidente Johnson busco el apoyo de España en la guerra (al final España envió algunos médicos, enfermeros y suministros médicos), a lo que Franco le aconsejo al presidente americano no seguir con la misma, porque seguramente la perderían, pues no era solamente una guerra de capitalistas contra comunistas en el contexto de la guerra fría, sino que era una guerra de ""independencia"", de emancipación de poderes y oligarquías extranjeras, en una lugar lejano de los EEUU y lleno de selvas. La Historia le dio la razón, pues los EEUU usaran prácticamente toda su tecnología (quitando las bombas nucleares y poco más) y dejándose la vida más de +50k soldados y teniendo que salir por patas.",0,1,0,0
2998,racismo,"Esos sodomitas son una
Amenaza para la Familia",2,0,0,1
3463,ideología política,"Hay muchos que no podrán reinsertarse en la sociedad, otros que si, pero empecemos de la niñez... Hay que tener carceles de reos individuales, los más peligrosos sin salida ni patio. Dos comidas al día, no querrán entrar dos veces. Reincidente, pena máxima. Trabajo en conjunto con las escuelas públicas, eso se sabe a nivel gobierno. Todo se hace con una doble intensión, si saben la solución pero no invierten, la plata se va a otro lado... Todos saben y se hacen los wnes. OPERACIÓN BUKELE!",0,1,0,0
2064,machismo,asi son  los feos,1,0,1,0
2127,ideología política,"DEFINITIVAMENTE ES DE MUY MAL GUSTO QUE NUESTROS HERMANOS VENEZOLANOS TENGAN QUE IMIGRAR A HOTROS PAISES TENIENDO TANTOS RECURSOS NATURALES  Y TAMBIEN VIENDO SIDO UNO DE LOS PAISES MAS PROSPEROS DE TODO SURAMERICA QUE PENA QUE ESTO ESTE PASANDO Y LOS CHAVISTAS SE HAGAN DE LA VISTA GORDA MIENTRAS EL PAIS SE HUNDE , VERGUENZA DEVERIA TENER MADURO JUNTO CON CHAVEZ QUE SON LOS INTELECTUALES DE TOPDA ESTA DESTRUCCION DEL PAIS , MADURO DEVERIA ESCONDERSE BAJO UNA PIEDRA Y SALIR A ESCONDERSE FUERA DEL PAIS !!!!!!!!",0,1,0,0
3595,ideología política,"Esta tia tia no cambia, siempre buscando maldad, malos tratos y todo lo qud eya se cree
Ademas no entiendo que gente asi, que son de todo menos periodidtas, esten en tlv, para, ya busca otra clase de noticias, o habla de ti quete pasa con tus parejas, que cambias tanto??
Que segun tu eres infiel a alguna de eyas??
Tu infiel?? 🤣🤣
Olos infieles son tus parejas??
Vas ha pedir person ala audiencia de todos,, todos los canales que te has paseado llamandoba AD MALTRATADOR?? Y PONIENDO EN SU SITIO ATU AMIGA ALIAS LA MALA MADRE??
VENGA SIGUE EN TU SITIO, QUE ERES MUY DESAGRADABLE DE OIR Y MAS DE VER
PEPA PIG 🐽🐽
GRACIAS MAIKA POR TUS DIRECTOS",0,1,0,0
3566,ideología política,"O un cambio de sistemas humanos o saldremos a las calles hasta barrer  a los ESPAÑOLESYANKES SOBORNADOS, ESPAÑA APESTA A SOBORNOS Y ASESINOS DE LA AGENDA",0,1,0,0
2289,machismo,"La Izquierda española está liderada por un macho alfa, la Derecha por una mujer.",1,0,1,0
1059,ideología política,"Las ultrafeministas,solitas se excluyen.¡Que pena! Que no se den cuenta de lo mucho que se excluyen en solo cinco minutos de converzacion.",0,1,0,0
651,racismo,Ser pobre y humilde es bonito pero no lesbenseñaron el respeto por los mexicanos y el amor por mexico eso les falto no renegar de mexico mis padres son mexicanos tambien pero siempre nos enseñaron el amor por nuestra gente mexicana y su cultura su comida eso vale mas que todo el dinero del mundo RESPETO POR MEXICO Y LOS MEXICANOS  estos chicos no me representan a mi ellos son RACIATAS CONTRA SU PROLIA GENTE MEXICANA,2,0,0,1
1691,ideología política,Si. Dejan entrar la Rebolucion izquierdista. Ya isieron mil pedazos a Honduras!,0,1,0,0
652,racismo,Noooooo aqui en los angueles no los queremos aqui en los agueles somos mexicanos,2,0,0,1
1258,ideología política,SELECCIÓN ESPAÑOLA FEMINAZI se PELEAN........😐🤨🤔😏☺😄😁,0,1,0,0
331,ideología política,"Una España lleva de socialistas ladrones hijos de la gran puta que regalan el dinero de los españoles a 4 putas de mierda, a catanazis, a etarras y a toda la jauría de moros de mierda que nos meten en manada cada noche mientras dormimos. 

Mal cáncer se coma a todas vuestras putas familias, comunistas de mierda.",0,1,0,0
3649,ideología política,"Petarda, fascista, bulera.",0,1,0,0
1074,ideología política,"TODA RIDICULA GERRA ,,,, SOLAMENTE TRAE MAS PENAS ,,,, Y MAS PROBLEMAS ,,,,",0,1,0,0
3513,racismo,Selo mereces por prepotente lagarta,2,0,0,1
2420,ideología política,A la mierda la monarquía y esas viejas re culias estiradas que no entienden nada sobre su horrible país.,0,1,0,0
3285,machismo,"La Consorte  mala persona, bibora venenosa, fuera de la zarzuela.",1,0,1,0
4003,ideología política,Vergüenza de reina quiere que  no gastes dinero y ella que es ? Republicana de M...,0,1,0,0
4170,machismo,No metas tus manos por esa tia,1,0,1,0
2853,ideología política,Si esa mentada reina no trata bien a quien por ella está en alto lugar quiere decir que no que tiene un corazón podrido que  esperan los demás de esa mujeryo la mandaría por tubo no sirve para reinar esa leticia,0,1,0,0
4094,ideología política,Qué le importa salir si es una trepa que es millonaria la cuenta de todos los españoles que no valen nada más que para pasar modelitos y que la digan que va muy bien todo pagado por todos los españoles así cualquiera va bien más vale que respete a los suegros doña Sofía y Don Juan Carlos Rey de España esos son los auténticos reyes,0,1,0,0
3143,racismo,"*Construyan una alcantarilla llena de ᗰ1ᗴᖇᗪ4 como yo y mi madre marroquí, y los ᗰ1ᗴᖇᗪ4S GENOClDAS, SAQUEADORES LADRONES Y ASESIN0S DE LOS INGLESES BRUTÀNICOS, y pongan un escrito en el que pido perdón por adorar a una saqueadora y asesina como la reina lagarta muerta de INGLA_M1ERD4!*",2,0,0,1
1195,machismo,Mujer insoportable que se le subió lo de Reina y no es más que una cenicienta,1,0,1,0
2987,machismo,"Para mi LadyDi, será la reina y esa señora, para mi será la amante que no dejo, detrás como una bruja y destruyo un familia. Y tan fea",1,0,1,0
1051,machismo,Pobre niña infeliz.. cuanto karma..,1,0,1,0
4181,ideología política,Vaya historial de la q se cree perfecta.,0,1,0,0
3887,ideología política,Leticia es una bruja y está contra felipe y su familia. Si felipe lo permite no significa nada' no vale para nada. Que se vaya o se separe de  esa maldita,0,1,0,0
3424,ideología política,"""doña Leticia"" es una izquierdosa resentida q disfruta de la buena vida monàrquica...!!",0,1,0,0
2861,machismo,Que mujer tan atrevida y narcisista. Haciéndole semejante grosería a su suegra. Se nota que domina al marido con un dedo.,1,0,1,0
2197,ideología política,La paleta Ayuso  es muy casposa y rancia,0,1,0,0
150,machismo,¿ No recuerdan como trató a la abuela la malcriada esta?,1,0,1,0
1868,ideología política,"Ahora dilo llorando,chayotera corrupta alias  cederá  ajajaj🤣‼‼‼los próximos  gobiernos  de morena, ustedes los chayoteros quedarán en la basura  de  la farándula   nadie se acordara de ustedes chayotera corrupta  su golpe final será en el 2024 adiós al prian y sus voceros chayoteros 🤣‼‼‼‼",0,1,0,0
2711,ideología política,"Oye mujer, que opinas del che guevara quien dijo una vez que los africanos eran el ejemplo perfecto del poco apego al baño, y también quien metía a los homosexuales en campos de concentración bajo el lema, el trabajo os hará hombres, su discurso nacionalistas, anti imperialista?, es de izquierda por que llevaba La oz y el martillo, verdad, entonces por que no consideran de izquierda q hitler quien decía que lo suyo era el verdadero socialismo?",0,1,0,0
681,racismo,"Aqui vemos el problema d la inmigración, esta chica q no es étnicamente británica. Quiere q el pais cambié algo tan de los británico solo porq ella no se siente  identificada",2,0,0,1
3758,machismo,Adiesteada por la. Madre esta usta ibre. Niña,1,0,1,0
3837,racismo,Los peruanos no son desendientes incas todos fueron esterminados por los invasores los incas fueron los primeros en retirarse no fueron suficiente los peruanos son meclas de los invasorea y eh indigenas y de los aciaticos,2,0,0,1
3821,ideología política,"POR CIERTO, LLAMAR MADRE CORAJE, A ESA MUJER, Q DROGABA A LOS HIJOS CON ORFIDAL, Y Q COJONES TUVO LA GOLFA ESA, DE CHANTAJEAR AL REY",0,1,0,0
4089,ideología política,Tiene cara de mala rei de españa sacala de tu bida tu bales mucho i puedes tener la mujer que quieras desterrarla,0,1,0,0
699,ideología política,La reinita de acá debe ir presa x robar,0,1,0,0
553,racismo,Los europeos son primitivos.,2,0,0,1
906,ideología política,"Que  sentiria la Laticia , si su hija ya no fuera reina. Si se acabara el reinado, su cara de la prepotente.",0,1,0,0
271,ideología política,No veo la diferencia entre esta boba gricelda la maqueabelica nazi torturo a miles de mujeres niñna y ancianas e su arrogancia del poder banal del supuesto poder q jamas tendran porque no ban y se comen un elado 🎉🎉🎉🎉🎉😊😊😊😊😊😢😢😢😢,0,1,0,0
2389,racismo,"No podemos ni debemos considerar a la invasión musulmana, propiciada y alentada en parte por un conde traidor y unos aspirantes a gobernar un reino en disputa, como algo nuestro. Hispaniae Visighotorum Regnum. Ya era una entidad politica y religiosa con 4 millones de hispanos visigodos, con otro idioma, otra cultura y otra religión totalmente contraria a la que traían los musulmanes. Por tanto estos invasores había que combatirlos y expulsarlos de unas tierras que no les pertenecían puesto que ya estaban ocupadas.",2,0,0,1
3832,machismo,"YO LE CREO, MENUDA MAMA Y PAPA LE HAN "" TOCAO "" AL MUCHACHO XOMO NOS HA VENDIDO LO BUENA MADRE QUE ES..... Y COMO ES BURRA SE DA DE PATADAS CADA DOS POR TRES, DICE QUE VA AL CASINO PARA DAR DE COMER A SUS HIJOS, QUE GETA, CON EL DINERA QUE HA PERDIDO. POBRE DIABLA , LA COGEN TODOS LOS VICIOS..... PUES MIRA LA NIÑAAAAAAAA",1,0,1,0
1138,ideología política,"Con todos los gastos pagos. Un montón de ""pijos"" como le dicen allá, malgastando dinero de los contribuyentes cuando ellos son millonarios. QUE MAL EJEMPLO la ""corona"".",0,1,0,0
1026,racismo,"Primero tienes que explicar a la gente de dónde viene ese pueblo saharaui
Al principio era un grupo de terroristas creado por Argelia, Libia y Egipto 
Además,  los saharauis que viven  en tinduf  viven la pobreza la dictadura  los pobres los obligan de quedarse ahí y los que están aquí en España o Francia disfrutan con el dinero de Argelia",2,0,0,1
3471,ideología política,Republicana de …..,0,1,0,0
4034,racismo,Rata Sectaria.. perfecta descripción.,2,0,0,1
2754,machismo,Es una narcisista.creo que recojera lo que ha sembrado,1,0,1,0
3178,racismo,"Argentinos, Uruguayos, Chilenos e ingleses en el sur ,  Panameños, venzolanos, colombianos, ecuatorianos e ingleses en norte, ambos ejercitos nos impuesierón a la fuerza y con armas ¨Libertad¨ e ¨Independencia¨. Con España el Perú era el 25% del PBI de Sud América,  y luego pasó a representar menos del 10%,  nos endeudarnos a la fuerza x 100 años con los ingleses y franceses por prestamos que no pedimos, (y eso que Bolivar y San Martín se llevarón toneladas de oro y plata a Londres),  luego estos 2 paises nos invadierón con sus productos industrializados, perdimos el comercio con Filipinas y China a manos de los ingleses, a los hacendados en la sierra les expropiarón sus hectareas de terrenos y se pasó a la improductividad de la tierra y el agro llevandolos a la pobreza.  ¿Cuándo se jodio el Perú???  se jodío con esta independencia impuesta a la fuerza. Lima la ciudad de los Reyes, envidiada por todo sus vecinos,cayó en el atrazo. Latinoamerica paso de ser un solo pais a convertirse en 20 naciones pobres tercermundistas con odio entre ellos por falsos nacionalismos y guerras por fronteras que antes no existian.  En Perú guerras internas de caudillos corruptos financiados por empresarios corruptos para que sean presidenetes nos empobreció más y perdimos territorio,  situación que hasta la fecha se presenta con corruptos tipo;  Toledo, Ollanta, PPK, Vizcarra, Sagasti, Pedro Castillo, 2023  hay pobreza, analfabetismo, desnutición, dengue, estamos  peor que en el Virreynato.  Bueno,  solo queda educarse uno mismo en una institución particular, celebrar con la familia, viajar y conocer otros continentes otras personas y amores,  aprender idiomas  y hacer empresa para no trabajar en el estado como un caviar.  Salud.",2,0,0,1
320,racismo,"Yo pienso igual que la chica...que dice que nos van a odiar!....soy colombiana, pero no soy como tu dices!....y si, eres irrespetuosa, porque generalizas... La verdad pienso igual que tu, no quiero que los españoles se vengan a vivir aqui!...en general todos los extranjeros me gusta extrañarlos, no deseo que se uqeden en Colombia y ya hay demasiados...",2,0,0,1
3876,ideología política,Esta Reina  Como buena  Social comunista   La mando  el Demonio  Para ayudar  Al Gobierno   narco terrorista    Que tenemos  Y  Que la pusieron   ahí   Ellos  precisamente Para  esto ??,0,1,0,0
1708,ideología política,"Yo creo que deberían de eliminar a las monarquías, que toda la vida están mantenidos por España que no está para mantenerlos y encima aguantar a esa mujer lety que no se entera que come por los españoles",0,1,0,0
4122,racismo,Así te pago viva la Virgen y ahí te pago hay que ver el coco de Miranda cómo meter Mari pues resulta que ⁰ ni nada pero aquí salen todos los trapos sucios de la mujer que tiene es increíble que destroce toda la familia y todo y ahora su hija la princesa con ⁰⁰⁰ la reina de España que tu ⁰ tú ya con lo que hizo tu padre y tu madre tuve todo tu madre y ya nunca victoriano ni nada es igual que de traidora,2,0,0,1
2213,machismo,"Si fuersn racistas no se hubiera casado,  acomplejada, interesada no le salió como pensaba",1,0,1,0
3507,machismo,"Las cotorras del barrio bajo criticando a otra chica que no hace mal a nadie. 
Habla quien más tiene que callar.",1,0,1,0
3144,racismo,"*SOY G4Y MARROQUÍ CON CUL0 ROTO, Y LA HERMOSA ESPAÑA JAMÁS PEDIRÁ PERDÓN por todo lo grandioso que dejaron a donde llegaron y conquistaron* , dejaron universidades, hospitales e imponentes edificios coloniales, sacando de la prehistoria a los nativos como yo... SUERTE TUVIERON DE QUE EN HISPANOAMÉRICA LLEGARA ESPAÑA, Y QUE NO LLEGARA INGLA_NADA A ACABAR CON TODOS LOS NATIVOS.
*America que agradezca a los españoles el idioma, los edificios coloniales, las ciencias, las artes, la rueda, el metal y toda esa rica cultura que dejó el gran imperio hispánico, con más de 300 años. ¡VIVA ESPAÑA, VIVA LA HISPANIDAD JAMÁS SERÁ VENCIDA!*
❤️🇪🇸❤️🇪🇸❤️🇪🇸❤️🇪🇸❤️🇪🇸❤️",2,0,0,1
709,ideología política,Pobre mujer .... Da lastima  ver como la utiliza la izkierda.  Jajaja,0,1,0,0
2627,racismo,"Por cierto, como mexicanos tenemos que una parte de nuestra cultura consiste en lamentar mucho el pasado, en decir “pobres mexicas, ¿qué hubiera sido si los españoles no hubieran venido, que grandiosas construcciones hubieran logrado?, Pi&$he’s españoles”.

Lo mismo pasa con la guerra con Estados Unidos donde perdimos más de la mitad de nuestro territorio. Sin embargo para este caso, debemos de desmitificar a los mexicas, quienes también sometieron a varios pueblos de Mesoamérica. En la actualidad  los mexicanos somos más bien una mezcla de razas, somos tanto desentiendes de poderosos pueblos originarios de América, con una cosmovison y mitología fascinante, que lograron muchísimo por sí solos sin tener contacto con otras culturas del mundo, como de aquellos valientes hombres que cruzaron un océano misterioso y lleno de peligros hacia tierras desconocidas, quizá si por ambición, pero aún así eran personas desafiantes sin duda, también de africanos que fueron doblegados pero que en estas tierras encontraron libertad como fue el caso de Yanga.

Como ven, no tenemos porque odiar a los españoles, tampoco alabarlos, era otro mundo y otros tiempos, simplemente debemos reconocer que México siempre ha sido tierra de imperios, antes fue Tenochtitlán, luego la Nueva España, luego el primer y segundo imperio Mexicano, surgidos del combate, como descendientes de grandes pueblos que chocaron terriblemente y de aquella violencia surgió una gran energía, que nos da vida en esta nueva nación y que debemos llevarla al gran destino que esta llamada a ser, para eso debemos retomar lo bueno, aprender del pasado, y mirar hacia el futuro.

Al final somos herederos de la cultura mexica pero también de la cultura hispánica, otros ven con envidia este legado y han intentado poner de enemigos México y España en el contexto de la historia, cuando más que eso, debemos ser aliados precisamente para salvar y enriquecer ese legado hispánico.",2,0,0,1
