,video_id,author,comment,vectores_tfidf,comment_stem,sentiment
1000,sMpn6YEKyKs,UCAeH_S2IvIUl-ILGFpxNWkg,"Puedes enviar al niño a Catalonia, ahí ya la tienen desde hace años, tanto rencor superficial no se de donde viene, suerte .",[0. 0. 0. ... 0. 0. 0.],pued enviar catalonia hace rencor superfici vien suert,0.0
1002,sMpn6YEKyKs,UCk_jPDNmD3xE25lPvSuL8ow,"Esto es lo que yo denominaría un ""diálogo de besugas"".",[0. 0. 0. ... 0. 0. 0.],denominar logo besuga,0.0
1009,vdC4Op5uWZM,UCH9A9Jk0cMdTkr4ZCSFVpEQ,Ese mapa de España demuestra q el Esequibo es de Venezuela ❤❤❤❤,[0. 0. 0. ... 0. 0. 0.],mapa espa demuestra esequibo venezuela,0.0
1011,vdC4Op5uWZM,UCC3qEXpTkOcUq6uom-gtwxw,Ese Rey era un verdugo 👺👹👺☠️,[0. 0. 0. ... 0. 0. 0.],verdugo,0.0
1013,vdC4Op5uWZM,UCgzs41wGJxCKj3UUa0MO2IQ,Borbones...,[0. 0. 0. ... 0. 0. 0.],borbon,0.0
1014,vdC4Op5uWZM,UCCqGCPEmGRWcKQylGkqmA8A,Por algo no sirve la monarquía,[0. 0. 0. ... 0. 0. 0.],sirv monarqu,0.0
1015,vdC4Op5uWZM,UCec6lAYMtOJIAtQuR5BP3nQ,😂😂😅 qué cabrón,[0. 0. 0. ... 0. 0. 0.],cabr,0.0
1018,vdC4Op5uWZM,UC4VMn_nJ2O_meD3M7WGmETA,"Por algo, es mejor que España se vuelva República 🔴🟡🟣",[0. 0. 0. ... 0. 0. 0.],mejor espa vuelva blica,0.0
1019,vdC4Op5uWZM,UC8YMib7qSUaxDxa7WUpw46w,No ha habido un Borbón bueno.,[0. 0. 0. ... 0. 0. 0.],borb bueno,0.0
1020,vdC4Op5uWZM,UCqGdH2Om-F0A3KQfgHBT14A,El peor con diferencia...,[0. 0. 0. ... 0. 0. 0.],peor diferencia,0.0
1023,vdC4Op5uWZM,UCKEwSRigor1VzAH5h3MYb8g,Ahora tienen al Pelluco Sanchez,[0. 0. 0. ... 0. 0. 0.],ahora pelluco sanchez,0.0
1025,9onPZT3npGU,UCblPoEX-xXcI4ucZn06YmWQ,"Países con sistemas Republicanos: Francia, Suiza EEUU.",[0. 0. 0. ... 0. 0. 0.],sistema republicano francia suiza eeuu,0.0
1029,9onPZT3npGU,UCN4mMs8g_yrpJvkJjn7Z3TA,Se puede hablar por privado contigo por algún sitio ?,[0. 0. 0. ... 0. 0. 0.],pued hablar privado contigo sitio,0.0
1030,9onPZT3npGU,UCDokgr_tszLPylMlobXKIDQ,"Es mucho Major Pablo Iglesias o Abascal que Qué Felipe VI
Onde va a parar",[0. 0. 0. ... 0. 0. 0.],major pablo iglesia abasc felip ond parar,0.0
1031,9onPZT3npGU,UCDokgr_tszLPylMlobXKIDQ,Cuenta tres veces más la TV catala para decir España nos roba,[0. 0. 0. ... 0. 0. 0.],cuenta tre vece catala decir espa roba,0.0
1034,9onPZT3npGU,UCQS1mTPZOOlpKeV1q6n1k1w,Como somos mayorcitos tampoco necesitamos Gobierno????......,[0. 0. 0. ... 0. 0. 0.],mayorcito tampoco necesitamo gobierno,0.0
1036,9onPZT3npGU,UCSc5piDWWwF0v1gskh9ajtQ,"Sería mejor que ""EL PARTIDO"" decidiera nuestro destino? Y por supuesto viviendo del cuento.",[0. 0. 0. ... 0. 0. 0.],mejor partido decidiera destino supuesto viviendo cuento,0.0
1037,9onPZT3npGU,UCA0F-0DWECESQECAVA3Nakw,"Viendo quien se opone a la monarquia en España y quien defiende la Republica...cada vez soy mas partidario de la monarquia absoluta. Por cierto , en Alemania, Italia, Portugal etc quien elige al jefe de Estado ??? (respuesta...los politicos 😂 )...item mas : mas caro resulta para los españoles las 17 rupubliquitas que tenemos... Item mas 2: Preguntales a los Venezolanos , Cubanos , Argentinos, Nicaragueses...como de baratos les sale su jefe de estado ???...prefiero es sistema español que por cierto coincide con los anacronicos Daneses, Suecos, Noruegos, Holandeses,...que atrasados son !!! con lo baratos que nos salen nuestros politicos 😂😂...nada nada quitemos al Rey y pongamos a Irene Montero que nos sale baratisima, esta de rebajas...",[0. 0. 0. ... 0. 0. 0.],viendo opon monarquia espa defiend republica cada partidario monarquia absoluta cierto alemania italia portug elig jefe respuesta politico item caro resulta espa ole rupubliquita item preguntal venezolano cubano argentino nicaragues barato sale jefe prefiero sistema espa cierto coincid anacronico danes sueco noruego holandes atrasado barato salen politico quitemo pongamo iren montero sale baratisima rebaja,0.0
1038,9onPZT3npGU,UCnVimZXZfgHiSPjgpHH7Ixg,"La monarquía es una cosa medival,de cuento de princesas y dragones!!",[0. 0. 0. ... 0. 0. 0.],monarqu cosa mediv cuento princesa dragon,0.0
1039,9onPZT3npGU,UClgwDlUwOuu0z_mLiJd3hQg,"Para mí depende del monarca, un monarca bueno va a luchar más por su pais que un civil rotatorio. Ahora antes que un monarca malo prefiero la República.",[0. 0. 0. ... 0. 0. 0.],depend monarca monarca bueno luchar pai civil rotatorio ahora monarca malo prefiero blica,0.0
1040,9onPZT3npGU,UC7nkODpLqrX2pG7IceIN6kA,"Bueno, ahi no estoy de acuerdo contigo robert. Digamos ke lo veo desde la perspectiva de la representacion.... Tampoco estoy de acuerdo en las autonomias, en la multiplicacion de municipios, en la cantidad de diputados, en la catidad de senadores.... En los organismos publicos, en la cantidad de funcionario.... En fin creo ke antes hay mas cosas",[0. 0. 0. ... 0. 0. 0.],bueno acuerdo contigo robert digamo perspectiva representacion tampoco acuerdo autonomia multiplicacion municipio cantidad diputado catidad senador organismo publico cantidad funcionario creo cosa,0.0
1041,9onPZT3npGU,UCHy0VuO0ZSB5NbhYmko4d4A,Opino lo mismo y creo que Leonor ya no reinará,[0. 0. 0. ... 0. 0. 0.],opino mismo creo leonor reinar,0.0
1045,ND9l9GJEzdc,UCgW7xHsCcD7fCUpo0g0OkeA,Una república es muchísima más cara de mantener,[0. 0. 0. ... 0. 0. 0.],blica much sima cara manten,0.0
1046,ND9l9GJEzdc,UCk_0cDltqh-IiJJGOeILcpw,"Si el papel del monarca o del presidente es simbólico, no valdría con poner una bandera bien bonita o una estatua? Creo que aún saldría más barato.",[0. 0. 0. ... 0. 0. 0.],papel monarca president simb lico valdr poner bandera bien bonita estatua creo saldr barato,0.0
1047,ND9l9GJEzdc,UCwBiSAe84FW-FTdHzSK-WFQ,La monarquía sale barata para la estabilidad que aporta en este país.,[0. 0. 0. ... 0. 0. 0.],monarqu sale barata estabilidad aporta,0.0
1049,ND9l9GJEzdc,UCN6bELgcQDEfjEIu0vE-57A,"Héctor, ¿Sólo das estas dos alternativas? Porque yo tenía otra respuesta y mucho más barata.",[0. 0. 0. ... 0. 0. 0.],ctor alternativa respuesta barata,0.0
1050,ND9l9GJEzdc,UCfkakM8Eq-MKyxtPr4ICi-Q,"En una República, tendríamos un presidente de la republica, que podría proclamar leyes que podría o no estar de acuerdo, junto con el primer ministro otro político haciendo leyes, la monarquía no me gusta, pero no puede joderte con nuevas leyes",[0. 0. 0. ... 0. 0. 0.],blica tendr amo president republica podr proclamar ley podr acuerdo junto primer ministro tico haciendo ley monarqu gusta pued jodert nueva ley,0.0
1054,ND9l9GJEzdc,UCAPor3qMvrI64cSxkjK37qg,MONARQUIA FUERA!,[0. 0. 0. ... 0. 0. 0.],monarquia,0.0
1056,_R6VUR0sy7Q,UCsqIHV7ZyRSIQrzPGOvJSKw,"Los viajes oficiales, actos, recepciones, etc. no los pagan ellos de su asignación sino que también los pagamos todos los ciudadanos. 
Es más, hasta los aviones que están para trasladar a los Ministros a viajes de trabajo dentro y fuera de España también los utilizan algunos miembros de la familia del rey para viajes privados.",[0. 0. 0. ... 0. 0. 0.],viaj oficial acto recepcion pagan asignaci sino tambi pagamo ciudadano avion trasladar ministro viaj trabajo dentro espa tambi utilizan miembro familia viaj privado,0.0
1058,_R6VUR0sy7Q,UCKtrGjsz9t5MA4XBMYLwvqw,Bueno también es de los países que más impuestos cobran comparados a otros de la región donde se encuentran EUW ahora se sabe de donde sacan tanto presupuesto.,[0. 0. 0. ... 0. 0. 0.],bueno tambi impuesto cobran comparado regi encuentran ahora sabe sacan presupuesto,0.0
1059,_R6VUR0sy7Q,UCSiHx3ncJCijDfhbcX6L-WQ,este año  menos que Bil Gates  130 millones  de los españoles  regalo de socilista sanchez   o que el rey de marruecos 35  millones cuanto todo terreno a regalado con este presidente  tenemos dinero para todo pero no para los españoles  nos sale mas varatos los reyes  españoles  que  esto ladrones   de PP caso GULTE y PSOE  ertes  el dinero  de los jubilados   la mentalidad  de las  mayorías  de los  españoles es patética,[0. 0. 0. ... 0. 0. 0.],meno gate millon espa ole regalo socilista sanchez marrueco millon cuanto terreno regalado president dinero espa ole sale varato rey espa ole ladron caso gult psoe ert dinero jubilado mentalidad mayor espa ole tica,0.0
1062,_R6VUR0sy7Q,UCffeg7cMU_bI6xRLYuDlOnw,"Poco me parece, deberían cobrar más.",[0. 0. 0. ... 0. 0. 0.],parec deber cobrar,0.0
1064,_R6VUR0sy7Q,UCdNsx-QBrIfTVVEzui94i5w,Demasiado para lo que hacen.,[0. 0. 0. ... 0. 0. 0.],demasiado hacen,0.0
1065,_R6VUR0sy7Q,UC1fLlliJycc5L5a5iD0NsBw,Y viva España!!!,[0. 0. 0. ... 0. 0. 0.],viva espa,0.0
1066,_R6VUR0sy7Q,UCFRryZwD4AUur6bHxiwVpbQ,Ojala hubieran subido eso el resto de salarios publicos,[0. 0. 0. ... 0. 0. 0.],ojala subido resto salario publico,0.0
1067,_R6VUR0sy7Q,UCFKjJx4qc9qMB_u96udnxzw,"Bueno, te falta lo más sustancioso: cada acto oficial está muy bien pagado (y eso no se contempla en el presupuesto). Una barbaridad lo que ingresan con los actos oficiales!🤦",[0. 0. 0. ... 0. 0. 0.],bueno falta sustancioso cada acto ofici bien pagado contempla presupuesto barbaridad ingresan acto oficial,0.0
1069,2bWHTvoMeG8,UCkXGGgd22l4R5XxamtubBdA,"Recomiendo la entrevista de Victoria Prego a Adolf o Suárez, en 1995 después de Cristo con el micrófono tapado.",[0. 0. 0. ... 0. 0. 0.],recomiendo entrevista victoria prego adolf despu cristo micr fono tapado,0.0
1070,2bWHTvoMeG8,UCmt0tihJsINhmkdZoZmS9ow,"El que la use que la financie, pero lo mismo con la educación, salud, pensiones y cualquier oferta que haga el estado de un bien o servicio",[0. 0. 0. ... 0. 0. 0.],financi mismo educaci salud pension cualquier oferta haga bien servicio,0.0
1072,2bWHTvoMeG8,UCSY7viWhjqmNE3EvCLwNFWw,"En la encuesta dice que para mayores de 55 años la opción más votada es la monarquia..
Casualmente son los que han o casi han vivido la guerra Civil.
De mayores de 55 años..
Si.
Que un chaval diga que prefiere la República..la cual no ha vivido.
Y que los abuelos que pelearon entre si
 Y que están jugando al dominó juntos.
Han votado a favor de la monarquía
Deja las cosas muy claras 
🤷‍♂️",[0. 0. 0. ... 0. 0. 0.],encuesta dice mayor opci votada monarquia casualment casi vivido guerra civil mayor chaval diga prefier blica vivido abuelo pelearon jugando domin junto votado favor monarqu deja cosa clara,0.0
1078,2bWHTvoMeG8,UCepHEpnRXI0z2QS9IvdusSw,"Esas encuestas no se las cree ni Pablito, marqués de Galapagar",[0. 0. 0. ... 0. 0. 0.],encuesta cree pablito marqu galapagar,0.0
1081,2bWHTvoMeG8,UCG-Hu4GFfhmDy72XPFmePIg,"Jajaajajajajajajaja quien es el imbecil que se cree estas polladas??? 

Un besi de fresi .... rojos.",[0. 0. 0. ... 0. 0. 0.],jajaajajajajajajaja imbecil cree pollada besi fresi rojo,0.0
1083,2bWHTvoMeG8,UCJTZxey0elhwWbIDxElKysg,"Quien este en contra de un referendum, NO ES DEMOCRATA!!",[0. 0. 0. ... 0. 0. 0.],referendum democrata,0.0
1084,2bWHTvoMeG8,UC41RzyseqqCgUlZi4zfUgXA,"Pues lo primero es votar ,,pero están aguardando a que tengan mayoría no hay que tener miedo a las urnas",[0. 0. 0. ... 0. 0. 0.],pue primero votar aguardando mayor tener miedo urna,0.0
1085,2bWHTvoMeG8,UCpV4N_Sa0PMZ8D6mZbgzmnw,"Referéndun República o monarquía, por el bien de España.",[0. 0. 0. ... 0. 0. 0.],refer ndun blica monarqu bien espa,0.0
1086,2bWHTvoMeG8,UC2Hug8gSM_o6lXw3iJMs7zQ,LOS BORBONES A LOS TIBURONES 🦈🦈🦈🦈🦈,[0. 0. 0. ... 0. 0. 0.],borbon tiburon,0.0
1087,2bWHTvoMeG8,UCsuwL5YB5p9t_OwZrAn667g,"Borbon , deja ls uniformes y desfiles y demuestra tu valor cnvocando referendum d republica !!!!",[0. 0. 0. ... 0. 0. 0.],borbon deja uniform desfil demuestra valor cnvocando referendum republica,0.0
1088,2bWHTvoMeG8,UC7U6ZLFxEEPNFNu14xjGZrg,Esta  de  cajón     el  progreso  no  necesita  Reyes     de  adorno   💜💜💜,[0. 0. 0. ... 0. 0. 0.],progreso necesita rey adorno,0.0
1090,FqO8VBkYTt0,UCkeHeDwhp0zIGQPJLlTMWYg,"Camila Parker , es la reina mala de blanca nieves, supo hacerlo pues le dio la misma posima que al rey carlos, ahora se la dio al principe willian y Kate, no lo abandones, que viva el verdadero amor y recuerda ""en las malas esta hoy William. QUE VIVA EL  AMOR. Camila, ya que eres la intrusa, contentate con estar al  lado de tu embrujado y deja que las cosas fluyan solas pues cuando hay verdadero amor, hay vida feliz.",[0. 0. 0. ... 0. 0. 0.],camila parker reina mala blanca niev supo hacerlo pue misma posima carlo ahora princip willian kate abandon viva verdadero amor recuerda mala william viva amor camila intrusa content lado embrujado deja cosa fluyan sola pue verdadero amor vida feliz,0.0
1091,FqO8VBkYTt0,UCxZFfhiAtO7RB8fwjQPe0GA,"Abolir la monarquía, todos estamos a favor !",[0. 0. 0. ... 0. 0. 0.],abolir monarqu favor,0.0
1097,FqO8VBkYTt0,UCbSkXQCFQzSfcH8kSvALEcg,"Eso de Los reyes es cosa de la edad media, viví en Francia un tiempo. Tenía varios amigos ingléses, comentaban que para ellos es un gasto público mantener una familia que solo sirve de adorno al estado. Si bien la Reyna o Rey son jefe de estado, pero en la realidad es el primer ministro (o primer cholero del rey diría yo) que en la práctica mameja el estado políticamente",[0. 0. 0. ... 0. 0. 0.],rey cosa edad media francia tiempo vario amigo ingl comentaban gasto blico manten familia solo sirv adorno bien reyna jefe realidad primer ministro primer cholero ctica mameja ticament,0.0
1101,FqO8VBkYTt0,UCCNrgzx2xSooGqFEcckT_mA,"Dificilmente caiga la monarquía en G.B!! Lo que sí deberian en nombrar a Willian y Kate como sucesores!! Le daría ""frescura"" al reinado y la gente los quiere!!!",[0. 0. 0. ... 0. 0. 0.],dificilment caiga monarqu deberian nombrar willian kate sucesor frescura reinado gent quier,0.0
1102,FqO8VBkYTt0,UCqg5nFEKOKFQMHgSUY-yoEg,"Sirven solo para sus intereses, dado que conforman una monarquía compuesta por ejemplo en el caso de Gran Bretaña, y junto a la monarquía holandesa, un enorme capital financiero transnacional, capitalista, liberal, y hoy en día poniendo en práctica el modelo de ajuste estructural permanente o modelo neoliberal, jibarizando así la estructura estatal a su mínima expresión en términos de política pública social, y subvencionando con dinero fiscal a empresas privadas, es decir al capital productivo que se financia a su vez con el capital financiero transnacional de la banca, esa misma apostada en el centro neuralgico de la sinarquia fascista que es Londres, misma ciudad donde se cotiza en la bolsa de metales y polímeros, donde se encuentra la City bancaria, lbma, comex etc y en sí es el centro real de la política imperialista anglo holandesa liberal, que así lleva extendiéndose durante ya tres siglos, a tal punto que tercerizó su poder en la construcción liberal del Estado moderno en 1776, en Estados Unidos de América y su falacia de libertad, ante lo cual así dicho imperio anglo holandés pudo hacer chorrear la sangre liberal hasta el último rincón del continente americano, imponiendo su forma y construcción de Estado de Derecho, Constitución, estructura del Estado, economía o más bien la forma de relacionarse en términos de clase la clase dominada trabajadora y la clase dominante dueña de los medios productivos, primero por la fuerza militar y represiva y después garantizada, legalizada e institucionalizada por los pilares jurídicos normativos, político e ideológicos del Estado de Derecho Liberal, y despues garantizado más aún por la imposición de su ideología, es decir la ideología dominante que construye nuestra subjetividad y consciencia a través de la cultura dominante burguesa - monárquica, la educación formal y su currículo educativo y oculto, la religión y los medios ideológicos de desinformacion. Las monarquías la única intensión que tienen, es conservar la sociedad en una sociedad de clases, donde ellos sean quienes dominan, y la clase trabajadora sea la dominada, imponiendo las reglas el juego por la fuerza o por un Estado de Derecho que no es más que la violencia de dicha clase expresada en 'derecho'.
El ideario, el metarrelato teleologico de las monarquías, todas ellas derechistas, es el establecimiento de una pseudo dialéctica entre izquierda y derecha, y que los dominados olvidemos alienadamente que la lucha es entre la clase dominada y la clase dominante. Ellos, los monarcas, desean un gatopardismo, que cambie lo que deba cambiar, pero para que no cambie absolutamente nada, y que sus intereses y propósitos de Imperio se superpongan por sobre otras lógicas imperiales, peleándose así entre ellos también de tanto en tanto, tal como lo fue la segunda guerra mundial, y mates ya la primera y su gran depresión del 29'.
En sí, y por tanto, podríamos decir que el gran error de la Humanidad ha sido establecer relaciones entre nosotros (sujeto - sujeto) y nosotros con la naturaleza (sujeto - naturaleza/medio productivo) en términos de clase, esto queore decir que unos se adueñan de todo, y los demás acatan prque o sino simplemente nos matan.. Dicha relación no sólo genera injusticia, violencia, pobreza en todos sus términos, enormes guerras, matanzas obreras, genocidios, masacres étnicas, golpes de Estado y dictaduras civico militares a lo largo de la Historia, sino que impone un totalitarismo y autoritarismo sea del mercado inducido y manipulado por la especulación o por el Estados usado de forma capitalista como ha sido en la Historia Humana.
Han existido tres tipos de capitalismo modernos. El capitalismo liberal laissez faire anglosajon, el capitalismo de Estado burocrático soviético y el capitalismo de Estado autarquico que se dio con la experiencia del movimiento fascio y despues en la década de los 30 - 40 por los nazi, derrotados y triunfantes solo los restantes, y representantes de oligarquías, monarquías y burguesías nacionales y transnacionales imperiales desde hace siglos. Así expuesto el tema, lo que debe superar la sociedad humana sana política y mentalmente es dicha relación capitalista, para superarla. El Estado al igual que el capitalismo, en sí ha sido modernamente (entiéndase bien esto) dos falacias de las monarquías, dado que en sí estas monarquías, nunca dejaron su poder y sólo de forma pero no de fondo se expresaron a sí mismas como burguesías liberales y triunfo de un supuesto siglo de las luces, el cual no fue más que una anglosajonizacion del mundo imponiendo un Estado de Derecho Internacional, supranacional y protestatal, gracias a sus inventos de organismos burocrático transnacionales como la ONU en lo político, FMI en lo económico y OTAN en lo militar, atravesando, e imponiendo sus políticas a los Estados casa vez menos soberanos. Así, esas monarquias, gracias a la francmasonería y otros grupos que no son sectas satánicas ridículas ni de inmaduros creyentes en seres verdes alienígenas, sino simples círculos de poder mafiosos, impusieron un Fascismo Mundial hace mucho, el cual es su fondo, su ideario y solo su forma es una forma capitalista liberal. Intentan imponer una estética prerrafaelista y una vuelta de la Humanidad a la ignorancia y sufrimiento, como esclavitud y relaciones políticas de poder dignas del valle de lágrimas medieval (Siglo V al XV) para así gobernar totalitaria y autoritariamente más aún a la Humanidad mientras ellos avanzan en los lineamientos de un fascismo ecológico, transhumanismo fascista y la mayor concentración monopólica de poder político y económico mundial jamás registrado. Por tanto, el 04 de julio de 1776, tal como la revolución burguesa francesa de 1789, han sido hitos históricos creados para extender tercerizadamente el poder de los piratas ingleses y holandeses, que terminada la segunda guerra mundial, colonizaron a través de la captación de la política monetaria y macro económica y de la política de Estado a todos los países europeos restantes. Alemania fue anexionada de facto al imperio anglo holandés en 1945, partida en cuatro inicialmente y después en dos, una para el capitalismo liberal anglosajón y otra para el capitalismo de Estado soviético. Francia ya fue hechada al bolsillo por los Ingleses en 1789, y Estados Unidos de América fue la forma de extender su imperio (Gran Bretaña) más allá, allende sus fronteras marítimas o de ultramar. Japón par que hablar, si ya con la revolución Meiji al orden de 1870 aproximadamente tenía la lógica inglesa, y desoues del lanzamiento de las únicas bombas nucleares en contra de población humana civil por Estados Unidos de América, Japón quedó como un niño tramado y temeroso, sin política propia de Estado soberana y con poder real, vive sólo de su propio oxígeno de su pasado y de un futuro incierto que genera ansiedad, anomia, alienación e infelicidad, sin ganas de vivir a muchos de sus habitantes. Por otro lado, países que hace varios siglos fueron imperios como España o Portugal, ya en la mitad del siglo XVII sus herarios estaban en bancarrota, pasando el oro y plata de Potosí por la garganta de España para llegar a Gran Bretaña y así generar la gran acumulación inicial del capitalismo moderno. Por tanto, toda monarquía debe perecer, por representar un peligro para el conjunto de la sociedad.
Saludos desde Punta Arenas, Chile",[0. 0. 0. ... 0. 0. 0.],sirven solo interes dado conforman monarqu compuesta ejemplo caso gran breta junto monarqu holandesa enorm capit financiero transnacion capitalista liber poniendo ctica modelo ajust estructur permanent modelo neoliber jibarizando estructura estat nima expresi rmino tica blica social subvencionando dinero fiscal empresa privada decir capit productivo financia capit financiero transnacion banca misma apostada centro neuralgico sinarquia fascista londr misma ciudad cotiza bolsa metal mero encuentra citi bancaria lbma comex centro real tica imperialista anglo holandesa liber lleva extendi ndose tre siglo punto terceriz poder construcci liber moderno unido rica falacia libertad dicho imperio anglo holand pudo hacer chorrear sangr liber ltimo rinc continent americano imponiendo forma construcci derecho constituci estructura econom bien forma relacionars rmino clase clase dominada trabajadora clase dominant medio productivo primero fuerza militar represiva despu garantizada legalizada institucionalizada pilar dico normativo tico ideol gico derecho liber despu garantizado imposici ideolog decir ideolog dominant construy subjetividad consciencia trav cultura dominant burguesa rquica educaci formal curr culo educativo oculto religi medio ideol gico desinformacion monarqu nica intensi conservar sociedad sociedad clase dominan clase trabajadora dominada imponiendo regla juego fuerza derecho violencia dicha clase expresada derecho ideario metarrelato teleologico monarqu toda derechista establecimiento pseudo dial ctica izquierda derecha dominado olvidemo alienadament lucha clase dominada clase dominant monarca desean gatopardismo cambi deba cambiar cambi absolutament interes prop sito imperio superpongan gica imperial pele ndose tambi segunda guerra mundial mate primera gran depresi podr amo decir gran error humanidad sido establec relacion sujeto sujeto naturaleza sujeto naturaleza medio productivo rmino clase queor decir adu acatan prque sino simplement matan dicha relaci genera injusticia violencia pobreza rmino enorm guerra matanza obrera genocidio masacr tnica golp dictadura civico militar largo historia sino impon totalitarismo autoritarismo mercado inducido manipulado especulaci usado forma capitalista sido historia humana existido tre tipo capitalismo moderno capitalismo liber laissez fair anglosajon capitalismo burocr tico sovi tico capitalismo autarquico experiencia movimiento fascio despu cada nazi derrotado triunfant solo restant representant oligarqu monarqu burgu nacional transnacional imperial hace siglo expuesto tema debe superar sociedad humana sana tica mentalment dicha relaci capitalista superarla igual capitalismo sido modernament enti ndase bien falacia monarqu dado monarqu nunca dejaron poder forma fondo expresaron misma burgu liberal triunfo supuesto siglo luce anglosajonizacion mundo imponiendo derecho internacion supranacion protestat gracia invento organismo burocr tico transnacional tico econ mico otan militar atravesando imponiendo tica casa meno soberano monarquia gracia francmason grupo secta nica cula inmaduro creyent sere verd alien gena sino simpl rculo poder mafioso impusieron fascismo mundial hace fondo ideario solo forma forma capitalista liber intentan impon tica prerrafaelista vuelta humanidad ignorancia sufrimiento esclavitud relacion tica poder digna vall grima mediev siglo gobernar totalitaria autoritariament humanidad mientra avanzan lineamiento fascismo ecol gico transhumanismo fascista mayor concentraci monop lica poder tico econ mico mundial registrado julio revoluci burguesa francesa sido hito hist rico creado extend tercerizadament poder pirata ingles holandes terminada segunda guerra mundial colonizaron trav captaci tica monetaria macro econ mica tica europeo restant alemania anexionada facto imperio anglo holand partida cuatro inicialment despu capitalismo liber anglosaj capitalismo sovi tico francia hechada bolsillo ingles unido rica forma extend imperio gran breta allend frontera tima ultramar hablar revoluci meiji orden aproximadament gica inglesa desou lanzamiento nica bomba nuclear poblaci humana civil unido rica qu tramado temeroso tica propia soberana poder real vive propio geno pasado futuro incierto genera ansiedad anomia alienaci infelicidad gana vivir habitant lado hace vario siglo imperio espa portug mitad siglo xvii herario bancarrota pasando plata poto garganta espa llegar gran breta generar gran acumulaci inici capitalismo moderno toda monarqu debe perec representar peligro conjunto sociedad saludo punta arena chile,0.0
1103,FqO8VBkYTt0,UCTlFx0kl0d1N8OHe12v_6SA,Que idiota el viejo ese. Apoyo a la chica. No merece que viva en lujos con el dinero de la gente sin merecerlos,[0. 0. 0. ... 0. 0. 0.],idiota viejo apoyo chica merec viva lujo dinero gent merecerlo,0.0
1104,FqO8VBkYTt0,UCCs4GvbYKMtvq_dZ0_0CYiA,Yo creo que ya es tiempo de que la corona inglesa deje de existir así como la corona Francesa y Rusa.,[0. 0. 0. ... 0. 0. 0.],creo tiempo corona inglesa deje existir corona francesa rusa,0.0
1105,FqO8VBkYTt0,UCD1Soydru8I9oExTj-9Jgnw,"A mulher entrevistada é negra e, com certeza, filha de imigrantes negros que sairam de seu país em busca de uma vida melhor. Se eles buscaram o Reino Unido, qual o direito que sua filha tem, de querer agora mudar o país que recebeu seus pais? Por que ela não retorna ao país de seus pais que deve ser melhor que o Reino Unido?",[0. 0. 0. ... 0. 0. 0.],mulher entrevistada negra certeza filha imigrant negro sairam busca vida melhor ele buscaram reino unido qual direito filha querer agora mudar recebeu seu pai retorna seu pai deve melhor reino unido,0.0
1106,FqO8VBkYTt0,UCWNfRCVAhi0dWXQB098K2xw,OK entonces la monarquia tiene sus propias leyes independiente si o no politicamente,[0. 0. 0. ... 0. 0. 0.],entonc monarquia propia ley independient politicament,0.0
1108,FqO8VBkYTt0,UCOBWb-7iN0sPKuWOCFXC-gQ,"Aqui vemos el problema d la inmigración, esta chica q no es étnicamente británica. Quiere q el pais cambié algo tan de los británico solo porq ella no se siente  identificada",[0. 0. 0. ... 0. 0. 0.],aqui vemo problema inmigraci chica tnicament brit nica quier pai cambi brit nico solo porq identificada,0.0
1109,jq_BvdUAkh4,UCXfAVACSlTSXcc30YcQ9L-w,"En el siglo XXI, cómo podemos seguir, con Reyes princesas e inviolables 😂😂😂😂",[0. 0. 0. ... 0. 0. 0.],siglo podemo seguir rey princesa inviol,0.0
1112,jq_BvdUAkh4,UCv1lJAHD2OOiy_2J4477cSw,"Jurar es gratis, ya sea en nombre de Franco o de la Democracia. Y después ""A vivir que son 4 días"" pero no solo Juan Carlos, son tantos los que en nombre de su patria grande o chica se forran con la pasta en dirección a Suiza, Andorra, etc. pues cualquier sitio es bueno para esconder ese dudoso dinero.",[0. 0. 0. ... 0. 0. 0.],jurar grati nombr franco democracia despu vivir solo juan carlo tanto nombr patria grand chica forran pasta direcci suiza andorra pue cualquier sitio bueno escond dudoso dinero,0.0
1114,jq_BvdUAkh4,UCh1rGw2attIVlVTa4MOz5vw,"Solo le ha gustado la buena vida de.lujuria y lujos pagados por nosotros.
Ahora viejo y acabado los remordimientos no le abandonaran.
Y le va llegando su fin como a cada hijo de vecino",[0. 0. 0. ... 0. 0. 0.],solo gustado buena vida lujuria lujo pagado ahora viejo acabado remordimiento abandonaran llegando cada hijo vecino,0.0
1115,jq_BvdUAkh4,UCnUrY9x9pOmRlDs0URgE_iw,Ahora entiendo por qué Leticia no quiere que sus hijas tengan nada que ver con la familia de su suegro Pero qué culpa tiene la reina Sofía,[0. 0. 0. ... 0. 0. 0.],ahora entiendo leticia quier hija familia suegro culpa reina,0.0
1117,jq_BvdUAkh4,UCEVsh8pVAfd9d9RXKWnaGxQ,"COMO PERMITE LA CASA REAL QUE AL MONARCA Y A  LA REYNA SOFIA LES DEJEN A LA ALTURA DEL VETUN, EN ESPAÑA SE RIEN DE LA MONARQUIA, Y NO SAVE LA LETICIA QUE A ELLA TAMBIEN LE LLEGARA SU HORA, A ESTA DIVORCIADA COME POLos",[0. 0. 0. ... 0. 0. 0.],permit casa real monarca reyna sofia dejen altura vetun espa rien monarquia save leticia tambien llegara hora divorciada come polo,0.0
