,video_id,author,comment,vectores_tfidf,comment_stem,sentiment
679,f9GJlu9afSc,UC5pgFd2XjEwqnqgOGqvRjEg,Claro.  No tiene nada q ver con el realidad.  El polemico es pura invento de VOX/pp.  ¿Quadamos claro?,[0. 0. 0. ... 0. 0. 0.],claro realidad polemico pura invento quadamo claro,0.0
680,f9GJlu9afSc,UCbV9hWeH-Kx-s1CarddFiEQ,"Si es un asunto interno de España,que me cuente este burócrata que no es español,porque toman montones de decisiones que son solo de los españoles.......así que siguiendo su coherencia
.........que se vayan él y .....
Europa a la mierda.😅😅😅",[0. 0. 0. ... 0. 0. 0.],asunto interno espa cuent crata espa toman monton decision solo espa ole siguiendo coherencia vayan europa mierda,0.0
681,f9GJlu9afSc,UCTF1_tzcLRZ_rZ20ecm779A,"Se nota clarísimamente ""al servicio del poder"" para no perder ingresos.... Ésto es periodismo objetivo e imparcial.",[0. 0. 0. ... 0. 0. 0.],nota clar simament servicio poder perder ingreso periodismo objetivo imparci,0.0
685,f9GJlu9afSc,UC8KkgF0fbz8sE3ZL7-l4mZg,Lo he dicho muchas veces y lo repito: a la Unión Europea España le importa un rábano.😠👍🇪🇦,[0. 0. 0. ... 0. 0. 0.],dicho mucha vece repito europea espa importa bano,0.0
686,f9GJlu9afSc,UCSCzI0eIbyskqUt27-Oa9YQ,cuando nos matemos por tontunas como esta que no se alarme el mundo,[0. 0. 0. ... 0. 0. 0.],matemo tontuna alarm mundo,0.0
689,f9GJlu9afSc,UC0umpn-PTunWi76nFfi2bHQ,"Europa sirve para poco más allá de pagar nóminas, espero que no se dé el caso de que haya más padrinos que personas",[0. 0. 0. ... 0. 0. 0.],europa sirv pagar mina espero caso padrino persona,0.0
690,f9GJlu9afSc,UCO4Rl0sJb7jDyTPVR5JK9Mg,Los catalanes de Francia serán asunto interno de Paris pero allí estan mas tranquilos y no son víctimas.,[0. 0. 0. ... 0. 0. 0.],catalan francia asunto interno pari estan tranquilo ctima,0.0
691,gCCjJpp7fb4,UCr_MINL885PZPv9KqWGaXIw,VEAMOS A LOS QUE EL PUEBLO LES PAGA PARA JODER EL  CIUDADANO,[0. 0. 0. ... 0. 0. 0.],veamo pueblo paga joder ciudadano,0.0
692,gCCjJpp7fb4,UCpbcwFfc1fKm5b8N8fP8Udw,Bienvenidos a la UE. Esperen que estudiaremos su caso...algún día entre este año y el 2050.😂,[0. 0. 0. ... 0. 0. 0.],bienvenido esperen estudiaremo caso,0.0
693,gCCjJpp7fb4,UCzeJcTsw1IsPPUbZhSYRT-g,"Que sepan lo que están valorando y que piensen en que grandes filósofos de la historia ya hablan de la independencia , del independentismo y del progreso lo que puede generar en vuestras manos está los derechos humanos y a lo que pueda ocurrir.",[0. 0. 0. ... 0. 0. 0.],sepan valorando piensen grand sofo historia hablan independencia independentismo progreso pued generar mano derecho humano pueda ocurrir,0.0
696,gCCjJpp7fb4,UCoSPSKkxE84NDp2mKImDPrA,No entiendo un carajo,[0. 0. 0. ... 0. 0. 0.],entiendo carajo,0.0
697,gCCjJpp7fb4,UC5hELFZKdn0WLg0HwO6aYOw,Y cárcel para los patriotas,[0. 0. 0. ... 0. 0. 0.],rcel patriota,0.0
707,gCCjJpp7fb4,UC4GCe-Atl93X8MUx6EOUtvA,"Pediran al wef q hacer
Ya sabemos la repuesta
Van a marear la.perdriz jjjii",[0. 0. 0. ... 0. 0. 0.],pediran hacer sabemo repuesta marear perdriz jjjii,0.0
709,gCCjJpp7fb4,UCfTKFMpttCwHRkJqHV_rEOA,"ESPAÑA ES PARA LOS ESPAÑOLES NO PARA LOS QUE LA QUIEREN DESTRUIR, VIVA ESPAÑA Y VIVA EL REY🇪🇸🇪🇸🇪🇸",[0. 0. 0. ... 0. 0. 0.],espa espa ole quieren destruir viva espa viva,0.0
711,Y0B4FOuRJAs,UCsgENvOsuhD-4ResqODa-pg,"NOOOO A LA AMNISTIA, NOOO A LA AMNISTIA",[0. 0. 0. ... 0. 0. 0.],noooo amnistia nooo amnistia,0.0
713,Y0B4FOuRJAs,UC9YkIxoQaBOlw2x0-esIbDA,ESPAÑA CANDELA CON LOS COMUNISTAS Y YA. SI ELLOS NO RESPETSN LAS LEYES PORQUE NIDOTRIS SI,[0. 0. 0. ... 0. 0. 0.],espa candela comunista respetsn ley nidotri,0.0
717,Y0B4FOuRJAs,UCi_KKon0vWph92n53gQe_hA,Sánchez no tiene decencia!!!!,[0. 0. 0. ... 0. 0. 0.],nchez decencia,0.0
721,Y0B4FOuRJAs,UC0bsTJF5THVM9F82pxRZtkQ,"Que rision, el nivel de las respuestas, festival del humor😂😂😂😂.",[0. 0. 0. ... 0. 0. 0.],rision nivel respuesta festiv humor,0.0
722,Y0B4FOuRJAs,UCaMnFbXoVJtKMjPDXoLfKZw,"PP, FEIJÓO:
España no sois solo vosotros, """"estudiar la Constitución y cumplirla""""
La Constitución, Art 1, garantiza el derecho a la autonomía de las nacionalidades y regiones que la integran y la solidaridad entre todas ellas. 
1.	La riqueza de las distintas modalidades lingüísticas de España es un patrimonio cultural que será objeto de especial respeto y protección.

Lo primero que tienes que hacer, Feijóo es pedir perdón por todos esos insultos, descalificaciones, agravios, escarnios que has ofrecido tanto al Presidente del Gobierno de España señor Sánchez, como al PSOE, después se puede hablar de tú a tú, antes pide perdón y reflexiona por qué los partidos que tienen un perfil de derechas y son independentistas (PNV, JUNTS), no quieren darte ni siquiera la abstención.",[0. 0. 0. ... 0. 0. 0.],feij espa solo estudiar constituci cumplirla constituci garantiza derecho autonom nacionalidad region integran solidaridad toda riqueza distinta modalidad ling stica espa patrimonio cultur objeto especi respeto protecci primero hacer feij pedir perd insulto descalificacion agravio escarnio ofrecido president gobierno espa nchez psoe despu pued hablar pide perd reflexiona partido perfil derecha independentista junt quieren dart siquiera abstenc,0.0
723,Y0B4FOuRJAs,UC4YKYsdwo5yURAMCgwUHKXA,Que te vote Marcial Dorado!,[0. 0. 0. ... 0. 0. 0.],vote marcial dorado,0.0
727,Y0B4FOuRJAs,UC5mxG3k6gHOD2y0zv3i2Saw,Que gallinero,[0. 0. 0. ... 0. 0. 0.],gallinero,0.0
729,Y0B4FOuRJAs,UC0qC2O6XVYb_tbxchhOz65w,A disfrutar lo votado,[0. 0. 0. ... 0. 0. 0.],disfrutar votado,0.0
735,WGBjfoHVbhs,UCuG772irBme48rsde39yj2w,Voz de mas q coches jjjjj,[0. 0. 0. ... 0. 0. 0.],coch jjjjj,0.0
737,WGBjfoHVbhs,UCHUsyZLg_Tm904YrNbrXAEQ,"Los ""radicales"" los mandan para reventar las manifestaciones pacificas, lo pongo entre comillas.",[0. 0. 0. ... 0. 0. 0.],radical mandan reventar manifestacion pacifica pongo comilla,0.0
740,WGBjfoHVbhs,UCB1iKUEiKJr3RQlnXRO1Kgw,Amnistia para los detenidos que han participado en las protestas,[0. 0. 0. ... 0. 0. 0.],amnistia detenido participado protesta,0.0
742,WGBjfoHVbhs,UCF9128-Yu324BBt5NS2f-0g,Son 4 gatos con contestaciones sin sentido.,[0. 0. 0. ... 0. 0. 0.],gato contestacion,0.0
745,WGBjfoHVbhs,UCXvzznFQrJ_l0dBN_hZSapw,Espera a q se enteren de q a la mani para derrocar al rey fueron más de 20000 personas🫢,[0. 0. 0. ... 0. 0. 0.],espera enteren mani derrocar persona,0.0
747,WGBjfoHVbhs,UCVf9kvpOz3mQge6pq43PnJw,"El País disfrutad del dinero que el mayor publicista os da , del Estado , cuando España se hunda también os hundiréis",[0. 0. 0. ... 0. 0. 0.],disfrutad dinero mayor publicista espa hunda tambi hundir,0.0
751,IAMEoUaVBE8,UCvbi_Z4dKtx8NWpSbmkRGXw,"Espero que los juezes y todo el sistema democratico utilize los medios Españoles Europeos para
parar este golpe.......😂",[0. 0. 0. ... 0. 0. 0.],espero juez sistema democratico util medio espa ole europeo parar golp,0.0
752,IAMEoUaVBE8,UChtjnAQEHj4YoRMhY3jW7Uw,No se puede ser mas miserable,[0. 0. 0. ... 0. 0. 0.],pued miser,0.0
753,IAMEoUaVBE8,UCjAgACPUaxrQs-BoIO0l9yQ,Y habla con el Rey y le dice que la investidura será REAL. Yo de verdad no sè si este tipo tiene medio cerebro o cree que lo tenemos nosotros. Muy buen humorista 😂😂😂. No os dais cuenta de que se está vacilando al país entero? Que le pasa a la gente de este país. Saquen de ahí a ese comercial a puerta fría.,[0. 0. 0. ... 0. 0. 0.],habla dice investidura real verdad tipo medio cerebro cree buen humorista dai cuenta vacilando entero pasa gent saquen comerci puerta,0.0
755,IAMEoUaVBE8,UCjAgACPUaxrQs-BoIO0l9yQ,El vendedor de ENCICLOPEDIAS ahora vende al país.. quien ha permitido esto?,[0. 0. 0. ... 0. 0. 0.],vendedor enciclopedia ahora vend permitido,0.0
756,IAMEoUaVBE8,UCo24QwujmRbc4-gAGvFSM0w,"En estos casos, al igual que ecurrio con el ingreso en la OTAN, a las urnas. Que los ciudadanos decidan",[0. 0. 0. ... 0. 0. 0.],caso igual ecurrio ingreso otan urna ciudadano decidan,0.0
761,IAMEoUaVBE8,UCCaWxJMWZPtPh7y3s-hJHkQ,Si no quita la ley mordaza nos manifestaremos,[0. 0. 0. ... 0. 0. 0.],quita mordaza manifestaremo,0.0
766,IAMEoUaVBE8,UCZghgpZX3OqFvU95OYwfBcw,Mentiras mentiras mentiras,[0. 0. 0. ... 0. 0. 0.],mentira mentira mentira,0.0
768,IAMEoUaVBE8,UCIRFUDEvAZQXDR_f6dfPxMw,El rey no puede firmar una ley,[0. 0. 0. ... 0. 0. 0.],pued firmar,0.0
769,IAMEoUaVBE8,UCDIE0GVg5mOl4AVS5pPNp1g,Traidor,[0. 0. 0. ... 0. 0. 0.],traidor,0.0
773,uy-ZAWxRbZA,UCLyr5BRlcZAq5BfyIkvHt5w,Puigdemont a la carcel,[0. 0. 0. ... 0. 0. 0.],puigdemont carcel,0.0
775,uy-ZAWxRbZA,UC2iWf19Jo81XQjF_zZ_13uw,Si europa no interviene enestemomento para q laqueremos nos benimos y pajaritos con sumadre😮😮😮😮😮😮😮😮😮😮😮😮,[0. 0. 0. ... 0. 0. 0.],europa intervien enestemomento laqueremo benimo pajarito sumadr,0.0
776,uy-ZAWxRbZA,UCCi1LnnMrQne9ZeDbZVXw1g,RTVE mejor cerradas .,[0. 0. 0. ... 0. 0. 0.],rtve mejor cerrada,0.0
780,uy-ZAWxRbZA,UCQU0CPeVnVjqz4EPfg_G47w,El PP tenía que haber hecho los deberes aquí. Lo mejor que puede pasar es que la cúpula de ese partido se vaya a su casa por pazguatos.,[0. 0. 0. ... 0. 0. 0.],haber hecho deber mejor pued pasar pula partido vaya casa pazguato,0.0
781,uy-ZAWxRbZA,UCZSlTqvLE9xjC29s7GLr4mg,"00 ⁰ la verdad para qué nos vale la Unión Europea para nada se ve a que se está deshaciendo y el favor de leer no vale para nada para nada para nada para nada mira Sánchez bobada y nada todo lo que dice esto está todos los españoles no sabes no cementerio y los fondos europeos no ha ganado las elecciones y él dice que España le está vamos que hace lo que los españoles no nosotros para ellos nos contamos con él no cuenta con los españoles cuenta con los dependentistas y el del PSOE




😈😈😍😈🥰😍🥳",[0. 0. 0. ... 0. 0. 0.],verdad vale europea deshaciendo favor leer vale mira nchez bobada dice espa ole sabe cementerio fondo europeo ganado eleccion dice espa vamo hace espa ole contamo cuenta espa ole cuenta dependentista psoe,0.0
782,uy-ZAWxRbZA,UC_KMii0HUwLAdMEZc5IiV0Q,"Esperar a que nos ayuden en Europa, cuna de Puigdemont",[0. 0. 0. ... 0. 0. 0.],esperar ayuden europa cuna puigdemont,0.0
784,uy-ZAWxRbZA,UCfP-qayq4DR7b3iInMZ7xfA,España Francia Portugal Italia Grecia.   Los más ricos de verdad en Europa mejor qui os alejais de Bruselas y agan algu vuestro el sur de Europa por qui viven en Holanda si Holanda no tiene nada de nada sólo frío y agua patata asquerosa y zebolla sin sabor y ratas y viven mejor que italia la más rica de europa qui tiene casi todo menos petróleo y gas,[0. 0. 0. ... 0. 0. 0.],espa francia portug italia grecia rico verdad europa mejor alejai brusela agan algu europa viven holanda holanda agua patata asquerosa zebolla sabor rata viven mejor italia rica europa casi meno petr,0.0
786,uy-ZAWxRbZA,UCm4Wl-dEML5BObi-aAb3l3g,Lo que hay que hacer es anular las pasadas elecciones. Y convocar otras. Basta con que ellos no quieran para que sepamos que temen un resultado muy diferente.,[0. 0. 0. ... 0. 0. 0.],hacer anular pasada eleccion convocar basta quieran sepamo temen resultado diferent,0.0
787,uy-ZAWxRbZA,UCRIt0fMDlmoylRT9goZmFjw,"🆘 Europa
España separación de poderes ya",[0. 0. 0. ... 0. 0. 0.],europa espa separaci poder,0.0
792,2G5JwsdheIU,UCpMLqodnWpFxzvN2tU4S_rA,PALETO....!,[0. 0. 0. ... 0. 0. 0.],paleto,0.0
794,2G5JwsdheIU,UCLpLcoKX9rMtwsWwj5VB54w,Disidencia controlada. Dice esto para que los votantes del PSOE que no comulgan con Sanchez no dejen de votar al PSOE.  Si fuera un politico integro se habria ido del PSOE.  Disidencia controladisima!!!!,[0. 0. 0. ... 0. 0. 0.],disidencia controlada dice votant psoe comulgan sanchez dejen votar psoe politico integro habria psoe disidencia controladisima,0.0
795,2G5JwsdheIU,UCAcT_wRbq5EWKVzvUEF9AeA,"Pues, ajo y agua !",[0. 0. 0. ... 0. 0. 0.],pue agua,0.0
796,2G5JwsdheIU,UCzp75UQLMI9T1ahdccRvWqg,"Totalmente de acuerdo con usted,",[0. 0. 0. ... 0. 0. 0.],totalment acuerdo ust,0.0
799,2G5JwsdheIU,UCUQ63agMluWJdAiIkos7shg,HAY Q PROSPERAR EN LA VIDA ESPAÑA YA NO ES ESPAÑA SELLAMA ESPAÑA EUROPEA HAY CAMBIOS BUENO TODO LO Q VIENE ES PARA BIEN DEJAD Q TRABAJEN Y YA HABLAREMOS  BIEN O MAL NO SEAIS NEGACIONISTA TODO VA A VENIR BIEN ❤,[0. 0. 0. ... 0. 0. 0.],prosperar vida espa espa sellama espa europea cambio bueno vien bien dejad trabajen hablaremo bien seai negacionista venir bien,0.0
800,2G5JwsdheIU,UC0ON_ujiCu4Dg55FgvBNJGg,"Pues que vaya a las manifestaciones si se quiere revelar ,el Gonzalez ,Cosculluela,Leguina,etc,que inviten a Carmen Calvo que dijo siendo vicepresidenta a pregunta de Junts que la amnistia no podia ser porque anulaba el poder judicial,lo tienen facil .",[0. 0. 0. ... 0. 0. 0.],pue vaya manifestacion quier revelar gonzalez cosculluela leguina inviten carmen calvo dijo siendo vicepresidenta pregunta junt amnistia podia anulaba poder judici facil,0.0
801,2G5JwsdheIU,UCUvzLBk3SbceVmqvyu0NPHw,Yo tambien con lo que ablos de ti y ahora nos gustaris que estu bieras,[0. 0. 0. ... 0. 0. 0.],tambien ablo ahora gustari estu biera,0.0
802,2G5JwsdheIU,UCJpF9U8YG4Y53cMqrAdkSyQ,Tenían que haber jurado la constitución diciendo sin conciencia ni honor,[0. 0. 0. ... 0. 0. 0.],haber jurado constituci diciendo conciencia honor,0.0
803,2G5JwsdheIU,UCajWbv7K3QNDdCCM7v-lu_A,"X q los SOCIALISTAS lo han permitido,  y no lo han frenado ??
Señor GUERRA, luchamos mucho para que venga u JUDAS Y NOS VENDA🤥🤥🤥",[0. 0. 0. ... 0. 0. 0.],socialista permitido frenado guerra luchamo venga juda venda,0.0
804,2G5JwsdheIU,UCMT_RUgfNN-5YzcWuJu-Dfw,"El Socialismo siempre fue, es y sera una KK.",[0. 0. 0. ... 0. 0. 0.],socialismo siempr sera,0.0
808,2G5JwsdheIU,UCgbX3AYov9_P9u-De5M6EvQ,"yo también me revelo,no no lleva a nada bueno",[0. 0. 0. ... 0. 0. 0.],tambi revelo lleva bueno,0.0
809,2G5JwsdheIU,UCVUIz_M0NEbX-pWnRf-DmpA,"Habrá amnistía pero no habrá independencia. Dicho eso, Visca Catalunya lliure i Republicana.",[0. 0. 0. ... 0. 0. 0.],habr amnist habr independencia dicho visca catalunya lliur republicana,0.0
811,G0QMdnjrkqo,UCm4Wl-dEML5BObi-aAb3l3g,Una nueva nobleza.,[0. 0. 0. ... 0. 0. 0.],nueva nobleza,0.0
815,G0QMdnjrkqo,UCDlp-JSmxp5T4pc9PLE9Ihg,"Si por un minuto los votantes del PSOE tuvieran un mínimo de autocrítica, de verdad, estáis de acuerdo que haya 1 comunidad Autónoma con beneficios no recogidos en la Constitución como los tiene país vascoSobre las 16 restantes, agraviadas sin condonaciones de deuda, agraviadas sin competencias estatales que ahora serán de Cataluña para que Cataluña se las ceda a una contrata o cooperativa, esa competencia de pública pasará a privada, pero no queríais lo público?, y perdonar a malveradores que se han gastado tu y mi dinero en urnas, piquetes que se han cargado mobiliario otra vez público, PSOE reaccionen",[0. 0. 0. ... 0. 0. 0.],minuto votant psoe nimo autocr tica verdad acuerdo comunidad noma beneficio recogido constituci vascosobr restant agraviada condonacion deuda agraviada competencia estatal ahora catalu catalu ceda contrata cooperativa competencia blica pasar privada quer blico perdonar malverador gastado dinero urna piquet cargado mobiliario blico psoe reaccionen,0.0
817,G0QMdnjrkqo,UCd32yKXqXyds9Q3UtmGAENw,Hombre grandes estos no hace tiempo que están caducados me lo invento,[0. 0. 0. ... 0. 0. 0.],hombr grand hace tiempo caducado invento,0.0
822,G0QMdnjrkqo,UC6WAXfDzWg_HUu4aFUmf_TA,Donde esta la división de poderes,[0. 0. 0. ... 0. 0. 0.],divisi poder,0.0
825,G0QMdnjrkqo,UCHU-kUeywMQhFN2Y7WoyNmw,Y se quedan tan a gusto.,[0. 0. 0. ... 0. 0. 0.],quedan gusto,0.0
828,G0QMdnjrkqo,UC_IS3k89W1qFge4Bq5k77Sg,Estamos a punto de cruzar la puerta de empezar a convertirnos en una copia de venezuela,[0. 0. 0. ... 0. 0. 0.],punto cruzar puerta empezar convertirno copia venezuela,0.0
834,9DRRpS2FAmw,UCWSajgK8W_EId0cFPNFa6zA,"!Cuidado Europa! ,los socialistas españoles  ,van a destruir España y como los dejéis Europa también.",[0. 0. 0. ... 0. 0. 0.],cuidado europa socialista espa ole destruir espa europa tambi,0.0
836,9DRRpS2FAmw,UCbE8pNyxPQrHbkZ1wTbyh_w,"Futura?? Entonces que os vallais preparando 😅😅😅😅JAJAJAJAJ 
Bolaños,pelota número uno.",[0. 0. 0. ... 0. 0. 0.],futura entonc vallai preparando jajajajaj bola pelota mero,0.0
838,9DRRpS2FAmw,UCgclnN9MrRKrxz0EvjG14dA,Lo que yo decía Europa nada de nada si son todos iguales a ver si Dios quiere que Abascal llegue al poder y nos salimos de Europa......,[0. 0. 0. ... 0. 0. 0.],europa igual dio quier abasc llegu poder salimo europa,0.0
840,9DRRpS2FAmw,UCvOLuc2FPFnToHQCVePvZmg,El único objetivo de tvespantosa era colar como fuera lo de la renovación del CGPJ jajjaja,[0. 0. 0. ... 0. 0. 0.],nico objetivo tvespantosa colar renovaci cgpj jajjaja,0.0
843,9DRRpS2FAmw,UC_BfqtBXYac3FDWJN72Sd_g,Europe SOS,[0. 0. 0. ... 0. 0. 0.],europ,0.0
851,FgSSEV2p9Ek,UCaELNscUy8eP-wqkRJ0gHMw,Feijo no por favor.  Y esta rubia   y está otra que por narices tiene que hablar por. Cojo.....n .  Tienen. Que hablar. En su dialecto  en catalán. Nos tenéis solución,[0. 0. 0. ... 0. 0. 0.],feijo favor rubia naric hablar cojo hablar dialecto catal soluci,0.0
852,FgSSEV2p9Ek,UCkXjVZ7rGNS8WPM-MTXmhFg,VALLA GANAO QUE TENEMOS,[0. 0. 0. ... 0. 0. 0.],valla ganao,0.0
853,FgSSEV2p9Ek,UClKiUzhYB4CEUQIZywUts9g,Mandas 🤮🤮🤮,[0. 0. 0. ... 0. 0. 0.],manda,0.0
855,FgSSEV2p9Ek,UC4JOm2RWFRCHzp6HxfrH9rw,"DOMINGO 24, 12 H, Plaza FELIPE II en Madrid",[0. 0. 0. ... 0. 0. 0.],domingo plaza felip madrid,0.0
856,FgSSEV2p9Ek,UCjAcrUVlbRCV26r_QCB_axw,Eso quisiera el 😂😂,[0. 0. 0. ... 0. 0. 0.],quisiera,0.0
858,FgSSEV2p9Ek,UCGaQmARXn0PXaU6QWqupcGQ,Están en el caos aquí no se puede ablar si no eres de ppto,[0. 0. 0. ... 0. 0. 0.],cao pued ablar ppto,0.0
862,FgSSEV2p9Ek,UC6zXmk9Le8Y-caDjQtmOLwQ,No es fiable en estos momentos,[0. 0. 0. ... 0. 0. 0.],fiabl momento,0.0
863,FgSSEV2p9Ek,UCQxdxLKrak_Tr4F08OE4zkA,"Feijóo, no tenías que haber dado por ganadas las elecciones. Sino esto no habría hecho falta.",[0. 0. 0. ... 0. 0. 0.],feij haber dado ganada eleccion sino habr hecho falta,0.0
866,FgSSEV2p9Ek,UC9XWyIyh_C542hBw0f4gfdw,Cuca la corrupcion,[0. 0. 0. ... 0. 0. 0.],cuca corrupcion,0.0
867,FgSSEV2p9Ek,UCK1NO_EdT_31ghVGXpWBR2A,Todo es un teatro,[0. 0. 0. ... 0. 0. 0.],teatro,0.0
868,FgSSEV2p9Ek,UCgGk-30xjfpnHq8fN4iLicw,La unión europea no dara más dinero a España hasta que Sánchez aclaré donde está el dinero de recuperación post covid.,[0. 0. 0. ... 0. 0. 0.],europea dara dinero espa nchez aclar dinero recuperaci post covid,0.0
871,wN5wXnFoV1g,UCQ99GIVXWNmt9i3liKbBmBw,"Sr pedro Sánchez:
No se fie del sr Pere aragonés. Tiene patrimonio ilicito desde el año 2001. Lo conozco al detalle. Es su oportunidad. Espero que el magistrado Marchena espabile por su bien. Porque sera el hame reír de todos los jueces de la comunidad económica Europea. Procedimiento penal 560740/2022 jutjat de Reus transferido al tribunal Supremo de Madrid. Hestia funds. Helvetia reaseguradora.",[0. 0. 0. ... 0. 0. 0.],pedro nchez pere aragon patrimonio ilicito conozco detal oportunidad espero magistrado marchena espabil bien sera hame juec comunidad econ mica europea procedimiento penal jutjat reu transferido tribun supremo madrid hestia fund helvetia reaseguradora,0.0
874,wN5wXnFoV1g,UCUQpqnmXHmOju1alIltyu7A,Se merece un Goya 🤬,[0. 0. 0. ... 0. 0. 0.],merec goya,0.0
875,wN5wXnFoV1g,UC7uZyceNer8sx3GIk8F8lCA,"Llevas cinco años destruyendo nuestro esfuerzo de salir adelante. Te informo que no sabes vender ni tus motos ni tus rollos. Los unicos que estan deacuerdo son cuatro beneficiados. Si representas una nacion lo que teneis que hacer, es mirar por los interes comunes, pero del pais no los tuyos, no vendernos a cualquier precio por q sigas siendo presidente y encima ni te ha votado la mayoria flipao. Menuda imagen estamos dando como para que apuesten por nosotros, bastante mal estamos en la economia como para que lo tireis mas aun abajo. Ya podemos trabajar a destajo todos q no lo arreglamos. Que España no es tuyo para hacer lo que te de la gana.",[0. 0. 0. ... 0. 0. 0.],lleva cinco destruyendo esfuerzo salir adelant informo sabe vender moto rollo unico estan deacuerdo cuatro beneficiado representa nacion tenei hacer mirar inter comun pai venderno cualquier precio siga siendo president encima votado mayoria flipao menuda imagen dando apuesten bastant economia tirei abajo podemo trabajar destajo arreglamo espa hacer gana,0.0
878,wN5wXnFoV1g,UCefHOQENTno5XWXfVv5HBrQ,PREMIO AL MEJOR INTÉRPRETE DE PINOCHO!!!!👏👏👏👏👏,[0. 0. 0. ... 0. 0. 0.],premio mejor rprete pinocho,0.0
879,wN5wXnFoV1g,UCmqePPjrUeD3v-5zC3oKOVA,Pinocho!! repara una grieta en Cataluña y provoca un terremoto en el resto de España!!!,[0. 0. 0. ... 0. 0. 0.],pinocho repara grieta catalu provoca terremoto resto espa,0.0
881,wN5wXnFoV1g,UCq3zW2UZgIF_nN67O-SearA,Traidor,[0. 0. 0. ... 0. 0. 0.],traidor,0.0
885,wN5wXnFoV1g,UCPJY1dZXoAiGxaLSazq6juA,La palabra de un imbécil sin escrúpulos.,[0. 0. 0. ... 0. 0. 0.],palabra escr pulo,0.0
890,wN5wXnFoV1g,UC8VzeMsECTfMQfJmpWLu49g,Judas negó a Jesucristo varias veces....,[0. 0. 0. ... 0. 0. 0.],juda jesucristo varia vece,0.0
891,imi6edqUeCE,UCYCZsympDkjfTklBa2Bf0qw,Mentira,[0. 0. 0. ... 0. 0. 0.],mentira,0.0
893,imi6edqUeCE,UCh9CA4kmi-GFX_5uXdQbVeg,"España a todo rendimiento, sería el país más productivo y más rico del mundo, a Europa le interesa la situación de España de todas todas. El PSOE fue el que empezó a desmantelar el tejido productivo español en los 80.",[0. 0. 0. ... 0. 0. 0.],espa rendimiento productivo rico mundo europa interesa situaci espa toda toda psoe empez desmantelar tejido productivo espa,0.0
894,imi6edqUeCE,UC5kaGGRM5kr62nvJsmONUag,EL  SM.EL REY  FELIPE  TIENE QUE HACER MAS  Y SALIR HABLAR PARA SPIYARBLA UNIDAD DE ESPAÑA  CATALUNYA  VA A PETDER MAS EMPRESAS Y PRESTIGIO  E INCLUSO  TURISMO,[0. 0. 0. ... 0. 0. 0.],felip hacer salir hablar spiyarbla unidad espa catalunya petder empresa prestigio incluso turismo,0.0
895,imi6edqUeCE,UCIiX4Ve6HAZK2hmA6lMRH9w,Venga ya. Y luego te ves riendote con los golpistas.,[0. 0. 0. ... 0. 0. 0.],venga luego riendot golpista,0.0
896,imi6edqUeCE,UCHPLy3WSjEvhbOb3oXEaHIQ,Se le ve muy preocupado al cherif de justicia de la EU..... me recuerda al manolo escobar europeo....where will my euroordenes be ?,[0. 0. 0. ... 0. 0. 0.],preocupado cherif justicia recuerda manolo escobar europeo where will euroorden,0.0
899,imi6edqUeCE,UCYzD1uXay5X9iz4_4yaiQAg,Europa tendria que para la amnistia,[0. 0. 0. ... 0. 0. 0.],europa tendria amnistia,0.0
901,imi6edqUeCE,UCedKIQp8G6SQ4D0c4eMCPXQ,Ojalá que juzguen a Sánchez 🙏🙏🙏🙏🙏🙏🙏,[0. 0. 0. ... 0. 0. 0.],ojal juzguen nchez,0.0
902,imi6edqUeCE,UCzwRX0-5tNOEwGNxiP7p0aA,Europa pide el qué???😂😂😂😂😂😂😂😂,[0. 0. 0. ... 0. 0. 0.],europa pide,0.0
904,imi6edqUeCE,UCXVxYIxXEqCddg2i9V1V_jw,"Necesitamos ayuda de europa, pero ya",[0. 0. 0. ... 0. 0. 0.],necesitamo ayuda europa,0.0
906,imi6edqUeCE,UCgboPpP8IQZ-7w1qJ9tkM3g,""" No saben.No contestan........""",[0. 0. 0. ... 0. 0. 0.],saben contestan,0.0
909,imi6edqUeCE,UC-l3y6dcirEHFlFIYRn7xYQ,Este Reinders no va hacer un culo,[0. 0. 0. ... 0. 0. 0.],reinder hacer culo,0.0
912,48I6sIPrAkw,UCxyuvqKP6eCoDj7_Tyf6imw,"Bolaños. Se dice Cataluña y el resto de España,,,",[0. 0. 0. ... 0. 0. 0.],bola dice catalu resto espa,0.0
914,48I6sIPrAkw,UCB269DmuSj07KQqQymqzO-Q,"No ha explicado nada. Simplemente ha dicho digo donde ayer era Diego y lo tapan con lo de constitucional, que ya se sabe quién es",[0. 0. 0. ... 0. 0. 0.],explicado simplement dicho digo ayer diego tapan constitucion sabe,0.0
915,48I6sIPrAkw,UCZ_xSOnmRMkk67L9QzxGu8w,Cerrar heridas y abrir otras herridas....,[0. 0. 0. ... 0. 0. 0.],cerrar herida abrir herrida,0.0
918,48I6sIPrAkw,UCQb8sQosKdUQmcXBflN7xZQ,Que caiga el psoe,[0. 0. 0. ... 0. 0. 0.],caiga psoe,0.0
