,Unnamed: 0,video_id,author,comment,vectores_tfidf,comment_stem,sentiment,hateful,targeted,aggresive
975,1896,EPQgp1LuZng,UCHO8ywlzKe7M0T2aG0TafAQ,Te quiero,[0. 0. 0. ... 0. 0. 0.],quiero,0.0,0.026278620585799217,0.01833491213619709,0.023294810205698013
976,1897,EPQgp1LuZng,UCvaqCxaLokcWzFrocQsCQZA,me llamo Hugo en verdad este el nombre de mi papaito Luis jajajaja,[0. 0. 0. ... 0. 0. 0.],llamo hugo verdad nombr papaito lui jajajaja,0.0,0.012540373019874096,0.012263007462024689,0.00796237587928772
977,1898,EPQgp1LuZng,UCvaqCxaLokcWzFrocQsCQZA,"hola , muchas gracias por favor saludame soy tu mayor fan",[0. 0. 0. ... 0. 0. 0.],hola mucha gracia favor saludam mayor,0.0,0.01635344699025154,0.011064278893172741,0.012161449529230595
978,1899,EPQgp1LuZng,UCsWGIQNOGFPCzwGwKuVBUSg,"llego un poco tarde, pero me acabas de salvar la vida JAJAJA, te quiero hermano",[0. 0. 0. ... 0. 0. 0.],llego tard acaba salvar vida jajaja quiero hermano,0.0,0.013283084146678448,0.010292964056134224,0.011269420385360718
979,1900,EPQgp1LuZng,UCAI0FuSElRN7lfvGfDA_keg,Soy el único que asimila su voz con la de AuronPlay?,[0. 0. 0. ... 0. 0. 0.],nico asimila auronplay,0.0,0.011237246915698051,0.009684392251074314,0.006502504460513592
980,1901,EPQgp1LuZng,UCH-V1R62cv0c0ZknXInKf9w,Buen vídeo soy el del otro día que te comento en el de Isabel segunda no sé si te acordarás.     Medicoste que me acuerde que también das más asignaturas y se lo dije ala profe de lengua y resulta que ahora te vemos siempre,[0. 0. 0. ... 0. 0. 0.],buen comento isabel segunda acordar medicost acuerd tambi asignatura dije profe lengua resulta ahora vemo siempr,0.0,0.013999274000525475,0.010784262791275978,0.011533133685588837
981,1903,Yf04K0jmSb8,UCsqOF7HN4rUdwMc4qR4HJPA,Interesante,[0. 0. 0. ... 0. 0. 0.],interesant,0.0,0.03454913944005966,0.02056228742003441,0.02757878601551056
982,1904,Yf04K0jmSb8,UClhAFAuNu10_Jvi3GSfW-cg,Alemania tiene el estado de baviera con casa real,[0. 0. 0. ... 0. 0. 0.],alemania baviera casa real,0.0,0.044304851442575455,0.017591973766684532,0.026646990329027176
983,1906,Yf04K0jmSb8,UCdAEcP-3u892zgFP9VMmLbA,Lo que suponía...,[0. 0. 0. ... 0. 0. 0.],supon,0.0,0.06842170655727386,0.04965361952781677,0.05527177080512047
984,1909,InLUR88QUXU,UCQyzGx8J1PArraT3XdrRo0g,"Empezamos mal , la presencia española en Sahara comienza en el siglo XV . Viva El Sahara independiente, abajo marruecos",[0. 0. 0. ... 0. 0. 0.],empezamo presencia espa sahara comienza siglo viva sahara independient abajo marrueco,0.0,0.23139618337154388,0.0074564144015312195,0.07097847759723663
985,1910,InLUR88QUXU,UCwC2Kda4wiu9LQNRRcYvBYg,"Se marrueco😂🎉❤, Dima Mario🇲🇦🇲🇦🇲🇦🇲🇦💯",[0. 0. 0. ... 0. 0. 0.],marrueco dima mario,0.0,0.11469852924346924,0.017108412459492683,0.043548334389925
986,1913,InLUR88QUXU,UC_RDwrLQluQ2O1PV0JBqoZQ,Libertad e indendencia de los hermanos saharahuis occidentales,[0. 0. 0. ... 0. 0. 0.],libertad indendencia hermano saharahui occidental,0.0,0.33713674545288086,0.01421669777482748,0.1347898244857788
987,1914,InLUR88QUXU,UCDzr0mEinJ_vzjpE0ffriYg,"El mundo será Justo con los saharawis viva el Sáhara Occidental, viva la libertad  🗽🇪🇭❤️🇪🇭❤️🇪🇭❤️",[0. 0. 0. ... 0. 0. 0.],mundo justo saharawi viva hara occident viva libertad,0.0,0.18488629162311554,0.012682617641985416,0.07389377057552338
988,1915,InLUR88QUXU,UCf-eok3GYCNfHeP9ZHR6Cmw,"Marruecos cree que le pertenece, pero no es así!!!!!❤❤❤❤❤❤❤❤❤❤❤❤❤ Yensell Núñez desde Higüey la Altagracia República Dominicana el día 23/10/2023+!!?!!!!!!!!❤❤❤❤❤❤❤❤❤❤",[0. 0. 0. ... 0. 0. 0.],marrueco cree pertenec yensel altagracia blica dominicana,0.0,0.03133177384734154,0.00952810887247324,0.014758003875613213
989,1918,InLUR88QUXU,UCQzLm4_bsSBsrLWayLPDJOQ,Viva el frente Polisario !!!!!,[0. 0. 0. ... 0. 0. 0.],viva frent polisario,0.0,0.024065639823675156,0.013767877593636513,0.015079135075211525
990,1921,InLUR88QUXU,UCbAcbz6gKjyn1DEn3PouV6g,Sáhara marroqui 👑❤️🇲🇦💚👑,[0. 0. 0. ... 0. 0. 0.],hara marroqui,0.0,0.8145841360092163,0.11271629482507706,0.4909926950931549
991,1926,InLUR88QUXU,UCJEM8Y_bgIkw1thmTT8y2HA,sahara tiene queenvitas a los empresarios osidentales y a los empresarios ruso  para que hagas un osasi de vaniarios y permitiles que pongas una vase militar ya que estamos en una guerras frias  y veras que se industrialisara  y sera una republisca antonomas,[0. 0. 0. ... 0. 0. 0.],sahara queenvita empresario osidental empresario ruso haga osasi vaniario permitil ponga vase militar guerra fria vera industrialisara sera republisca antonoma,0.0,0.5190157890319824,0.01879541575908661,0.21857646107673645
992,1928,InLUR88QUXU,UCNLLBujxdJqMro-WmGyy5jg,Debe ser independiente autónomo,[0. 0. 0. ... 0. 0. 0.],debe independient nomo,0.0,0.0498044528067112,0.020362384617328644,0.030732858926057816
993,1930,k-cf2eTwu4Y,UConcIqtSnSEooROpFp6vFtA,"Same my school uniform dress,,,,🙏🙏",[0. 0. 0. ... 0. 0. 0.],same school uniform dress,0.0,0.1554946005344391,0.07839158177375793,0.09134414047002792
994,1931,k-cf2eTwu4Y,UCnrV7jfUFcIKqvSGv9RcKwg,Unos tanto y otros tan poco que mai esta echa la vida muchos lujos y el pueblo pasándolo mal que se paseen por los barrios nesecitados,[0. 0. 0. ... 0. 0. 0.],echa vida lujo pueblo ndolo paseen barrio nesecitado,0.0,0.03140890225768089,0.00718805193901062,0.014442883431911469
995,1932,k-cf2eTwu4Y,UCn_CrlwuDAwLHM_GxV8lRAg,"Llegará un tiempo en que las monarquías se terminarán, (son una  antigüedad y una ridiculés ) y darán paso a la total democracia, creo que como representantes del pasado podrían conservar sus títulos pero con una vida más austera.pues es el pueblo el que las mantiene.",[0. 0. 0. ... 0. 0. 0.],llegar tiempo monarqu terminar antig edad ridicul paso total democracia creo representant pasado podr conservar tulo vida austera pue pueblo mantien,0.0,0.04736940935254097,0.010576954111456871,0.02597220055758953
996,1934,k-cf2eTwu4Y,UCs2K5-hnjZG4O0yMBRy81xg,"Cristo  .,....quién eres",[0. 0. 0. ... 0. 0. 0.],cristo,0.0,0.07597127556800842,0.05645549297332764,0.057216349989175797
997,1936,k-cf2eTwu4Y,UCuowr33-lhGNd87JrT7GoMQ,Pero. Eso mil. Dolares no es nada. Para. Sus posicion,[0. 0. 0. ... 0. 0. 0.],dolar posicion,0.0,0.0937885046005249,0.03321258723735809,0.057138435542583466
998,1939,k-cf2eTwu4Y,UCsyabSXcD-Cs7drFnkaDM8Q,Lo que nos va a costar la amnistía de eso no dices nada,[0. 0. 0. ... 0. 0. 0.],costar amnist dice,0.0,0.02536173351109028,0.014414959587156773,0.01657235249876976
999,1940,k-cf2eTwu4Y,UC9MLdlwZJBraZPpWK_Oo3Pw,"En MX deberiamos instaurar una familia real, nos daria mucho prestigio.",[0. 0. 0. ... 0. 0. 0.],deberiamo instaurar familia real daria prestigio,0.0,0.03433086350560188,0.007200916297733784,0.014285122975707054
1000,1941,k-cf2eTwu4Y,UCvO1QzKklQVo_ZK0dH3MT_g,Y A CABIO DE ESO SE DEDICA INTEGRAMENTE A PREPARARSE QUIERA O NO QUIERA PARA DEDICAR SU VIDA A LOS ESPAÑOLES.................................................OTROS SIN TRABJAR SE LLEVAN GRANDES SUELDOS Y DESPUES PENSIONES POR DESTROZAR ESPAÑA,[0. 0. 0. ... 0. 0. 0.],cabio dedica integrament preparars quiera quiera dedicar vida espa ole trabjar llevan grand sueldo despu pension destrozar espa,0.0,0.05160326510667801,0.008188607171177864,0.030480634421110153
1001,1943,k-cf2eTwu4Y,UCXhc3euL7CuXTQZuc_Imv5Q,"siento ser yo el que te informe de esto... 150€ por persona en 1 restaurante en Madrid no es lujo... le quedan como 5 ceros para que podamos llamarlo lujo.
un saludo tío! saludos desde lo que todavía es España!",[0. 0. 0. ... 0. 0. 0.],siento inform persona restaurant madrid lujo quedan cero podamo llamarlo lujo saludo saludo todav espa,0.0,0.014834736473858356,0.006263022776693106,0.009370897896587849
1002,1944,k-cf2eTwu4Y,UC-7k0SpmWynieO54qKUkUNg,Está realeza se an graduado como sacarle dinero al pueblo sin hacer nada  todavía hay borregos,[0. 0. 0. ... 0. 0. 0.],realeza graduado sacarl dinero pueblo hacer todav borrego,0.0,0.1030341237783432,0.008049954660236835,0.03693271055817604
1003,1945,k-cf2eTwu4Y,UCAGmAxNC7Yj4ojgvZrcPrOw,"Cambiar el mundo para bien ?  Estó NO es creible , con personas de su calibre .",[0. 0. 0. ... 0. 0. 0.],cambiar mundo bien creibl persona calibr,0.0,0.03494774177670479,0.00827654730528593,0.012858614325523376
1004,1947,k-cf2eTwu4Y,UCJlZXw04Y-HOrY7IdKXA_TQ,Y en el camposanto los habitantes tienen el mismo lujo,[0. 0. 0. ... 0. 0. 0.],camposanto habitant mismo lujo,0.0,0.01065855287015438,0.008362964726984501,0.009508769027888775
1005,1949,quPOTjWKNSE,UCRhKggZmELAqf-I8EsIH-Rw,Que feo tener todavía una monarquia,[0. 0. 0. ... 0. 0. 0.],tener todav monarquia,0.0,0.08915306627750397,0.009720935486257076,0.024830134585499763
1006,1950,quPOTjWKNSE,UCgIXoC8_EW9OVlUt6czyjgg,"Todo lo qué veo es BLA BLA BLA.. y la Tercera República Española se acerca. 

La Princesa no está salvando nada está en Inglaterra. Un insulto a la Educación de España.",[0. 0. 0. ... 0. 0. 0.],tercera blica espa acerca princesa salvando inglaterra insulto educaci espa,0.0,0.02045508287847042,0.014209628105163574,0.017839662730693817
1007,1951,quPOTjWKNSE,UC01mykzV7X5sOASAJmbIwQg,España sollo obedece hs su historia respetando su legado y mirando al presente con su rey por bandera  y el futuro de su imagen,[0. 0. 0. ... 0. 0. 0.],espa sollo obedec historia respetando legado mirando present bandera futuro imagen,0.0,0.015810783952474594,0.008256501518189907,0.012072867713868618
1008,1953,quPOTjWKNSE,UC9fkF5riQeJglTfb_RjtKBg,Pero igual nadie la quiere!,[0. 0. 0. ... 0. 0. 0.],igual nadi quier,0.0,0.10804266482591629,0.04669248312711716,0.05265242978930473
1009,1955,quPOTjWKNSE,UCRrkRkR27atvDBh2m0opGsA,me da igual yo si apoyo a la monarquía de Europa y yo creo que mis antepasados pudieron ser monarcas o tuvieron un título real viva Roma viva españa,[0. 0. 0. ... 0. 0. 0.],igual apoyo monarqu europa creo antepasado pudieron monarca tulo real viva roma viva espa,0.0,0.03739861771464348,0.016452975571155548,0.020444419234991074
1010,1961,quPOTjWKNSE,UCFYSI_IQ6Ph0-16JiTMKhTg,"Es un reto muy grande a tan corta edad, y con demonios como Sánchez e Iglesias, para confrontar y derrotar.",[0. 0. 0. ... 0. 0. 0.],reto grand corta edad demonio nchez iglesia confrontar derrotar,0.0,0.023123206570744514,0.013441861607134342,0.01908283308148384
1011,1962,quPOTjWKNSE,UCLahM60FbQNYunf0aN9ysQw,Viva la monarquía Española viva el rey y viva la heredera al trono Leonor de borbone PLVS VLTRA y intentemos lograr que España vuelva al éxito de su época como el imperio del Sol que nunca se pone,[0. 0. 0. ... 0. 0. 0.],viva monarqu espa viva viva heredera trono leonor borbon plv vltra intentemo lograr espa vuelva xito poca imperio nunca pone,0.0,0.10756468027830124,0.015948617830872536,0.05425664037466049
1012,1964,quPOTjWKNSE,UCm5EauNLR31oe7HMVn6C7nw,Por mi las niñas y niños que tengan la mejor infancia sin importar su procedencia les deseo lo mejor de la vida y que aprendan,[0. 0. 0. ... 0. 0. 0.],mejor infancia importar procedencia deseo mejor vida aprendan,0.0,0.0574217215180397,0.006704577710479498,0.023265788331627846
1013,1965,quPOTjWKNSE,UC0f56kEuCv77AcqmS1aFSMg,Parasitos,[0. 0. 0. ... 0. 0. 0.],parasito,0.0,0.04919089376926422,0.033280666917562485,0.03878090903162956
1014,1967,quPOTjWKNSE,UC8B13QwgBbbYkTgxUihrxAA,VIVA LA MONARQUIA !!!!!!!!!!,[0. 0. 0. ... 0. 0. 0.],viva monarquia,0.0,0.037310708314180374,0.00832515861839056,0.020911481231451035
1015,1968,quPOTjWKNSE,UCuzBQF0ZVcm7yRlujwJMquQ,Sigan crellendo  en pajaritos prenaos,[0. 0. 0. ... 0. 0. 0.],sigan crellendo pajarito prenao,0.0,0.3092358112335205,0.03347166255116463,0.13465936481952667
1016,1969,MqtQUbCT7So,UCuZsPGp0glvHH1U48QK_N0A,Esos padres que hacen  diferencias a sus propios hijo.  Eso es como los padrastros,[0. 0. 0. ... 0. 0. 0.],padr hacen diferencia propio hijo padrastro,0.0,0.051711440086364746,0.008002490736544132,0.01840747892856598
1017,1970,MqtQUbCT7So,UCuZsPGp0glvHH1U48QK_N0A,Asi le debe corregir a la mujer.   No la mujer a el.   Reina Doña Sofia solamente,[0. 0. 0. ... 0. 0. 0.],debe corregir mujer mujer reina sofia solament,0.0,0.4990103840827942,0.0567321814596653,0.08006521314382553
1018,1976,MqtQUbCT7So,UCDXQPkNus4yMZKBU5B8LNSg,Sociales la más  bonita,[0. 0. 0. ... 0. 0. 0.],social bonita,0.0,0.29521480202674866,0.3345683515071869,0.19969521462917328
1019,1977,MqtQUbCT7So,UCzY07cietTVPt6wrt9yHOUA,😮😮😮😢😢😢😢 😂😂 DEBE DE AYUDA A SOFIA,[0. 0. 0. ... 0. 0. 0.],debe ayuda sofia,0.0,0.07593920081853867,0.043404676020145416,0.03335634618997574
1020,1978,MqtQUbCT7So,UCFccdeckwO3yMZ2mJnNDOFA,Sofi 😢,[0. 0. 0. ... 0. 0. 0.],sofi,0.0,0.16062839329242706,0.13696882128715515,0.08162581920623779
1021,1980,MqtQUbCT7So,UCoXigHj9_QTlZjHccC6JGWA,ESTA GENTE NO TIENE VIDA PROPIA ESTÁN ACORTANDO LA JUVENTUD TODO POR MANTENER UN LEGADO QUE MANTENDRÁ UNA CORONA CORRUPTIBLE DICE LA PALABRA SE DIOS POR AMOR A. BIENES ECONÓMICOS. QUE PERECERÁN CON ELLOS. ENSÉÑENLE EL LEGADO DE SALVACIÓN DE CRISTO.  PARA LA ETERNIDAD,[0. 0. 0. ... 0. 0. 0.],gent vida propia acortando juventud manten legado mantendr corona corrupt dice palabra dio amor bien econ mico perec enl legado salvaci cristo eternidad,0.0,0.024858443066477776,0.009557557292282581,0.019602958112955093
1022,1982,MqtQUbCT7So,UCNCUBwfznLauRwANwFPAdgQ,Eso es ser princesa ?,[0. 0. 0. ... 0. 0. 0.],princesa,0.0,0.07217767089605331,0.06243949383497238,0.06095598265528679
1023,1983,MqtQUbCT7So,UCVjqq75x1XbQXpHh_3xFlcg,Que mal padre,[0. 0. 0. ... 0. 0. 0.],padr,0.0,0.06975600868463516,0.049111366271972656,0.05678241699934006
1024,1986,MqtQUbCT7So,UCaJ2-_qmLCBK51kB-dxD1aA,Par que ........tienen entonces más hijos si van a preferir a uno solo,[0. 0. 0. ... 0. 0. 0.],entonc hijo preferir solo,0.0,0.02873726189136505,0.012801036238670349,0.017437705770134926
1025,1992,yj9N9DTtdas,UC7B0QRXmQg0meVC1epp1rCQ,El psoe mataban espaňoles y cristianos y vinieron Rusos para organizar las chekas y en la republica catalana matar espaňoles y cristianos estaba a la orden del dia,[0. 0. 0. ... 0. 0. 0.],psoe mataban espa ole cristiano vinieron ruso organizar cheka republica catalana matar espa ole cristiano orden,0.0,0.2789574861526489,0.010133386589586735,0.11991214007139206
1026,1993,yj9N9DTtdas,UCgwaUYdubWRlOyzBepxGsKw,SUB-CAMPEONES DEL 39' 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤡🤡🤡🤡🐷🐷🐷🐷🐷,[0. 0. 0. ... 0. 0. 0.],campeon,0.0,0.03300817683339119,0.018368138000369072,0.021423161029815674
1027,1996,yj9N9DTtdas,UCVU6PSnR2KSaOUV4Fv9m8BQ,"Con Niceto Alcalá Zamora, una República Católica Social de España habría sido posible...casi lo fue, por muy poco tiempo, durante los poquitos años reformistas. La radicalización de la izquierda llevó a la contra reacción de la derecha, y así se pavimentó el camino a la guerra civil.",[0. 0. 0. ... 0. 0. 0.],niceto alcal zamora blica lica social espa habr sido posibl casi tiempo poquito reformista radicalizaci izquierda llev reacci derecha paviment camino guerra civil,0.0,0.04843410104513168,0.016918743029236794,0.02818344160914421
1028,2001,yj9N9DTtdas,UCxRXrIdGttnr9fHwbcKdl9w,Yo soy Ecuatoriana..en esa gerra de españa..mi abuelo materno uyo y vino a Ecuador..y aquí sabemos pocos descendientes dela familia Real..,[0. 0. 0. ... 0. 0. 0.],ecuatoriana gerra espa abuelo materno vino ecuador sabemo poco descendient dela familia real,0.0,0.349258154630661,0.04897322505712509,0.13575197756290436
1029,2005,yj9N9DTtdas,UCeY9JOdHbJwSbhyMlp9SWlQ,"Estamos en camino de otra, prepárense",[0. 0. 0. ... 0. 0. 0.],camino prep rens,0.0,0.02160784602165222,0.015615975484251976,0.017901301383972168
1030,2007,yj9N9DTtdas,UCVyHyTw3x9hbVOioVURVEzA,La historia no se repite pero rima,[0. 0. 0. ... 0. 0. 0.],historia repit rima,0.0,0.03551922366023064,0.025507701560854912,0.02809971757233143
1031,2010,kGdonbr-kYw,UCjD2xfjieLni_TE_zdCL2kQ,RIOS#1👑🇪🇸,[0. 0. 0. ... 0. 0. 0.],rio,0.0,0.06243816018104553,0.05093281343579292,0.04979761689901352
1032,2011,kGdonbr-kYw,UCkh2i4imLJG5z_OtvBgSo0Q,Seamos trending topic los amantes de la historia porque #lahistorianosolosecuentaenloslibros﻿,[0. 0. 0. ... 0. 0. 0.],trend topic amant historia lahistorianosolosecuentaenloslibro,0.0,0.03288346529006958,0.00818699225783348,0.017676014453172684
1033,2014,kGdonbr-kYw,UCkh2i4imLJG5z_OtvBgSo0Q,"thank you !!!
",[0. 0. 0. ... 0. 0. 0.],thank,0.0,0.03800053521990776,0.032510872930288315,0.03548102080821991
1034,2017,kGdonbr-kYw,UCkh2i4imLJG5z_OtvBgSo0Q,"thank you!!!!
",[0. 0. 0. ... 0. 0. 0.],thank,0.0,0.03800053521990776,0.032510872930288315,0.03548102080821991
1035,2018,kGdonbr-kYw,UC-nmR03bFUbj7yMEa2aLIUQ,Amazing!,[0. 0. 0. ... 0. 0. 0.],amaz,0.0,0.06595155596733093,0.04004940018057823,0.04709681123495102
1036,2019,kGdonbr-kYw,UCkh2i4imLJG5z_OtvBgSo0Q,thank you!!,[0. 0. 0. ... 0. 0. 0.],thank,0.0,0.03800053521990776,0.032510872930288315,0.03548102080821991
1037,2021,kGdonbr-kYw,UCkh2i4imLJG5z_OtvBgSo0Q,segunda parte!!!!,[0. 0. 0. ... 0. 0. 0.],segunda part,0.0,0.0687556341290474,0.0453670434653759,0.048359405249357224
1038,2022,8u_EwNgBLGM,UCtjq40ewGP21rjrLXHLnQTA,"O sea, que unas municipales cambian un régimen ¿Desde cuándo? Pero es que además, hubo mayoría de concejales monárquicos. Ahora también nos podemos imaginar que los minoritarios concejales republicanos estaban mediatizados por los sindicatos y partidos. ¿Quiénes eran más libres: los rurales o los urbanitas? ¿Podemos cambiar un régimen por supuestos votos no libres? Si es así, no valen para nada unas elecciones.",[0. 0. 0. ... 0. 0. 0.],una municipal cambian gimen adem mayor concejal rquico ahora tambi podemo imaginar minoritario concejal republicano mediatizado sindicato partido libr rural urbanita podemo cambiar gimen supuesto voto libr valen una eleccion,0.0,0.04961350932717323,0.012483619153499603,0.017495306208729744
1039,2023,8u_EwNgBLGM,UC6_MtC49lYxYe1Pl7igsbog,Grecia la cuna de la civilización occidental 🇬🇷,[0. 0. 0. ... 0. 0. 0.],grecia cuna civilizaci occident,0.0,0.04617881774902344,0.01093442365527153,0.03019849583506584
1040,2025,8u_EwNgBLGM,UCObueqSFotCmfqfgHtPEOpg,primer comentario xD,[0. 0. 0. ... 0. 0. 0.],primer comentario,0.0,0.03630610182881355,0.021734880283474922,0.022492114454507828
1041,2027,He9ql3gdTno,UCLYwoMRXctfgOFMZYNhbpRA,"VÍDEO COMPLETO: https://youtu.be/o1FLPpmGBz8

SUSCRÍBETE AQUÍ: http://bit.ly/39C7WAb",[0. 0. 0. ... 0. 0. 0.],completo http youtu flppmgbz suscr bete http,0.0,0.012867247685790062,0.010473779402673244,0.012716049328446388
1042,2028,He9ql3gdTno,UCaIY0vWVBSIQ2SDfS0NLTVg,totalmente de acuerdo no tiene ningún sentido,[0. 0. 0. ... 0. 0. 0.],totalment acuerdo ning,0.0,0.035200875252485275,0.018706470727920532,0.02943020686507225
1043,2029,He9ql3gdTno,UChuluA8-GDPQ6X4v9JwPvmQ,"GRACIAS AL REY NO PASA MUCHAS COSAS ESTO SERIA UNA GUERRA VIVA ESPAÑA VIVA EL REY DE ESPAÑA VIVA VOX ESPAÑA
❤😊❤",[0. 0. 0. ... 0. 0. 0.],gracia pasa mucha cosa seria guerra viva espa viva espa viva espa,0.0,0.11511445045471191,0.01339862123131752,0.04000413790345192
1044,2030,He9ql3gdTno,UCkuYfCtmKMA4uCXE7ZArbMQ,Es sierto yo pensaba que el Rey no se toca pero no ayuda a los españoles su pueblo ¿para que lo queremos?,[0. 0. 0. ... 0. 0. 0.],sierto pensaba toca ayuda espa ole pueblo queremo,0.0,0.09151401370763779,0.009294513612985611,0.03763195872306824
1045,2031,He9ql3gdTno,UChZDMhpaY8s4wJYEDSMTUSg,Sanchijuela dice 😅😅😅😅😅 que duro 👏👏👏,[0. 0. 0. ... 0. 0. 0.],sanchijuela dice duro,0.0,0.03374572470784187,0.016536705195903778,0.01568256877362728
1046,2034,He9ql3gdTno,UC5uvKxo4KNRdxbrHj3qtl8Q,La sanchijuela bubónica,[0. 0. 0. ... 0. 0. 0.],sanchijuela nica,0.0,0.12666332721710205,0.06233884394168854,0.0708923265337944
1047,2036,He9ql3gdTno,UCPWDnTym1veJjOtLHlhUfwg,"Creo que la CE asigna a la Corona como institución la función de unión y representación de España, y creo que aporta una cierta estabilidad, aunque estoy de acuerdo contigo que es una institución anacrónica. Pero si precisamente el Rey no tiene funciones de gobierno es para que no haya riesgo de que derive en una monarquía ""absoluta"" o totalitaria y sea el pueblo a través del Parlamento quien haga valer la soberania popular",[0. 0. 0. ... 0. 0. 0.],creo asigna corona instituci funci representaci espa creo aporta cierta estabilidad aunqu acuerdo contigo instituci anacr nica precisament funcion gobierno riesgo deriv monarqu absoluta totalitaria pueblo trav parlamento haga valer soberania popular,0.0,0.059543076902627945,0.011514725163578987,0.031807877123355865
1048,2039,He9ql3gdTno,UCzsesqDxsphv00EtwIrVfKA,Tienes toda la razón 😢,[0. 0. 0. ... 0. 0. 0.],toda,0.0,0.08094162493944168,0.06192608177661896,0.06584323197603226
1049,2041,He9ql3gdTno,UCSawMKPTwxpwCTHuB6CHHAA,Ahí no estoy contigo. Tienes que centrar el tiro,[0. 0. 0. ... 0. 0. 0.],contigo centrar tiro,0.0,0.0459386445581913,0.018158452585339546,0.025263195857405663
1050,2042,He9ql3gdTno,UCwoEjHwNV-ZzoupIyqJaILA,Pero les cae bien. Es algo que de momento lo tienes perdido.,[0. 0. 0. ... 0. 0. 0.],bien momento perdido,0.0,0.024094106629490852,0.017206987366080284,0.02172202803194523
1051,2043,He9ql3gdTno,UCqfJzbZnxBfUmuHd-ZSNHdQ,que alguien me aclare por favor roberto es comunista ???,[0. 0. 0. ... 0. 0. 0.],alguien aclar favor roberto comunista,0.0,0.02062944509088993,0.014270366169512272,0.015219907276332378
1052,2045,He9ql3gdTno,UCq_ZReWmtF93rmBDhFN2tOg,Serás partidario de la republica por q?,[0. 0. 0. ... 0. 0. 0.],partidario republica,0.0,0.025311464443802834,0.01566338539123535,0.014731284230947495
1053,2047,rFRTydxVOxM,UCL8aVlx7Suzh-jKyWUZJQAg,"En la Constitución de la Segunda República Española existía el delito de
 apología del régimen monárquico, nunca entendí por qué en la 
constitución de 1978 no se introdujo el delito de apología del régimen 
republicano.",[0. 0. 0. ... 0. 0. 0.],constituci segunda blica espa exist delito apolog gimen rquico nunca entend constituci introdujo delito apolog gimen republicano,0.0,0.014957241714000702,0.011107385158538818,0.01763896830379963
1054,2049,rFRTydxVOxM,UCG15ALr2EsfAP-nVEedELRw,Pues tiene mas razón que un santo la verdad!,[0. 0. 0. ... 0. 0. 0.],pue santo verdad,0.0,0.03404967486858368,0.01583041436970234,0.02709278278052807
1055,2051,6JUjBvgMA3U,UC9xhx-iKcoN9f1nF0iOG9sg,Porque España todavía tiene rey? Ya existió una revolución. No derrotaron a las monarquía.,[0. 0. 0. ... 0. 0. 0.],espa todav existi revoluci derrotaron monarqu,0.0,0.09331219643354416,0.009374890476465225,0.05675965175032616
1056,2052,6JUjBvgMA3U,UCu2-mGblbM60Fi7A3HfiRYA,"Pablo, sigues siendo el referente de la izquierda. Tú y D. Julio",[0. 0. 0. ... 0. 0. 0.],pablo sigu siendo referent izquierda julio,0.0,0.00928023736923933,0.011346898041665554,0.008597678504884243
1057,2055,6JUjBvgMA3U,UCMyQ3dVZ4JrG_uW2_3lpEzA,Aaa no Las tv es lo Mas factor de todo el Mundo,[0. 0. 0. ... 0. 0. 0.],factor mundo,0.0,0.08533778786659241,0.02015145681798458,0.04757186025381088
1058,2057,6JUjBvgMA3U,UCMyQ3dVZ4JrG_uW2_3lpEzA,Las tv periodistas famosos  nos asen a delincuentes  personas del año .,[0. 0. 0. ... 0. 0. 0.],periodista famoso asen delincuent persona,0.0,0.02053852751851082,0.01613335683941841,0.013469897210597992
1059,2059,6JUjBvgMA3U,UCPOFnRYCCd5mEoAuoSyAAxA,"Todas las monarquias como las religiones sobrevivientes han subsitido por el sincretismo. Los Borbon saben que tienen que ajustar su imagen a las tendencias culturales de la epoca,  Si algun dia la espana actual se vuelve comunista, los borbon diran que ellos tambien lo son y que no hay nada mas compatible que el monarquismo comunista.  Como lo dijo alguna vez el mismo Juan Carlos en una carta al Rey de Egipto, lo mas importante es la subsistencia de la monarquia. Ese parasito quede denominado rey muta hasta que llega la sola vacuna que los franceses si lograron aplicar; la Republica!",[0. 0. 0. ... 0. 0. 0.],toda monarquia religion sobrevivient subsitido sincretismo borbon saben ajustar imagen tendencia cultural epoca algun espana actual vuelv comunista borbon diran tambien compat monarquismo comunista dijo alguna mismo juan carlo carta egipto important subsistencia monarquia parasito qued denominado muta llega sola vacuna frances lograron aplicar republica,0.0,0.5812521576881409,0.025721246376633644,0.36333703994750977
1060,2060,6JUjBvgMA3U,UCRklYzD3hBeRbNXh-_HYN6A,"república = democracia
monarquía = dictadura
UK = dictadura
Reuplica Demc. Del Congo = democracia


¿Funciona así?",[0. 0. 0. ... 0. 0. 0.],blica democracia monarqu dictadura dictadura reuplica demc congo democracia funciona,0.0,0.11326038837432861,0.02089179866015911,0.08029152452945709
